bill_id,human_issue_code,policy_direction_of_yea,ideological_valence,position_summary,confidence,review_status,position_evidence_allowed,review_note
299730,rural_hunting,"Commend the Alabama Future Farmers of America.",nonideological,"Sponsored a ceremonial commendation of a student agriculture organization.",high,reviewed,False,"Official synopsis reviewed. Recognition alone is not agricultural policy evidence."
296721,rural_hunting,"Move pesticide and pesticide-device registration to a biennial cycle and adopt a new fee schedule.",mixed,"Sponsored revised pesticide registration timing and fees.",medium,reviewed,True,"Official synopsis reviewed. The change affects agricultural regulatory cost and administration, but the compact record does not establish whether total burden rises or falls enough for a directional code."
490839,taxes_budget,"Authorize the Revenue Commissioner to require taxpayers in a unitary business to supply additional information in an alternative reporting format.",progressive,"Sponsored expanded information authority for auditing complex multistate or unitary-business income taxes.",high,reviewed,True,"Official synopsis reviewed. The measure strengthens tax administration and anti-avoidance capacity without itself changing rates."
97061,taxes_budget,"Distribute Cherokee County's share of TVA in-lieu-of-tax payments under the revised 2010 allocation law.",mixed,"Sponsored a local distribution formula for TVA replacement-tax revenue.",medium,reviewed,True,"Official synopsis reviewed. This is distributive local fiscal policy with no general tax-rate direction."
96506,social_services,"Require a court considering a stay of child-custody or visitation proceedings during a related criminal case to evaluate the child's best interest.",mixed,"Co-sponsored a child-welfare safeguard when criminal charges intersect with custody litigation.",high,reviewed,True,"Official synopsis reviewed. The policy adds judicial discretion centered on child welfare rather than consistently favoring either accused parents or opposing parties."
97366,business_economic_development,"Rename Shoal Creek Bridge the Disabled American Veterans Memorial Bridge.",nonideological,"Co-sponsored an honorary bridge designation.",high,reviewed,False,"Official synopsis reviewed. This is ceremonial."
97367,business_economic_development,"Name a Lauderdale County highway segment for Major David Blair Faulkner.",nonideological,"Co-sponsored an honorary memorial highway designation.",high,reviewed,False,"Official synopsis reviewed. This is ceremonial."
97086,business_economic_development,"Name a Highway 20 segment for golfer Stewart Cink.",nonideological,"Co-sponsored an honorary highway designation.",high,reviewed,False,"Official synopsis reviewed. This is ceremonial."
96361,rural_hunting,"Continue producer-assessment programs for specified agricultural commodities after referendums while moving association audits to every two years and requiring financial statements.",mixed,"Co-sponsored farmer-approved commodity promotion assessments with revised financial oversight.",high,reviewed,True,"Official synopsis reviewed. The program is collective agricultural market development funded by assessments, while reduced audit frequency is deregulatory; code mixed."
96455,taxes_budget,"Constitutionally prohibit counties and municipalities from levying occupational taxes.",conservative,"Co-sponsored a statewide constitutional ban on local occupational taxes.",high,reviewed,True,"Official synopsis reviewed. This is direct anti-tax and local-revenue restriction evidence."
98679,criminal_justice,"Reorganize Alabama criminal-justice information governance, authorize licensing background checks and interstate history exchange, create a statistical center, and establish fees and penalties for misuse.",mixed,"Sponsored expanded and modernized criminal-history data, background-check, analysis, and misuse-enforcement systems.",high,reviewed,True,"Official synopsis reviewed. The bill increases public-safety information capacity and background screening while adding data-governance safeguards; code mixed."
98537,guns,"Create the crime of criminally negligent firearm storage and impose penalties.",progressive,"Sponsored a safe-storage offense for negligently secured firearms.",high,reviewed,True,"Official synopsis reviewed. This is direct gun-safety regulation and progressive firearms evidence."
98580,ethics_government,"Allow public college and university boards of trustees to meet by telephone or video conference under specified conditions.",nonideological,"Sponsored remote participation in higher-education board meetings.",medium,reviewed,False,"Official synopsis reviewed. Without evidence that notice, quorum, or public-access rules change materially, this is administrative rather than ideological."
98628,social_services,"Allow teachers and school officials to satisfy child-abuse reporting duties through a written report to a principal or superintendent by the next school day, with the administrator then forwarding it to authorities.",mixed,"Sponsored an internal written-report safe harbor and administrator forwarding duty for suspected child abuse.",high,reviewed,True,"Official synopsis and identical House-bill text reviewed. Documentation and responsibility are clarified, but immediate direct reporting is delayed and redirected; code mixed."
98412,public_education,"Authorize distinctive plates for out-of-state colleges and universities and direct proceeds to the Education Trust Fund for high-school dropout prevention.",progressive,"Sponsored an optional fee mechanism funding dropout-prevention efforts.",high,reviewed,True,"Official synopsis reviewed. The program expands public education funding through voluntary specialty-plate purchases."
98533,school_choice,"Clarify profit and nonprofit status in private-school definitions and change the baseline date governing statutory exemptions.",mixed,"Sponsored revision of private-school regulatory definitions and exemptions.",low,reviewed,True,"Official synopsis reviewed. The change is substantively within private-school regulation, but the compact description does not establish which schools gain or lose exemption; retain low-confidence mixed evidence rather than guessing direction."
98534,ethics_government,"Create a Mobile-specific procedure to quiet title to tax-sale properties acquired from the State Land Commissioner instead of using the general Title 40 process.",mixed,"Sponsored a streamlined local title-clearing process for tax-sale property.",medium,reviewed,True,"Official synopsis reviewed. This may facilitate reuse of distressed property but alters procedural protections; no stable left-right direction is supported."
