election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,candidates_observed,selected_responses,normalized_option,policy_family
2018.0,Gun Issues:,,e) Other or expanded principles:,,,,,,unmapped,5,0,other or expanded principles:,guns
2018.0,Economic Issues:,,g) Other or expanded principles:,,,,,,unmapped,6,0,other or expanded principles:,economy_business
2018.0,Legislative Priorities:,,"In the following area, please explain in a total of 100 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",,,,,,unmapped,2,0,"in the following area, please explain in a total of 100 words or less, your top two or three priorities if elected. if they require additional funding for implementation, please explain how you would obtain this funding.",legislative_priorities
2022.0,Abortion & Reproductive Issues:,,a) Do you generally support pro-choice or pro-life legislation?,abortion_general_pro_life,abortion_position,1.0,high,binary,rule_mapped,6,6,do you generally support pro-choice or pro-life legislation?,abortion_reproductive
2022.0,Abortion & Reproductive Issues:,,b) Do you support legalizing abortion when the pregnancy resulted from incest or rape?,abortion_rape_incest_exception,abortion_position,-1.0,medium,binary,rule_mapped,6,6,do you support legalizing abortion when the pregnancy resulted from incest or rape?,abortion_reproductive
2022.0,Abortion & Reproductive Issues:,,c) Do you support the prohibition of public funds for organizations that perform abortions?,abortion_public_funding_prohibition,abortion_position,1.0,high,binary,rule_mapped,6,6,do you support the prohibition of public funds for organizations that perform abortions?,abortion_reproductive
2022.0,Abortion & Reproductive Issues:,,d) Other or expanded principles:,,,,,,unmapped,1,0,other or expanded principles:,abortion_reproductive
2022.0,"Budget, Spending, & Tax Issues:",,"a) In order to balance the budget, do you support reducing state employee salaries AND/OR pensions?",,,,,,unmapped,6,6,"in order to balance the budget, do you support reducing state employee salaries and/or pensions?",fiscal_tax_budget
2022.0,"Budget, Spending, & Tax Issues:",,"b) DO you support raising taxes on any income or on any entity, to promote economic growth?",,,,,,unmapped,6,6,"do you support raising taxes on any income or on any entity, to promote economic growth?",fiscal_tax_budget
2022.0,"Budget, Spending, & Tax Issues:",,c) Other or expanded principles:,,,,,,unmapped,2,0,other or expanded principles:,fiscal_tax_budget
2022.0,Crime & Public Safety Issues:,,a) Do you support capital punishment for certain crimes?,crime_death_penalty,criminal_justice_position,1.0,high,binary,rule_mapped,6,6,do you support capital punishment for certain crimes?,criminal_justice
2022.0,Crime & Public Safety Issues:,,b) Should an individual under 18 accused of a violent crime be prosecuted as an adult?,,,,,,unmapped,6,5,should an individual under 18 accused of a violent crime be prosecuted as an adult?,criminal_justice
2022.0,Crime & Public Safety Issues:,,c) Do you support the enforcement of federal immigration laws by state and local police?,,,,,,unmapped,6,6,do you support the enforcement of federal immigration laws by state and local police?,criminal_justice
2022.0,Crime & Public Safety Issues:,,d) Do you support the use of private prisons?,,,,,,unmapped,6,5,do you support the use of private prisons?,criminal_justice
2022.0,Crime & Public Safety Issues:,,e) Do you support mandatory minimum sentences for non-violent drug offenders?,crime_mandatory_minimum,criminal_justice_position,1.0,medium,binary,rule_mapped,6,6,do you support mandatory minimum sentences for non-violent drug offenders?,criminal_justice
2022.0,Crime & Public Safety Issues:,,f) Other or expanded principles:,,,,,,unmapped,1,0,other or expanded principles:,criminal_justice
2022.0,Economic Issues:,,a) Do you support state government spending as a means of promoting economic growth?,economic_government_spending_growth,economic_ideology,-1.0,high,binary,rule_mapped,6,6,do you support state government spending as a means of promoting economic growth?,economy_business
2022.0,Economic Issues:,,b) Do you support reducing government regulations on the private sector?,economic_reduce_regulation,economic_ideology,1.0,high,binary,rule_mapped,6,6,do you support reducing government regulations on the private sector?,economy_business
2022.0,Economic Issues:,,c) Do you support an increase of the minimum wage of Alabama?,labor_minimum_wage,labor_position,-1.0,high,binary,rule_mapped,6,6,do you support an increase of the minimum wage of alabama?,economy_business
2022.0,Economic Issues:,,d) Do you support providing financial relief to businesses AND/OR corporations negatively impacted by the state of national emergency for COVID-19?,,,,,,unmapped,6,6,do you support providing financial relief to businesses and/or corporations negatively impacted by the state of national emergency for covid-19?,economy_business
2022.0,Economic Issues:,,e) Other or expanded principles:,,,,,,unmapped,1,0,other or expanded principles:,economy_business
2022.0,Education Issues:,,a) Do you support adopting federal education standards in Alabama?,,,,,,unmapped,6,6,do you support adopting federal education standards in alabama?,education
2022.0,Education Issues:,,b) Do you support state funding for charter schools?,education_charter_schools,education_position,1.0,medium,binary,rule_mapped,6,5,do you support state funding for charter schools?,education
2022.0,Education Issues:,,c) Do you support increasing teacher salaries AND/OR benefits in Alabama?,,,,,,unmapped,6,5,do you support increasing teacher salaries and/or benefits in alabama?,education
2022.0,Education Issues:,,d) Should immigrants unlawfully present in the United States who graduate from Alabama high schools be eligible for in-state tuition at public universities?,immigration_instate_tuition,immigration_position,-1.0,high,binary,rule_mapped,6,6,should immigrants unlawfully present in the united states who graduate from alabama high schools be eligible for in-state tuition at public universities?,education
2022.0,Education Issues:,,e) Other or expanded principles:,,,,,,unmapped,1,0,other or expanded principles:,education
2022.0,Environment & Energy Issues:,,"a) Do you support state funding for the development of renewable energy (e.g. solar, wind, geo-thermal)?",environment_renewable_energy,environment_position,-1.0,high,binary,rule_mapped,6,6,"do you support state funding for the development of renewable energy (e.g. solar, wind, geo-thermal)?",environment_energy_resources
2022.0,Environment & Energy Issues:,,b) Do you support government regulations of greenhouse gas emissions?,environment_emissions_regulation,environment_position,-1.0,high,binary,rule_mapped,6,5,do you support government regulations of greenhouse gas emissions?,environment_energy_resources
2022.0,Environment & Energy Issues:,,c) Do you support increasing state funding for clean drinking water initiatives?,environment_clean_water_funding,environment_position,-1.0,high,binary,rule_mapped,6,5,do you support increasing state funding for clean drinking water initiatives?,environment_energy_resources
2022.0,Environment & Energy Issues:,,d) Other or expanded principles:,,,,,,unmapped,1,0,other or expanded principles:,environment_energy_resources
2022.0,Government Reform Issues:,,"a) Do you support the regulation of campaign contributions from corporations, unions, and individuals?",,,,,,unmapped,6,5,"do you support the regulation of campaign contributions from corporations, unions, and individuals?",campaign_elections_government
2022.0,Government Reform Issues:,,b) Do you support the use of an independent AND/OR bipartisan commission for redistricting?,,,,,,unmapped,6,5,do you support the use of an independent and/or bipartisan commission for redistricting?,campaign_elections_government
2022.0,Government Reform Issues:,,c) Do you support requiring a government-issued photo identification in order to vote at the polls?,elections_photo_id,government_reform_position,1.0,high,binary,rule_mapped,6,4,do you support requiring a government-issued photo identification in order to vote at the polls?,campaign_elections_government
2022.0,Government Reform Issues:,,d) Do you support automatic voter registration?,,,,,,unmapped,6,6,do you support automatic voter registration?,campaign_elections_government
2022.0,Government Reform Issues:,,e) Other or expanded principles:,,,,,,unmapped,2,0,other or expanded principles:,campaign_elections_government
2022.0,Gun Issues:,,a) Do you generally support gun-control legislation?,guns_general_control,guns_position,-1.0,high,binary,rule_mapped,6,6,do you generally support gun-control legislation?,guns
2022.0,Gun Issues:,,b) Should background checks be required on gun sales between private citizens at gun shows?,guns_background_checks,guns_position,-1.0,high,binary,rule_mapped,6,6,should background checks be required on gun sales between private citizens at gun shows?,guns
2022.0,Gun Issues:,,c) Should a license be required for gun ownership?,guns_license,guns_position,-1.0,high,binary,rule_mapped,6,6,should a license be required for gun ownership?,guns
2022.0,Gun Issues:,,d) Other or expanded principles:,,,,,,unmapped,1,0,other or expanded principles:,guns
2022.0,Health Issues:,,a) Should the state government increase funding for treatment facilities to combat opioid abuse?,health_opioid_treatment,healthcare_position,-1.0,high,binary,rule_mapped,6,6,should the state government increase funding for treatment facilities to combat opioid abuse?,healthcare
2022.0,Health Issues:,,b) Do you support a government-run (single-payer) healthcare program such as Medicare-for All?,,,,,,unmapped,6,6,do you support a government-run (single-payer) healthcare program such as medicare-for all?,healthcare
2022.0,Health Issues:,,c) Should an individual have the right to choose to die through euthanasia?,health_assisted_suicide,healthcare_position,-1.0,medium,binary,rule_mapped,6,5,should an individual have the right to choose to die through euthanasia?,healthcare
2022.0,Health Issues:,,d) Do you support eliminating religious exemptions for vaccinations?,,,,,,unmapped,6,6,do you support eliminating religious exemptions for vaccinations?,healthcare
2022.0,Health Issues:,,e) Do you support expanding paid family AND/OR medical leave opportunities?,,,,,,unmapped,6,6,do you support expanding paid family and/or medical leave opportunities?,healthcare
2022.0,Health Issues:,,f) Do you support lowering the cost of prescription drugs?,,,,,,unmapped,6,6,do you support lowering the cost of prescription drugs?,healthcare
2022.0,Social Issues:,,a) Do you support the inclusion of sexual orientation in Alabama's anti-discrimination laws?,social_sexual_orientation_inclusion,social_ideology,-1.0,high,binary,rule_mapped,6,6,do you support the inclusion of sexual orientation in alabama's anti-discrimination laws?,social_civil_family
2022.0,Social Issues:,,b) Do you support the inclusion of gender identity in Alabama's anti-discrimination laws?,social_gender_identity_inclusion,social_ideology,-1.0,high,binary,rule_mapped,6,6,do you support the inclusion of gender identity in alabama's anti-discrimination laws?,social_civil_family
2022.0,Social Issues:,,"c) Do you support greater efforts by Alabama's state government in closing gender, racial and other wage gaps?",,,,,,unmapped,6,6,"do you support greater efforts by alabama's state government in closing gender, racial and other wage gaps?",social_civil_family
2022.0,Social Issues:,,d)Do you support the removal of confederate monuments from public spaces in Alabama?,social_confederate_monument_removal,social_ideology,-1.0,high,binary,rule_mapped,6,5,do you support the removal of confederate monuments from public spaces in alabama?,social_civil_family
2022.0,Legislative Priorities:,,"In the following area, please explain in a total of 100 words or less, any additional priorities of your campaign that have not been covered in these questions.",,,,,,unmapped,2,0,"in the following area, please explain in a total of 100 words or less, any additional priorities of your campaign that have not been covered in these questions.",legislative_priorities
2022.0,Health Issues:,,g) Other or expanded principles:,,,,,,unmapped,1,0,other or expanded principles:,healthcare
2022.0,Social Issues:,,e) Other or expanded principles:,,,,,,unmapped,1,0,other or expanded principles:,social_civil_family
2022.0,Legislative Priorities:,,"In the following area, please explain in a total of 100 words or less, your top legislative priority and how you plan to fund it.",,,,,,unmapped,1,0,"in the following area, please explain in a total of 100 words or less, your top legislative priority and how you plan to fund it.",legislative_priorities
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,a) Abortions should always be illegal.,abortion_always_illegal,abortion_position,1.0,high,binary,rule_mapped,1,0,abortions should always be illegal.,abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,"b) Abortions should be illegal when the fetus is viable, with or without life support.",,,,,,unmapped,1,0,"abortions should be illegal when the fetus is viable, with or without life support.",abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,c) Abortions should always be legally available.,abortion_always_legal,abortion_position,-1.0,high,binary,rule_mapped,1,0,abortions should always be legally available.,abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,d) Abortions should be legal only within the first trimester of pregnancy.,abortion_first_trimester_legality,abortion_position,-1.0,medium,binary,rule_mapped,1,0,abortions should be legal only within the first trimester of pregnancy.,abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,e) Abortions should be legal when the pregnancy resulted from incest or rape.,abortion_rape_incest_exception,abortion_position,-1.0,medium,binary,rule_mapped,1,1,abortions should be legal when the pregnancy resulted from incest or rape.,abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,f) Abortions should be legal when the life of the woman is endangered.,abortion_life_exception,abortion_position,-1.0,medium,binary,rule_mapped,1,1,abortions should be legal when the life of the woman is endangered.,abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,g) Abortions should be limited by waiting periods and notification requirements as decided by each state government.,,,,,,unmapped,1,0,abortions should be limited by waiting periods and notification requirements as decided by each state government.,abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,"h) Prohibit the dilation and extraction procedure, also known as ""partial birth"" abortion.",,,,,,unmapped,1,0,"prohibit the dilation and extraction procedure, also known as ""partial birth"" abortion.",abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,i) Prohibit public funding of abortions and public funding of organizations that advocate or perform abortions.,abortion_public_funding_prohibition,abortion_position,1.0,high,binary,rule_mapped,1,0,prohibit public funding of abortions and public funding of organizations that advocate or perform abortions.,abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,"j) Support ""buffer-zones"" by requiring demonstrators to stay at least five feet from abortion clinic doorways and driveways.",,,,,,unmapped,1,0,"support ""buffer-zones"" by requiring demonstrators to stay at least five feet from abortion clinic doorways and driveways.",abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,k) Provide funding for family planning programs as a means to decrease the number of abortions.,,,,,,unmapped,1,1,provide funding for family planning programs as a means to decrease the number of abortions.,abortion_reproductive
2000.0,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,l) Other,open_ended_other,non_scorable,,high,,non_scorable,1,0,other,abortion_reproductive
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,a) Agricultural,,,,,,unmapped,1,1,agricultural,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,b) Arts,,,,,,unmapped,1,1,arts,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,c) Defense,,,,,,unmapped,1,1,defense,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,d) Education,,,,,,unmapped,1,1,education,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,e) Environmental,,,,,,unmapped,1,1,environmental,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,f) International aid,,,,,,unmapped,1,1,international aid,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,g) Law enforcement,spending_law_enforcement,criminal_justice_position,1.0,medium,ordinal,rule_mapped,1,1,law enforcement,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,h) Medical Research,,,,,,unmapped,1,1,medical research,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,i) National Aeronautical Space Administration (NASA),,,,,,unmapped,1,1,national aeronautical space administration (nasa),legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,j) National Parks,,,,,,unmapped,1,1,national parks,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,k) Scientific Research,,,,,,unmapped,1,1,scientific research,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,l) Transportation and Highway Infrastructure,transportation_spending,position_only,,high,ordinal,position_only,1,1,transportation and highway infrastructure,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,m) Welfare,spending_welfare,economic_ideology,-1.0,high,ordinal,rule_mapped,1,1,welfare,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,n) Other,open_ended_other,non_scorable,,high,,non_scorable,1,0,other,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,2) Would you support enforcing the spending limits agreed to in 1997 by the President and Congress to balance the budget?,,,,,,unmapped,1,1,would you support enforcing the spending limits agreed to in 1997 by the president and congress to balance the budget?,legislative_priorities
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,a) Armed Forces personnel training,,,,,,unmapped,1,1,armed forces personnel training,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,b) Covert intelligence operations,,,,,,unmapped,1,1,covert intelligence operations,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,c) Defense plant conversion,,,,,,unmapped,1,1,defense plant conversion,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,d) Military hardware,,,,,,unmapped,1,1,military hardware,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,e) Military space shuttle missions,,,,,,unmapped,1,1,military space shuttle missions,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,f) Pay for active duty personnel,,,,,,unmapped,1,1,pay for active duty personnel,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,g) National Missile Defense Program,,,,,,unmapped,1,1,national missile defense program,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,h) Modernization of weaponry and equipment,,,,,,unmapped,1,1,modernization of weaponry and equipment,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,i) Programs to improve military retention rates,,,,,,unmapped,1,1,programs to improve military retention rates,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,j) Research and development of new weapons,,,,,,unmapped,1,1,research and development of new weapons,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,k) Troop and equipment readiness,,,,,,unmapped,1,1,troop and equipment readiness,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,l) Other,open_ended_other,non_scorable,,high,,non_scorable,1,0,other,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,a) Defense,,,,,,unmapped,1,1,defense,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,b) Education,,,,,,unmapped,1,1,education,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,c) Federal debt reduction,,,,,,unmapped,1,1,federal debt reduction,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,d) Medicare,,,,,,unmapped,1,1,medicare,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,e) Social Security,,,,,,unmapped,1,1,social security,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,f) Tax cuts,,,,,,unmapped,1,1,tax cuts,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,g) Other,open_ended_other,non_scorable,,high,,non_scorable,1,0,other,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits","a) Less than $25,000",,,,,,unmapped,1,1,"less than $25,000",fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits","b) $25,000 - $75,000",,,,,,unmapped,1,1,"$25,000 - $75,000",fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits","c) $75,000 - $150,000",,,,,,unmapped,1,1,"$75,000 - $150,000",fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits","d) Over $150,000",,,,,,unmapped,1,1,"over $150,000",fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",e) Other,open_ended_other,non_scorable,,high,,non_scorable,1,0,other,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits","f) Over $40, 000",,,,,,unmapped,1,1,"over $40, 000",fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",g) Other,open_ended_other,non_scorable,,high,,non_scorable,1,0,other,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",a) Alcohol taxes,tax_alcohol,economic_ideology,-1.0,medium,ordinal,rule_mapped,1,1,alcohol taxes,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",b) Capital gains taxes,tax_capital_gains,economic_ideology,-1.0,high,ordinal,rule_mapped,1,1,capital gains taxes,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",c) Cigarette taxes,tax_cigarette,economic_ideology,-1.0,medium,ordinal,rule_mapped,1,1,cigarette taxes,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",d) Corporate taxes,tax_corporate,economic_ideology,-1.0,high,ordinal,rule_mapped,1,1,corporate taxes,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",e) Gasoline taxes,tax_gasoline,economic_ideology,-1.0,medium,ordinal,rule_mapped,1,1,gasoline taxes,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",f) Inheritance taxes,tax_inheritance,economic_ideology,-1.0,high,ordinal,rule_mapped,1,1,inheritance taxes,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",a) Charitable deductions,,,,,,unmapped,1,1,charitable deductions,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",b) Medical expense deductions,,,,,,unmapped,1,1,medical expense deductions,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",c) Mortgage deductions,,,,,,unmapped,1,1,mortgage deductions,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",d) Child tax credit,,,,,,unmapped,1,1,child tax credit,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",e) Earned income tax credit,,,,,,unmapped,1,1,earned income tax credit,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",f) Student loan tax credit,,,,,,unmapped,1,1,student loan tax credit,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 5: Taxes (B)",Taxes,2) Do you support replacing the current U.S. income tax structure with a flat income tax?,,,,,,unmapped,1,1,do you support replacing the current u.s. income tax structure with a flat income tax?,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 5: Taxes (B)",Taxes,3) Should a married couple filing jointly pay the same taxes as if they were an unmarried couple filing separately?,,,,,,unmapped,1,1,should a married couple filing jointly pay the same taxes as if they were an unmarried couple filing separately?,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 5: Taxes (B)",Taxes,4) Would you cut taxes if there were an operating surplus?,,,,,,unmapped,1,1,would you cut taxes if there were an operating surplus?,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 5: Taxes (B)",Taxes,5) Would you cut taxes and use Social Security surpluses to supplement the difference?,,,,,,unmapped,1,1,would you cut taxes and use social security surpluses to supplement the difference?,fiscal_tax_budget
2000.0,"Budget, Spending and Tax Issues, Part 5: Taxes (B)",Taxes,6) Other,,,,,,unmapped,1,0,other,fiscal_tax_budget
2000.0,Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,a) Support public taxpayer funding for Congressional candidates who comply with campaign spending limits.,,,,,,unmapped,1,0,support public taxpayer funding for congressional candidates who comply with campaign spending limits.,campaign_elections_government
