group_id,normalized_option,representative_section,representative_question,representative_option_text,item_count,years,selected_response_count,candidate_count_sum
D6912D5F85D3C988,do you support replacing the us income tax structure with a flat income tax?,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,2) Do you support replacing the US income tax structure with a flat income tax?,1,1996.0,1,1
751CCB4AC7D2A263,do you support replacing the us income tax structure with a broad-based consumption tax?,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,3) Do you support replacing the US income tax structure with a broad-based consumption tax?,1,1996.0,1,1
A43933E76CD45392,"relax current guidelines that forbid the federal bureau of investigation (fbi) from investigating terrorist groups when there is a ""reasonable indication"" of terrorist activities.",Terrorism,Indicate which principles you support concerning terrorism.,"a) Relax current guidelines that forbid the Federal Bureau of Investigation (FBI) from investigating terrorist groups when there is a ""reasonable indication"" of terrorist activities.",1,1996.0,1,1
850144AA1475666C,relax wiretapping restrictions to give the fbi broader authority to investigate terrorist suspects.,Terrorism,Indicate which principles you support concerning terrorism.,b) Relax wiretapping restrictions to give the FBI broader authority to investigate terrorist suspects.,1,1996.0,1,1
CB94BA7AC8EDE017,require that chemical tracing agents be added to commercially-sold products that can be used to produce explosives.,Terrorism,Indicate which principles you support concerning terrorism.,c) Require that chemical tracing agents be added to commercially-sold products that can be used to produce explosives.,1,1996.0,1,1
6C40F7768F7053D0,grant broader authority to the us immigration and naturalization service to deny entrance visas to terrorist suspects.,Terrorism,Indicate which principles you support concerning terrorism.,e) Grant broader authority to the US Immigration and Naturalization Service to deny entrance visas to terrorist suspects.,1,1996.0,1,1
EC2E080BAB87B243,do you support broadening nafta to include other countries?,Trade,,2) Do you support broadening NAFTA to include other countries?,1,1996.0,1,1
6637A273CDBD7D7F,do you support the world trade organization (wto)?,Trade,,4) Do you support the World Trade Organization (WTO)?,1,1996.0,1,1
6E493F0FBBD486F7,do you support lifting the trade embargo imposed against cuba?,Trade,,5) Do you support lifting the trade embargo imposed against Cuba?,1,1996.0,1,1
46AB841CDFADF6BC,"should a nation's human rights record affect its ""most favored nation"" trading status with the united states?",Trade,,"7) Should a nation's human rights record affect its ""most favored nation"" trading status with the United States?",1,1996.0,1,1
BEED5B1810B59583,increase funding for national job-training programs.,Unemployment,Indicate which principles you support regarding unemployment.,b) Increase funding for national job-training programs.,1,1996.0,1,1
569CC37BB2D3318F,increase funding for public works projects such as the repair of roads and bridges.,Unemployment,Indicate which principles you support regarding unemployment.,c) Increase funding for public works projects such as the repair of roads and bridges.,1,1996.0,1,1
C43AF8B4840D979D,establish enterprise zones in areas with large numbers of unemployed people.,Unemployment,Indicate which principles you support regarding unemployment.,e) Establish enterprise zones in areas with large numbers of unemployed people.,1,1996.0,1,1
BC5E1266216D5C4E,strengthen child support collection procedures and increase penalties for parents who do not pay child support.,Welfare,Indicate which principles you support regarding the US welfare system.,a) Strengthen child support collection procedures and increase penalties for parents who do not pay child support.,1,1996.0,1,1
F16730192CB05B89,impose a two-year limit on welfare benefits for recipients who are able to work.,Welfare,Indicate which principles you support regarding the US welfare system.,b) Impose a two-year limit on welfare benefits for recipients who are able to work.,1,1996.0,1,1
0A8697D8017B6CCF,require that unwed teenage mothers live with a parent or guardian (if possible) and attend school to receive benefits.,Welfare,Indicate which principles you support regarding the US welfare system.,d) Require that unwed teenage mothers live with a parent or guardian (if possible) and attend school to receive benefits.,1,1996.0,1,1
28CA923FF6333D20,limit the benefits given to single women if they have additional children while receiving welfare benefits.,Welfare,Indicate which principles you support regarding the US welfare system.,e) Limit the benefits given to single women if they have additional children while receiving welfare benefits.,1,1996.0,1,1
AD32CFF24C9555F8,provide child care services to welfare recipients who work or attend school.,Welfare,Indicate which principles you support regarding the US welfare system.,f) Provide child care services to welfare recipients who work or attend school.,1,1996.0,1,1
7729CE222D0AC6F5,increase funding of programs that prevent teen pregnancy and family break-up.,Welfare,Indicate which principles you support regarding the US welfare system.,i) Increase funding of programs that prevent teen pregnancy and family break-up.,1,1996.0,1,1
08F04665CA34FA95,support programs that give incentives for employers to hire and train welfare recipients.,Welfare,Indicate which principles you support regarding the US welfare system.,j) Support programs that give incentives for employers to hire and train welfare recipients.,1,1996.0,1,1
C8DE23C103C914DB,provide funding for family planning programs as a means to decrease the number of abortions.,Abortion Issues,Indicate which principles you support (if any) concerning abortion.,k) Provide funding for family planning programs as a means to decrease the number of abortions.,1,2000.0,1,1
1BB0B3A466CE8E76,agricultural,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,a) Agricultural,1,2000.0,1,1
4CB948126BC7CECE,environmental,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,e) Environmental,1,2000.0,1,1
5EAC92FBA9C2440B,national aeronautical space administration (nasa),"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,i) National Aeronautical Space Administration (NASA),1,2000.0,1,1
87E1A10FA2B74F14,would you support enforcing the spending limits agreed to in 1997 by the president and congress to balance the budget?,"Budget, Spending and Tax Issues, Part 1: Budgetary Priorities",Budgetary PrioritiesIndicate what levels of federal funding you support for the following general categories.,2) Would you support enforcing the spending limits agreed to in 1997 by the President and Congress to balance the budget?,1,2000.0,1,1
B5603FFC88DB6E7D,covert intelligence operations,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,b) Covert intelligence operations,1,2000.0,1,1
FD06AB43224C339F,national missile defense program,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,g) National Missile Defense Program,1,2000.0,1,1
527588C46237744E,programs to improve military retention rates,"Budget, Spending and Tax Issues, Part 2: Defense Spending",Defense SpendingIndicate what levels of federal funding you support for the following categories.,i) Programs to improve military retention rates,1,2000.0,1,1
C14CFFAF0E2AD1BD,federal debt reduction,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,c) Federal debt reduction,1,2000.0,1,1
5692C5B69FA5A393,social security,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,e) Social Security,1,2000.0,1,1
DBCFBDC757BC26B3,tax cuts,"Budget, Spending and Tax Issues, Part 3: Budget Surplus",Budget SurplusIndicate your priorities for spending any anticipated federal budget surplus.,f) Tax cuts,1,2000.0,1,1
ADDA89B005C3DB22,"$25,000 - $75,000","Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits","b) $25,000 - $75,000",1,2000.0,1,1
8BDB6B3E9CDB0802,"$75,000 - $150,000","Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits","c) $75,000 - $150,000",1,2000.0,1,1
A09E75678605C28A,"over $40, 000","Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits","f) Over $40, 000",1,2000.0,1,1
EA2971826CAC8BA4,student loan tax credit,"Budget, Spending and Tax Issues, Part 4: Taxes (A)","TaxesIndicate what levels you support concerning taxes, deductions, and tax credits in the following categories.Income Taxes - Family IncomeIncome Taxes - Retiree IncomeOther TaxesDeductions/Credits",f) Student loan tax credit,1,2000.0,1,1
6F60D0DF17B6FDB7,do you support replacing the current u.s. income tax structure with a flat income tax?,"Budget, Spending and Tax Issues, Part 5: Taxes (B)",Taxes,2) Do you support replacing the current U.S. income tax structure with a flat income tax?,1,2000.0,1,1
F7BE8F0FECEEA96E,would you cut taxes if there were an operating surplus?,"Budget, Spending and Tax Issues, Part 5: Taxes (B)",Taxes,4) Would you cut taxes if there were an operating surplus?,1,2000.0,1,1
2D5B3767059EBD29,would you cut taxes and use social security surpluses to supplement the difference?,"Budget, Spending and Tax Issues, Part 5: Taxes (B)",Taxes,5) Would you cut taxes and use Social Security surpluses to supplement the difference?,1,2000.0,1,1
A410929427A6F237,ban unregulated soft money campaign contributions to political parties or committees.,Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,e) Ban unregulated soft money campaign contributions to political parties or committees.,1,2000.0,1,1
4F6A149798F17248,prohibit non-u.s. citizens from making soft money contributions to national parties or party committees.,Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,f) Prohibit non-U.S. citizens from making soft money contributions to national parties or party committees.,1,2000.0,1,1
B11F3109EA4BAD61,require full disclosure of funding sources of issue advocacy commercials which appear within 60 days of an election.,Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,g) Require full disclosure of funding sources of issue advocacy commercials which appear within 60 days of an election.,1,2000.0,1,1
A0767F4EBB0B7563,make campaign spending limits mandatory for all federal candidates.,Campaign Finance Issues,Indicate which principles you support (if any) regarding campaign finance issues.,h) Make campaign spending limits mandatory for all federal candidates.,1,2000.0,1,1
2F3F13AD22AD4BE1,increase funding for community policing programs.,Crime Issues,Indicate which principles you support (if any) to address crime.,g) Increase funding for community policing programs.,1,2000.0,1,1
95BA7A2406DABF9A,"support the use of ""boot camps"" as alternative sentencing for juvenile offenders.",Crime Issues,Indicate which principles you support (if any) to address crime.,"n) Support the use of ""boot camps"" as alternative sentencing for juvenile offenders.",1,2000.0,1,1
07E0C49AA4F569D6,increase border security to stop the flow of illegal drugs into the u.s.,Drug Issues,Indicate which principles you support (if any) concerning illegal drugs.,f) Increase border security to stop the flow of illegal drugs into the U.S.,1,2000.0,1,1
86001C644B25B93D,allow parents to use tax-free savings accounts to send their children to any publicly-funded school.,Education Issues,Indicate which principles you support (if any) concerning education (K-12).,d) Allow parents to use tax-free savings accounts to send their children to any publicly-funded school.,1,2000.0,1,1
3C29BA8E59C1FCB7,increase funding for block grants to states to help them hire additional teachers.,Education Issues,Indicate which principles you support (if any) concerning education (K-12).,h) Increase funding for block grants to states to help them hire additional teachers.,1,2000.0,1,1
3DE680A3D47DD122,increase funding for computers and computer training in public schools.,Education Issues,Indicate which principles you support (if any) concerning education (K-12).,j) Increase funding for computers and computer training in public schools.,1,2000.0,1,1
2E52A6E0D5E2D369,increase funding for school capital improvements (e.g. buildings and infrastructure).,Education Issues,Indicate which principles you support (if any) concerning education (K-12).,k) Increase funding for school capital improvements (e.g. buildings and infrastructure).,1,2000.0,1,1
B6FF7681D05EE78D,establish empowerment zones in areas with large numbers of unemployed people.,Employment and Affirmative Action Issues,Indicate which principles you support (if any) regarding employment and affirmative action.,d) Establish empowerment zones in areas with large numbers of unemployed people.,1,2000.0,1,1
A5C3E4A9AD2B4EBE,provide tax credits for businesses that offer on-site child care.,Employment and Affirmative Action Issues,Indicate which principles you support (if any) regarding employment and affirmative action.,h) Provide tax credits for businesses that offer on-site child care.,1,2000.0,1,1
96F5B93B70735B0E,the federal government should consider race and sex in making government contracting decisions.,Employment and Affirmative Action Issues,Indicate which principles you support (if any) regarding employment and affirmative action.,i) The federal government should consider race and sex in making government contracting decisions.,1,2000.0,1,1
80E5AE1345019F2C,the federal government should utilize merit and qualifications in making government contracting decisions.,Employment and Affirmative Action Issues,Indicate which principles you support (if any) regarding employment and affirmative action.,l) The federal government should utilize merit and qualifications in making government contracting decisions.,1,2000.0,1,1
3BCCD2960835245D,revise the 1872 mining law to increase the fees charged to mining companies using federal lands.,Environmental Issues,Indicate which principles you support (if any) regarding America's environment and natural resources.,d) Revise the 1872 mining law to increase the fees charged to mining companies using federal lands.,1,2000.0,1,1
62731594A7AA65FA,"strengthen emission controls on all gasoline or diesel-powered engines, including cars, trucks, and sport utility vehicles.",Environmental Issues,Indicate which principles you support (if any) regarding America's environment and natural resources.,"g) Strengthen emission controls on all gasoline or diesel-powered engines, including cars, trucks, and sport utility vehicles.",1,2000.0,1,1
89AE9B3FA776D772,promote the selling of pollution credits between nations to encourage industries to decrease pollution levels.,Environmental Issues,Indicate which principles you support (if any) regarding America's environment and natural resources.,h) Promote the selling of pollution credits between nations to encourage industries to decrease pollution levels.,1,2000.0,1,1
C503C2DCDE9739BE,hold gun owners responsible for crimes committed with their guns by children age 16 and under.,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,h) Hold gun owners responsible for crimes committed with their guns by children age 16 and under.,1,2000.0,1,1
40D1AE9E5F87C6BC,raise the minimum age for ownership of handguns from 18 to 21.,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,i) Raise the minimum age for ownership of handguns from 18 to 21.,1,2000.0,1,1
E74345BF32527BEB,require background checks of gun buyers at gun shows.,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,j) Require background checks of gun buyers at gun shows.,1,2000.0,1,1
4F62707F301AE07A,"support health care strategies focused on prevention, including health education, and natural medicines and remedies.",Health Issues,Indicate which principles you support (if any) regarding health issues.,"c) Support health care strategies focused on prevention, including health education, and natural medicines and remedies.",1,2000.0,1,1
8D75EDB92C37A4C6,"support a patient's bill of rights to define and enforce the rights of insured patients, including greater access to specialists and emergency rooms, wider choice of health care providers, and appeal mechanisms when claims are denied.",Health Issues,Indicate which principles you support (if any) regarding health issues.,"d) Support a Patient's Bill of Rights to define and enforce the rights of insured patients, including greater access to specialists and emergency rooms, wider choice of health care providers, and appeal mechanisms when claims are denied.",1,2000.0,1,1
0EC48D6F139E2B2C,support a patient's bill of rights which includes the right to appeal to an administrative board of specialists when services are denied.,Health Issues,Indicate which principles you support (if any) regarding health issues.,f) Support a Patient's Bill of Rights which includes the right to appeal to an administrative board of specialists when services are denied.,1,2000.0,1,1
9DCA446A0A0DDAAF,"expand eligibility for tax-free medical savings accounts, which would be taxed if used for purposes other than medical costs.",Health Issues,Indicate which principles you support (if any) regarding health issues.,"h) Expand eligibility for tax-free medical savings accounts, which would be taxed if used for purposes other than medical costs.",1,2000.0,1,1
3F3A7E58FF156D2A,allow states and local communities to use federal funds for needle-exchange programs to combat the spread of hiv.,Health Issues,Indicate which principles you support (if any) regarding health issues.,j) Allow states and local communities to use federal funds for needle-exchange programs to combat the spread of HIV.,1,2000.0,1,1
502E47E19F460040,provide citizens age 55-65 the option of purchasing medicare health coverage.,Health Issues,Indicate which principles you support (if any) regarding health issues.,k) Provide citizens age 55-65 the option of purchasing Medicare health coverage.,1,2000.0,1,1
BC05364CDBCB59B4,support legislation to provide prescription drug coverage under medicare.,Health Issues,Indicate which principles you support (if any) regarding health issues.,l) Support legislation to provide prescription drug coverage under Medicare.,1,2000.0,1,1
BCB29FEA3BCED8F4,increase funding for aids programs.,Health Issues,Indicate which principles you support (if any) regarding health issues.,m) Increase funding for AIDS programs.,1,2000.0,1,1
9C1F732E7F1CBB10,decrease the number of immigrants allowed into the country.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,a) Decrease the number of immigrants allowed into the country.,1,2000.0,1,1
410EA978838A65D3,require the immigration and naturalization service (ins) to reduce the time between applying for citizenship and taking the oath of allegiance to six months.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,c) Require the Immigration and Naturalization Service (INS) to reduce the time between applying for citizenship and taking the oath of allegiance to six months.,1,2000.0,1,1
1567238D519F09AB,aid should be granted to countries when it is in the security interests of the u. s.,"International Aid, International Policy and Trade Issues, Part 1: International Aid",International AidIndicate which principles (if any) you support regarding U.S. International Aid.,b) Aid should be granted to countries when it is in the security interests of the U. S.,1,2000.0,1,1
49DE0C9649653C61,aid should be granted to countries that are close allies of the u. s. and in need of financial/military assistance.,"International Aid, International Policy and Trade Issues, Part 1: International Aid",International AidIndicate which principles (if any) you support regarding U.S. International Aid.,c) Aid should be granted to countries that are close allies of the U. S. and in need of financial/military assistance.,1,2000.0,1,1
19C1C5C28598E907,the u.s. should take military action against iraq only as part of an international effort.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,c) The U.S. should take military action against Iraq only as part of an international effort.,1,2000.0,1,1
78C4AB5D188F0CD5,the u.s. should continue to play a prominent leadership role in the peace process between israel and the palestine authority.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,f) The U.S. should continue to play a prominent leadership role in the peace process between Israel and the Palestine Authority.,1,2000.0,1,1
5BFFB6817682A846,the u.s. should pay its debt to the united nations.,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,d) The U.S. should pay its debt to the United Nations.,1,2000.0,1,1
5A9597F01625D288,should the u.s. have full diplomatic relations with cuba?,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,3) Should the U.S. have full diplomatic relations with Cuba?,1,2000.0,1,1
2826B354ABF46803,should the u.s. have full diplomatic relations with china?,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,4) Should the U.S. have full diplomatic relations with China?,1,2000.0,1,1
DABD019C0FE38B50,should the u.s. recognize and extend full diplomatic relations to taiwan?,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,5) Should the U.S. recognize and extend full diplomatic relations to Taiwan?,1,2000.0,1,1
5DC710E5E9CAE99E,should the us maintain ground troops in kosovo?,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,6) Should the US maintain ground troops in Kosovo?,1,2000.0,1,1
DA61E5C47E009AF4,do you support the cooperative threat reduction programs with russia to prevent the spread of nuclear weapons to unfriendly nations?,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,7) Do you support the cooperative threat reduction programs with Russia to prevent the spread of nuclear weapons to unfriendly nations?,1,2000.0,1,1
6273A2DE503B84D6,do you support modifying the 1972 anti-ballistic missile (abm) treaty in order to deploy the national missile defense system?,"International Aid, International Policy and Trade Issues, Part 2: International Policy",International PolicyIndicate which principles you support (if any) regarding the Middle East.Indicate which principles you support (if any) regarding the United States-United Nations relationship.,8) Do you support modifying the 1972 Anti-Ballistic Missile (ABM) Treaty in order to deploy the National Missile Defense System?,1,2000.0,1,1
9860CDD92AB55633,do you support china becoming a member of the world trade organization?,"International Aid, International Policy and Trade Issues, Part 3: International Trade",International Trade,4) Do you support China becoming a member of the World Trade Organization?,1,2000.0,1,1
C3FCBC3E5F720EC0,should a nation's human rights record affect its normal trade relations (most favored nation status) with the united states?,"International Aid, International Policy and Trade Issues, Part 3: International Trade",International Trade,6) Should a nation's human rights record affect its normal trade relations (most favored nation status) with the United States?,1,2000.0,1,1
89B050381280C38F,do you support normal trade relations (most favored nation status) with vietnam?,"International Aid, International Policy and Trade Issues, Part 3: International Trade",International Trade,7) Do you support normal trade relations (most favored nation status) with Vietnam?,1,2000.0,1,1
06E69803933A89E1,"do you support granting the president ""fast-track"" authority in trade negotiations?","International Aid, International Policy and Trade Issues, Part 3: International Trade",International Trade,"8) Do you support granting the President ""fast-track"" authority in trade negotiations?",1,2000.0,1,1
207473601411AB57,do you believe there has been a decline in moral and ethical standards in america over the last four decades?,Moral and Ethical Issues,,Do you believe there has been a decline in moral and ethical standards in America over the last four decades?,1,2000.0,1,1
887E922FC94446FD,"require individuals to pay the social security tax on incomes above $68,400 (which is currently exempt).",Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,"g) Require individuals to pay the Social Security tax on incomes above $68,400 (which is currently exempt).",1,2000.0,1,1
1972F999970255CA,"support a lock box measure, limiting congress's ability to spend social security and medicare surpluses on any other federal programs except social security and medicare, until each program's long-term solvency is guaranteed.",Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,"h) Support a lock box measure, limiting Congress's ability to spend Social Security and Medicare surpluses on any other federal programs except Social Security and Medicare, until each program's long-term solvency is guaranteed.",1,2000.0,1,1
FA0533AB564F1E3A,implement regulation of internet content by the federal government.,Technology Issues,Indicate which principles you support (if any) regarding technology.,b) Implement regulation of Internet content by the federal government.,1,2000.0,1,1
182B16038E3ACB29,support on-line voter registration.,Technology Issues,Indicate which principles you support (if any) regarding technology.,c) Support on-line voter registration.,1,2000.0,1,1
0911E0341CF2C44D,support strict penalties for internet crimes such as hacking and internet violence.,Technology Issues,Indicate which principles you support (if any) regarding technology.,f) Support strict penalties for Internet crimes such as hacking and Internet violence.,1,2000.0,1,1
556FC9F38E10E090,continue to give states and local governments responsibility for welfare programs through tanf block grants.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,c) Continue to give states and local governments responsibility for welfare programs through TANF block grants.,1,2000.0,1,1
A75835E377CC16DF,maintain current welfare-to-work requirements in order for states to qualify for block grants.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,d) Maintain current welfare-to-work requirements in order for states to qualify for block grants.,1,2000.0,1,1
B6A7B4AC8D163DAE,restore food stamp programs to legal immigrants.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,e) Restore food stamp programs to legal immigrants.,1,2000.0,1,1
79F70EA49DFBCD36,provide continued medicaid benefits for those welfare recipients who have moved from welfare to work.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,g) Provide continued Medicaid benefits for those welfare recipients who have moved from welfare to work.,1,2000.0,1,1
F95918FECC7B430D,"medicare, medicaid, and federal subsidies should be prohibited from being used on abortion procedures.",Abortion Issues,Indicate which principles you support (if any) regarding abortion.,"g) Medicare, Medicaid, and federal subsidies should be prohibited from being used on abortion procedures.",1,2008.0,1,1
0DB254895C54A818,fema,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",f) FEMA,1,2008.0,1,1
62908FD32DB15471,law enforcement (federal),"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",i) Law enforcement (Federal),1,2008.0,1,1
F3712720B27C3D38,law enforcement (state),"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",j) Law enforcement (State),1,2008.0,1,1
5312DDB4462B2011,do you support the permanent repeal of the federal estate tax?,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",4) Do you support the permanent repeal of the federal estate tax?,1,2008.0,1,1
70CF1DD161C580BB,do you support requiring the federal budget to be balanced each year?,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",5) Do you support requiring the federal budget to be balanced each year?,1,2008.0,1,1
67A5BA42DD2E9DDE,support increasing the amount individuals are permitted to contribute to federal campaigns.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,a) Support increasing the amount individuals are permitted to contribute to federal campaigns.,1,2008.0,1,1
C246F1DC78AFB6A1,support giving the president the power of the line item veto for items concerning appropriations.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,h) Support giving the President the power of the line item veto for items concerning appropriations.,1,2008.0,1,1
4C74D88C2B16F2A8,support limiting the president's use of signing statements in order to prevent an alternative interpretation of the bill.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,i) Support limiting the President's use of signing statements in order to prevent an alternative interpretation of the bill.,1,2008.0,1,1
17C9FEC7B387FCD0,"support strict penalties for internet crime (e.g. hacking, identity theft, worms/viruses).",Crime Issues,Indicate which principles you support (if any) regarding crime.,"g) Support strict penalties for internet crime (e.g. hacking, identity theft, worms/viruses).",1,2008.0,1,1
EAA29B7658B27980,allow teachers and professionals to receive federal funding to establish charter or magnet schools.,Education Issues,Indicate which principles you support (if any) regarding education.,d) Allow teachers and professionals to receive federal funding to establish charter or magnet schools.,1,2008.0,1,1
755FC01360573BFF,increase funding for the pell grant program.,Education Issues,Indicate which principles you support (if any) regarding education.,e) Increase funding for the Pell Grant program.,1,2008.0,1,1
E3DC4D68FDB9F2E7,decrease interest rates of stafford loans.,Education Issues,Indicate which principles you support (if any) regarding education.,f) Decrease interest rates of Stafford Loans.,1,2008.0,1,1
1BC9CEAFAAE44C28,ban university financial aid officers from owning stock in or accepting gifts from student loan lenders.,Education Issues,Indicate which principles you support (if any) regarding education.,h) Ban university financial aid officers from owning stock in or accepting gifts from student loan lenders.,1,2008.0,1,1
29C02E3ED802026E,require universities to disclose financial relationships with lenders.,Education Issues,Indicate which principles you support (if any) regarding education.,i) Require universities to disclose financial relationships with lenders.,1,2008.0,1,1
72425E3F73558131,support federal education standards and testing requirements for k-12 students (no child left behind).,Education Issues,Indicate which principles you support (if any) regarding education.,j) Support federal education standards and testing requirements for K-12 students (No Child Left Behind).,1,2008.0,1,1
EBFDF0DBE71BA835,increase funding for national job-training programs that retrain displaced workers or teach skills needed in todays job market.,Employment Issues,Indicate which principles you support (if any) regarding employment.,a) Increase funding for national job-training programs that retrain displaced workers or teach skills needed in todays job market.,1,2008.0,1,1
ECFE43ADFD3AD670,reduce government regulation of the private sector.,Employment Issues,Indicate which principles you support (if any) regarding employment.,b) Reduce government regulation of the private sector.,1,2008.0,1,1
A2B5C4ACDB1B0E2E,"encourage employers to offer child care services, flex-time scheduling, comp-time, and unpaid leave for family emergencies.",Employment Issues,Indicate which principles you support (if any) regarding employment.,"c) Encourage employers to offer child care services, flex-time scheduling, comp-time, and unpaid leave for family emergencies.",1,2008.0,1,1
06966D48627A18D7,support domestic oil exploration in areas that are currently restricted.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,f) Support domestic oil exploration in areas that are currently restricted.,1,2008.0,1,1
29852317882B2654,encourage further development and use of alternative fuels.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,g) Encourage further development and use of alternative fuels.,1,2008.0,1,1
