canonical_candidate_id,year,chamber,district,party,candidate_name,canonical_incumbent,inferred_prior_winner,expected_prior_officeholder,proposed_people_id,proposed_member_name,proposed_member_chamber,recovery_method,recovery_confidence
AL-2018-house-89-D-JOEL-LEE-WILLIAMS,2018,house,89,D,Joel Lee Williams,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-22-R-JOHN-MCMILLAN,2006,senate,22,R,JOHN MCMILLAN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-senate-28-R-JOHN-SAVAGE,2014,senate,28,R,John Savage,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-6-R-JOHN-TONY-STILES,2006,house,6,R,"JOHN ""TONY"" STILES",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-93-D-JOHN-WILLIAMS,2006,house,93,D,JOHN WILLIAMS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-16-D-JOHNS,1998,senate,16,D,Johns,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-58-D-JOHNSON,1994,house,58,D,Earnest Johnson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-17-R-JOHNSON,1998,house,17,R,Van Johnson,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-102-D-JOHNSON-GARY,2002,house,102,D,"Johnson, Gary",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-21-D-JOHNSTON,1994,house,21,D,Johnston,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-26-R-JOHNSTON,1998,house,26,R,Micah Johnston,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2006-house-44-D-JONATHAN-BARBEE,2006,house,44,D,JONATHAN BARBEE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-46-D-JONES,1994,house,46,D,"Richard L. ""Rick"" Jones",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-21-D-JONES,1998,house,21,D,Patrick Jones,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-6-R-JORGENSEN,1994,house,6,R,Jorgensen,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-6-R-JORGENSEN,1998,house,6,R,Lee Jorgensen,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2014-house-37-D-JOSH-BURNS,2014,house,37,D,Josh Burns,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-84-R-JOYCE-L-PERRIN,2010,house,84,R,JOYCE L. PERRIN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-22-R-JOYNER,1998,senate,22,R,Danny B. Joyner,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-9-D-KATHY-WHITE-GOODWIN,2010,house,9,D,KATHY WHITE GOODWIN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-97-D-KENNEDY-YVONNE,2002,house,97,D,"Kennedy, Yvonne",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-7-D-KENNETH-A-BRACKINS,2018,house,7,D,Kenneth A. Brackins,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-8-R-KEY,1998,house,8,R,Key,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-28-R-KIM-WEST,2010,senate,28,R,KIM WEST,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-9-R-KING,1998,senate,9,R,King,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-40-R-KNIGHT,1994,house,40,R,Knight,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-77-D-KNIGHT,1994,house,77,D,Knight,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-81-R-KNIGHT,1998,house,81,R,Knight,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-77-D-KNIGHT-JOHN,2002,house,77,D,"Knight, John",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-32-D-KOONTZ,1994,senate,32,D,Koontz,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-86-D-KRISTY-M-KIRKLAND,2018,house,86,D,Kristy M. Kirkland,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-28-D-KYLE-PIERCE,2018,house,28,D,Kyle Pierce,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-37-D-LAIRD,1994,house,37,D,Laird,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-37-D-LAIRD-RICHARD,2002,house,37,D,"Laird, Richard",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-26-D-LANGFORD,1994,senate,26,D,Langford,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-26-D-LANGFORD,1998,senate,26,D,Charles D. Langford,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2006-house-73-D-LARRY-A-GREWELLE,2006,house,73,D,LARRY A. GREWELLE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-5-D-LARRY-B-CAGLE,2006,senate,5,D,LARRY B. CAGLE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-senate-31-D-LARRY-GREENWOOD,2014,senate,31,D,Larry Greenwood,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-54-R-LATIMORE,1998,house,54,R,Mary L. Latimore,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-61-D-LAYSON,1994,house,61,D,Layson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-61-D-LAYSON-ALLEN,2002,house,61,D,"Layson, Allen",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-5-R-LEE,1998,senate,5,R,Curt Lee,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-5-R-LEE-CURT,2002,senate,5,R,"Lee, Curt",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-58-R-LELAND,1994,house,58,R,Leland,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-7-D-LETSON-JOHN-JODY,2002,house,7,D,"Letson, John (Jody)",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-20-D-LINDA-COLEMAN,2006,senate,20,D,LINDA COLEMAN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-20-D-LINDA-MEIGS,2018,house,20,D,Linda Meigs,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-39-D-LINDSEY,1994,house,39,D,Lindsey,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-22-D-LINDSEY,1994,senate,22,D,WH Lindsey,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-22-D-LINDSEY,1998,senate,22,D,Wallace Henry Pat Lindsey III,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2018-senate-16-D-LINDSEY-DECKARD,2018,senate,16,D,Lindsey Deckard,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-22-D-LINDSEY-PAT,2002,senate,22,D,Wallace Henry Pat Lindsey III,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-39-D-LINDSEY-RICHARD-J,2002,house,39,D,"Lindsey, Richard J.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-32-R-LIPSCOMB,1998,senate,32,R,Albert Lipscomb,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-32-R-LIPSOCOMB,1994,senate,32,R,Albert Lipscomb,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-32-R-LITTLE-BENJAMIN-L,2002,house,32,R,Benjamin L. Little,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-27-D-LITTLE-T-D-TED,2002,senate,27,D,"Little, T.D. (Ted)",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-4-D-LITTLE-ZEB,2002,senate,4,D,"Little, Zeb",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-96-R-LONG,1994,house,96,R,Long,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-35-R-LONNIE-C-ROBINSON,2006,house,35,R,LONNIE C. ROBINSON,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-2-D-LORA-KAY-MORROW,2018,house,2,D,Lora Kay Morrow,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-69-R-LORETTA-G-GRANT,2014,house,69,R,Loretta G. Grant,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-26-R-LOVE-BEVERLY-RAY,2002,senate,26,R,"Love, Beverly Ray",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-74-R-LOVE-JAY-JR,2002,house,74,R,"Love, Jay, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-88-D-M-BENJAMIN-ABERNATHY-I,2006,house,88,D,"M. BENJAMIN ABERNATHY, I",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-55-D-MAJOR,1998,house,55,D,Major,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-55-D-MAJOR-ERIC,2002,house,55,D,"Major, Eric",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-29-R-MALONE,1998,house,29,R,Malone,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-4-D-MANCUSO,1998,house,4,D,"Angelo ""Doc"" Mancuso",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-2-R-MANLEY,1994,senate,2,R,Manley,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-38-D-MARK-CARLTON,2006,house,38,D,Mark H. Carlton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-12-R-MARSH-DEL,2002,senate,12,R,"Marsh, Del",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-27-R-MARTIN,1994,house,27,R,Dennis Dink Martin,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-40-D-MARTIN,1994,house,40,D,John C. Chuck Martin,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-42-D-MARTIN-JAMES-M-JIMMY,2002,house,42,D,"Martin, James M. ""Jimmy""",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-79-D-MARY-WYNNE-KLING,2018,house,79,D,Mary Wynne Kling,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-87-D-MATHIS,1994,house,87,D,William Nathan Mathis,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-87-D-MATHIS,1998,house,87,D,Mathis,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-67-D-MAULL,1994,house,67,D,Maull,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-67-D-MAULL,1998,house,67,D,Maull,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2018-house-96-D-MAURICE-HORSEY,2018,house,96,D,Maurice Horsey,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-11-D-MAZE-DENNIS-E,2002,house,11,D,"Maze, Dennis E.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-56-D-MCADORY,1994,house,56,D,Mcadory,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-19-D-MCCLAIN,1994,senate,19,D,Mcclain,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-19-D-MCCLAIN-E-B,2002,senate,19,D,"McClain, E.B.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-76-D-MCCLAMMY-THAD,2002,house,76,D,"McClammy, Thad",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-50-R-MCCLENDON-JIM,2002,house,50,R,"McClendon, Jim",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-43-R-MCCLURKIN-MARY-SUE,2002,house,43,R,"McClurkin, Mary Sue",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-80-R-MCCRAINE,1994,house,80,R,Ray McCraine,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-26-D-MCDANIEL,1994,house,26,D,W. Frank McDaniel,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-2-R-MCINNISH,1998,senate,2,R,Hugh McInnish,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-74-D-MCKEE,1994,house,74,D,Mckee,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-41-D-MCKINZIE-MACK,2002,house,41,D,"McKinzie, Mack",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-95-R-MCMILLAN-STEVE,2002,house,95,R,"McMillan, Steve",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-95-D-MCNAIR,1994,house,95,D,Rita Hadley McNair,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-1-R-MCNATT-WILLIAM-DALE,2002,house,1,R,"McNatt, William Dale",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-10-D-MEANS,2014,house,10,D,Means,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1998-house-89-R-MEEKS,1998,house,89,R,Larry Meeks,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-20-R-MEL-GLENN,2006,senate,20,R,MEL GLENN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-senate-29-R-MELINDA-MCCLENDON,2014,senate,29,R,Melinda McClendon,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-70-D-MELTON,1994,house,70,D,Melton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-70-D-MELTON-BRYANT,2002,house,70,D,Bryant Melton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-57-D-MERIKA-COLEMAN,2006,house,57,D,MERIKA COLEMAN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-76-R-MERREN,1994,house,76,R,R. Todd Merren,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-86-D-MERRITT-CAROTHERS,2010,house,86,D,MERRITT CAROTHERS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-80-R-MERVIN-DUDLEY,2010,house,80,R,Mervin Dudley,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-29-D-MICHAEL-J-GLADDEN,2014,house,29,D,Michael J. Gladden,1,False,True,,,,no_unique_deterministic_recovery,none
AL-2018-house-83-R-MICHAEL-J-HOLDEN-II,2018,house,83,R,Michael J Holden II,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-7-R-MICHAEL-ROBINSON,2006,house,7,R,MICHAEL ROBINSON,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-25-D-MIKE-CHAPPELL,2006,senate,25,D,MIKE CHAPPELL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-25-D-MILES-PAM,2002,house,25,D,Pam Miles,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-20-D-MILLER-JEFF,2002,house,20,D,"Miller, Jeff",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-17-D-MILLICAN-MIKE,2002,house,17,D,"Millican, Mike",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-55-D-MINNIFIELD,1994,house,55,D,Warren Minnifield,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-30-D-MITCHELL,1994,senate,30,D,Mitchell,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-103-D-MITCHELL-JOSEPH-C,2002,house,103,D,"Mitchell, Joseph C.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-30-D-MITCHELL-WALKING-WENDELL,2002,senate,30,D,"Mitchell, ""Walking"" Wendell",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-9-D-MITCHEM-HINTON,2002,senate,9,D,"Mitchem, Hinton",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-32-R-MONTGOMERY,1994,house,32,R,Montgomery,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-91-R-MOORE,1998,house,91,R,W. Garreth Moore,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-17-D-MOORE-CAROLINE-B,2002,senate,17,D,"Moore, Caroline B.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-59-D-MOORE-MARY,2002,house,59,D,"Moore, Mary",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-12-D-MORRISON,1994,house,12,D,Neal Morrison,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-12-D-MORRISON,1998,house,12,D,Neal Morrison,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-12-D-MORRISON-NEAL,2002,house,12,D,"Morrison, Neal",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-18-D-MORROW,1994,house,18,D,Morrow,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-18-D-MORROW,1998,senate,18,D,Morrow,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-18-D-MORROW-JOHNNY-MACK,2002,house,18,D,"Morrow, Johnny Mack",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-45-D-MORTON,1994,house,45,D,Morton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-55-R-MORTON,1998,house,55,R,Morton,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-45-R-MORTON-ALBERT,2002,house,45,R,"Morton, Albert",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-23-R-MOTES-RICHARD,2002,senate,23,R,"Motes, Richard",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-51-D-MULLINS,1998,house,51,D,Mullins,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-27-D-MURPHREE,1994,house,27,D,Jim Murphree,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-27-D-MURPHREE,1998,house,27,D,Jim Murphree,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1994-senate-34-R-MYERS,1994,senate,34,R,Myers,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-34-R-MYERS-HAP,2002,senate,34,R,"Myers, Hap",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-senate-27-D-NANCY-CARLTON-BENDINGER,2018,senate,27,D,Nancy Bendinger,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-12-D-NEAL-MORRISON,2006,house,12,D,NEAL MORRISON,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-8-R-NEW,1994,house,8,R,New,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-8-R-NEW-CLAY-H,2002,house,8,R,Clay H. New,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-90-D-NEWTON,1994,house,90,D,Newton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-90-D-NEWTON-CHARLES,2002,house,90,D,"Newton, Charles",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-53-D-NEWTON-DEMETRIUS-C,2002,house,53,D,"Newton, Demetrius C.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-65-R-NICK-WILLIAMS,2006,house,65,R,NICK WILLIAMS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-36-D-NICKI-ARNOLD-SWINDLE,2018,house,36,D,Nicki Arnold-Swindle,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-28-R-O-BARR,1994,house,28,R,"Billy ""Bill"" O'Barr",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-11-R-ODEN-JEREMY-H,2002,house,11,R,"Oden, Jeremy H.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-74-D-OTT-RUTH-MITCHELL,2002,house,74,D,"Ott, Ruth Mitchell",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-65-R-OVERTON,1998,house,65,R,Overton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-45-R-OWEN-DRAKE,2006,house,45,R,Owen Drake,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-14-D-OWENS,1994,senate,14,D,Owens,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-102-D-PACE,1998,house,102,D,Sandra Pace,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-29-D-PALMER,1998,senate,29,D,Mac Palmer,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-40-D-PAMELA-JEAN-HOWARD,2018,house,40,D,Pamela Jean Howard,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-4-R-PAPUCCI,1994,house,4,R,Nelson Papucci,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-4-R-PAPUCCI,1998,house,4,R,Nelson Papucci,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1994-house-9-D-PARKER,1994,house,9,D,Parker,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-63-D-PARKER,1994,house,63,D,Parker,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-63-R-PARKER,1998,house,63,R,Tim Parker,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2006-senate-7-D-PARKER-GRIFFITH,2006,senate,7,D,PARKER GRIFFITH,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-42-R-PARNELL,1998,house,42,R,James Parnell,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-22-D-PAT-LINDSEY,2006,senate,22,D,PAT LINDSEY,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-45-D-PAT-SEWELL,2006,house,45,D,PAT SEWELL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-38-D-PATTERSON-ARTHUR-FRANK-JR,2002,house,38,D,"Patterson, Arthur Frank, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-81-R-PATTERSON-BENJIE,2002,house,81,R,"Patterson, Benjie",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-26-R-PATTERSON-JEFFREY,2002,house,26,R,"Patterson, Jeffrey",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-44-D-PAYNE,1994,house,44,D,Payne,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-44-R-PAYNE-ARTHUR,2002,house,44,R,"Payne, Arthur",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-54-R-PEARSON,1994,house,54,R,Pearson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-27-R-PEGGY-MARTIN,2006,senate,27,R,PEGGY MARTIN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-28-D-PENN-MYRON-C,2002,senate,28,D,"Penn, Myron C.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-94-D-PENRY,1994,house,94,D,Penry,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-54-D-PERDUE,1994,house,54,D,George Perdue,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-54-D-PERDUE,1998,house,54,D,George Perdue,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-54-D-PERDUE-GEORGE,2002,house,54,D,"Perdue, George",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-37-R-PETE-WARD,2006,house,37,R,PETE WARD,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-51-D-PETELOS,1994,house,51,D,Petelos,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-7-R-PETERS-ELBERT,2002,senate,7,R,"Peters, Elbert",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-2-D-PETTUS-MARY,2002,house,2,D,"Pettus, Mary",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-95-D-PFEIFER,1998,house,95,D,"William Pfeifer, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-52-R-PHILLIP-BAHAKEL,2014,house,52,R,Phillip Bahakel,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-1-R-PHILLIPS,1994,house,1,R,Duane Phillips,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-79-R-PIERCE,1994,house,79,R,Betty Pierce,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-23-D-POBINSON,1994,house,23,D,Pobinson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-27-R-PONDER,1994,senate,27,R,Ponder,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-21-D-POOLE-PHIL,2002,senate,21,D,"Poole, Phil",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-11-D-PREIUTT-JIM,2002,senate,11,D,"Preiutt, Jim",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-101-D-PRINGLE,1994,house,101,D,Pringle,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-50-D-QUARLES-MARILYN,2002,house,50,D,"Quarles, Marilyn",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-1-R-QUINTON-HANSON,2010,house,1,R,QUINTON HANSON,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-85-R-RALEY,1994,house,85,R,Harold Raley,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-85-R-RALEY,2006,house,85,R,Harold Raley,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-103-R-RALPH-CARMICHAEL,2014,house,103,R,Ralph Carmichael,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-26-D-RANDALL-WHITE,2010,house,26,D,RANDALL WHITE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-7-R-RANDOLPH,1994,house,7,R,Byron L. Randolph,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-11-R-RAY-ROBBINS,2010,senate,11,R,RAY ROBBINS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-74-D-RAYFORD-MACK,2018,house,74,D,Rayford Mack,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-82-D-REED,1994,house,82,D,Reed,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-8-D-REX-CHEATHAM,2014,house,8,D,Rex Cheatham,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-12-R-RHONDA-D-BRUNER,2006,house,12,R,RHONDA D. BRUNER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-58-R-RICHARD-RUTLEDGE,2006,house,58,R,RICHARD RUTLEDGE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-senate-21-D-RICK-BURNHAM,2018,senate,21,D,Rick Burnham,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-91-R-RICKY-E-SNELLGROVE,2006,house,91,R,RICKY E. SNELLGROVE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-40-D-RICKY-WHALEY,2010,house,40,D,RICKY WHALEY,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-7-R-RIDDLE-YOLANDA-YOYO,2002,house,7,R,"Riddle, Yolanda (Yoyo)",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-3-D-ROBERTS,1994,senate,3,D,Tommy Ed Roberts,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-3-D-ROBERTS,1998,senate,3,D,Tommy Ed Roberts,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-senate-3-D-ROBERTS-TOMMY-ED,2002,senate,3,D,"Roberts, Tommy Ed",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-14-D-ROBINSON,1998,senate,14,D,Robinson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-23-D-ROBINSON,2006,house,23,D,ROBINSON,0,False,False,,,,no_unique_deterministic_recovery,none
