act_id,act_year,act_number,act_citation,measure_type,measure_number,origin_chamber,title,approval_label,approval_date_raw,source_volume_year,source_file,ordinal_in_volume,ocr_block_characters,act_key,source_observations,distinct_measure_types,distinct_measure_numbers,identity_conflict,is_canonical_observation
ALACT-DBC94A5A89B37624,1992,633,92-633,HJR,27.0,H,"MOURNING THE DEATH OF WILSON A. MITCHELL OF MOBILE, ALABAMA",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,7,1619,1992-633,1,1,1,False,True
ALACT-594BD72EA3204FCA,1992,634,92-634,HJR,28.0,H,"COMMENDING CHRISTINE RAY RICHARD OF HUNTSVILLE, ALABAMA, FOR OUTSTANDING SERVICE TO THE COMMUNITY",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,8,2089,1992-634,1,1,1,False,True
ALACT-33C767138651EE64,1992,635,92-635,HJR,29.0,H,"COMMENDING THE MATH TEAM OF MORGAN ACADEMY OF SELMA, ALABAMA, FOR OUTSTANDING ACHIEVEMENT",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,9,1226,1992-635,1,1,1,False,True
ALACT-5B3D7A776F0A45D2,1992,636,92-636,HJR,30.0,H,"COMMENDING THE MATH TEAM OF MEADOWVIEW CHRISTIAN OF SELMA, ALABAMA, FOR OUTSTANDING ACHIEVEMENT",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,10,1214,1992-636,1,1,1,False,True
ALACT-0F1D661F264B6FEC,1992,637,92-637,HJR,31.0,H,"COMMENDING HAROLD FREDERICK BARTON FOR DIS¬ TINGUISHED SERVICE WITH THE ALABAMA DEPARTMENT OF PUBLIC SAFETY, 1963-1992",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,11,2051,1992-637,1,1,1,False,True
ALACT-748AB95455897DE7,1992,638,92-638,HJR,32.0,H,"NAMING “VETERANS MEMORIAL PARKWAY” IN OPP,",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,12,1158,1992-638,1,1,1,False,True
ALACT-10530334BF32F66F,1992,639,92-639,HJR,33.0,H,"NAMING “TUKABATCHEE ROAD” IN ELMORE COUNTY AND MACON COUNTY, ALABAMA",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,13,697,1992-639,1,1,1,False,True
ALACT-4D7CA14C390EBAB6,1992,640,92-640,HJR,34.0,H,"MOURNING THE DEATH OF BARRY MAXWELL CLARK, A VALIANT AMERICAN PATRIOT",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,14,6359,1992-640,1,1,1,False,True
ALACT-2FA51B8F7614C118,1992,641,92-641,HJR,35.0,H,COMMENDING PERRY JAMES OUTLAW FOR DISTIN¬ GUISHED SERVICE TO PUBLIC EDUCATION,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,15,1618,1992-641,1,1,1,False,True
ALACT-83899702F3BAB987,1992,642,92-642,HJR,45.0,H,COMMENDING THE HUNTSVILLE DIVISION OF THE U. S. ARMY CORPS OF ENGINEERS,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,16,2180,1992-642,1,1,1,False,True
ALACT-697C8FB8C2145726,1992,643,92-643,HJR,51.0,H,INVITING THE ALABAMA DELEGATION OF THE UNITED STATES CONGRESS TO ADDRESS A JOINT SESSION OF THE LEGISLATURE REGARDING UNFUNDED FEDERAL MANDATES,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,17,1983,1992-643,1,1,1,False,True
ALACT-C2B8685347EDBD6A,1992,644,92-644,HJR,52.0,H,COMMENDING MR. AND MRS. MELVIN ROY REEDER ON THEIR 50TH WEDDING ANNIVERSARY,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,18,1889,1992-644,1,1,1,False,True
ALACT-5BEB1E5E2ADDC78A,1992,645,92-645,HJR,53.0,H,COMMENDING MRS. EUNA FAYE WISE UPON HER NOM¬ INATION FOR THE FIRST JOHN F. KENNEDY PROFILE IN COURAGE AWARD,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,19,2244,1992-645,1,1,1,False,True
ALACT-ABF4E4F7DC11083E,1992,646,92-646,HJR,54.0,H,COMMENDING CENTRAL BALDWIN’S BELLES FOR OUT¬ STANDING ACHIEVEMENT,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,20,1607,1992-646,1,1,1,False,True
ALACT-EFDCC6933BB94DB3,1992,647,92-647,HJR,55.0,H,"COMMENDING JOHN FOSTER OF FOLEY, ALABAMA, AS FREE ENTERPRISE PERSON FOR 1992",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,21,1792,1992-647,1,1,1,False,True
ALACT-FFA2B90EFDAD9097,1992,648,92-648,HJR,56.0,H,"COMMENDING RETIRED CHIEF INVESTIGATOR WILLIAM T. SHERIFF, SR. OF MONTGOMERY, ALABAMA",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,22,2497,1992-648,1,1,1,False,True
ALACT-1A5258F4979BAEE2,1992,649,92-649,HJR,59.0,H,"COMMENDING CHARLIE GRANADE OF MOBILE, ALABAMA FOR OUTSTANDING ACHIEVEMENT",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,23,1705,1992-649,1,1,1,False,True
ALACT-24882A732B55B363,1992,650,92-650,HJR,61.0,H,"RECOGNIZING WILLIE J. CARNES OF ATTALLA, ALABAMA, FOR OUTSTANDING SERVICE AND ACHIEVEMENT",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,24,1544,1992-650,1,1,1,False,True
ALACT-D179479B67613F6C,1992,651,92-651,HJR,3.0,H,INVITATION FOR JOINT ADDRESS,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,25,899,1992-651,1,1,1,False,True
ALACT-8543602E883515C3,1992,652,92-652,HJR,2.0,H,COMMITTEE APPOINTED TO NOTIFY GOVERNOR LEG¬ ISLATURE IS IN SESSION,Approved,"September 29,1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,26,601,1992-652,1,1,1,False,True
ALACT-D27167F71976BCB5,1992,653,92-653,HJR,67.0,H,COMMENDING EARL K. HOWARD FOR DISTINGUISHED SERVICE TO THE STATE OF ALABAMA,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,27,2206,1992-653,1,1,1,False,True
ALACT-B044842C365CDB50,1992,654,92-654,SJR,13.0,S,"MOURNING THE DEATH OF ESTELL EZELL, JR., OF LIS MAN, ALABAMA",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,28,1743,1992-654,1,1,1,False,True
ALACT-87AAE126477B73E9,1992,655,92-655,SJR,12.0,S,COMMENDING JEWELL THOMAS ON EIGHT YEARS OF LEADERSHIP AS MAYOR OF THE CITY OF BRIGHTON,Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,29,1467,1992-655,1,1,1,False,True
ALACT-C16DCEE669AD49E2,1992,656,92-656,SJR,10.0,S,"MOURNING THE DEATH OF STEPHENS GAILLARD CROOM OF MOBILE, ALABAMA",Approved,"September 29, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,30,2269,1992-656,1,1,1,False,True
ALACT-4E43069F9F9E2E72,1992,657,92-657,HJR,36.0,H,"EXPRESSING SUPPORT FOR UNITED STATES SENATE BILL 1002, MAKING IT A FEDERAL CRIME TO LEAVE OR REMAIN OUTSIDE A STATE FOR THE PURPOSE OF AVOID¬ ING PAYME",Approved,"September 30, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,31,2346,1992-657,1,1,1,False,True
ALACT-A6588C22AA747301,1992,658,92-658,H,76.0,H,,approved,under the Federal Toxic Substance Control Act (“TSCA”),1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,32,17354,1992-658,1,1,1,False,True
ALACT-471A481A2CB82803,1992,659,92-659,H,41.0,H,,Approved,"September 30, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,33,1054,1992-659,1,1,1,False,True
ALACT-30C49B83CFF590A2,1992,660,92-660,H,63.0,H,,,,1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,34,2352,1992-660,2,1,1,False,True
ALACT-D009CEC7D2AC8FE3,1992,661,92-661,H,27.0,H,,Approved,"October 1, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,35,1892,1992-661,1,1,1,False,True
ALACT-A0367B5B247D7B96,1992,662,92-662,HJR,103.0,H,WISHING GOVERNOR GEORGE C. WALLACE A SPEEDY RECOVERY,Approved,"October 1, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,36,2363,1992-662,1,1,1,False,True
ALACT-D130D931F7054A8E,1992,663,92-663,HJR,99.0,H,COMMENDING DR. ROBERT M. MCCHESNEY ON THE OCCASION OF HIS INAUGURATION AS THE 13TH PRESI¬ DENT OF THE UNIVERSITY OF MONTEVALLO,Approved,"October 1, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,37,2513,1992-663,1,1,1,False,True
ALACT-23A3F2A762CB6693,1992,664,92-664,HJR,46.0,H,CREATING A JOINT LEGISLATIVE COMMITTEE TO STUDY THE DEVELOPMENT OF MARKETS FOR RECOVERED MATERIALS AND PRODUCTS WITH RECYCLED CONTENT,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,38,1627,1992-664,1,1,1,False,True
ALACT-012645BD748A0320,1992,665,92-665,H,2.0,H,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,39,832,1992-665,1,1,1,False,True
ALACT-1B3D008DCCB63E3F,1992,666,92-666,H,7.0,H,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,40,1275,1992-666,1,1,1,False,True
ALACT-95EF9AA697F12942,1992,667,92-667,H,38.0,H,,approved,by the commission. The premiums shall be paid by the,1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,41,8838,1992-667,1,1,1,False,True
ALACT-512ABB54DE14055C,1992,668,92-668,H,57.0,H,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,42,1932,1992-668,1,1,1,False,True
ALACT-5D7B03DED17BFD3B,1992,669,92-669,H,91.0,H,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,43,1455,1992-669,1,1,1,False,True
ALACT-094CD42A7A65A826,1992,670,92-670,H,92.0,H,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,44,895,1992-670,1,1,1,False,True
ALACT-E0D9D7CFD0BD541C,1992,671,92-671,HJR,69.0,H,"MOURNING THE DEATH OF ESTELL EZELL OF LISMAN,",Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,45,1585,1992-671,1,1,1,False,True
ALACT-A8442169B2697FB2,1992,672,92-672,HJR,71.0,H,"EXPRESSING APPRECIATION TO MR. HOWARD BRON¬ SON, JR., AND THE MOBILE REGISTER",Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,46,1219,1992-672,1,1,1,False,True
ALACT-2625A26729F2C1C9,1992,673,92-673,HJR,83.0,H,"COMMENDING ELDER PHILLIP GARDNER OF MASON MEMORIAL TEMPLE, COGIC, MOBILE, ALABAMA",Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,47,1710,1992-673,1,1,1,False,True
ALACT-7A2F403F84200FF4,1992,674,92-674,HJR,84.0,H,"MOURNING THE DEATH OF ROBERT DABNEY SMILEY, JR., OF MONTGOMERY, ALABAMA",Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,48,2389,1992-674,1,1,1,False,True
ALACT-F15EACAF0A6D282E,1992,675,92-675,S,22.0,S,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,49,2659,1992-675,1,1,1,False,True
ALACT-CC7F8FEB521859BF,1992,676,92-676,H,28.0,H,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,50,5622,1992-676,1,1,1,False,True
ALACT-C63FBC6538FE6D80,1992,677,92-677,H,29.0,H,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,51,3366,1992-677,1,1,1,False,True
ALACT-00EABF238A85EA5F,1992,678,92-678,H,47.0,H,,Approved,"October 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,52,4418,1992-678,1,1,1,False,True
ALACT-835C6DFB16B926A0,1992,679,92-679,S,13.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,53,12432,1992-679,1,1,1,False,True
ALACT-69AF63D5BF99083C,1992,680,92-680,S,15.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,54,899,1992-680,1,1,1,False,True
ALACT-03E597505F68686F,1992,681,92-681,S,52.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,55,3528,1992-681,1,1,1,False,True
ALACT-3672A3A7BD8B78C3,1992,682,92-682,S,26.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,56,2503,1992-682,1,1,1,False,True
ALACT-88D4AC952C73B77C,1992,683,92-683,SJR,16.0,S,MOURNING THE DEATH OF THE REVEREND PAUL WAYNE MARTIN,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,57,2170,1992-683,1,1,1,False,True
ALACT-B9A69C3691AF0815,1992,684,92-684,SJR,17.0,S,"MOURNING THE DEATH OF ANDREW S. FLOYD OF ANDALUSIA, ALABAMA",Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,58,2080,1992-684,1,1,1,False,True
ALACT-DA7502EF26DBF82B,1992,685,92-685,SJR,18.0,S,EXPRESSING LEGISLATIVE INTENT AS TO ACT 91-657,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,59,1698,1992-685,1,1,1,False,True
ALACT-7A37ACBC2DD4A143,1992,686,92-686,SJR,22.0,S,"MOURNING THE DEATH OF ZORA ELMA LANSDELL CAMPBELL OF TOWN CREEK, ALABAMA",Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,60,1723,1992-686,1,1,1,False,True
ALACT-12DFDDD01DBB4225,1992,687,92-687,SJR,23.0,S,COMMENDING ARNOLD N. BURGESS AFTER THREE TERMS AS MAYOR OF MIDFIELD,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,61,1357,1992-687,1,1,1,False,True
ALACT-5D729D0AFDC5A0B8,1992,688,92-688,S,20.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,62,1966,1992-688,1,1,1,False,True
ALACT-962AA617D3C691F6,1992,689,92-689,S,21.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,63,4961,1992-689,1,1,1,False,True
ALACT-C36417E7A562144E,1992,690,92-690,S,46.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,64,1701,1992-690,1,1,1,False,True
ALACT-05742CBC3E5FB16C,1992,691,92-691,H,100.0,H,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,65,11903,1992-691,1,1,1,False,True
ALACT-86409C1FAAD8AB9E,1992,692,92-692,H,66.0,H,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,66,1485,1992-692,1,1,1,False,True
ALACT-D5DFD0C9BAE9E06E,1992,693,92-693,HJR,94.0,H,"EXPRESSING LEGISLATIVE INTENT OF ACT NO. 92-498,",approved,"May 15, 1992; and",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,67,296,1992-693,1,1,1,False,True
ALACT-7943E1AC5B86B73C,1992,694,92-694,HJR,88.0,H,COMMENDING DR. REXFORD KENNAMER FOR OUT¬ STANDING PROFESSIONAL ACHIEVEMENT AND CONTRI¬ BUTIONS TO THE MEDICAL PROFESSION,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,69,3064,1992-694,1,1,1,False,True
ALACT-BBDE1DD0B8C0FA19,1992,695,92-695,HJR,87.0,H,"COMMENDING ASTRONAUT JAN DAVIS OF HUNTS¬ VILLE, ALABAMA",Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,70,3170,1992-695,1,1,1,False,True
ALACT-11FFC6B34D292DDE,1992,696,92-696,HJR,82.0,H,"COMMENDING CAIN JAMES KENNEDY OF MOBILE,",Approved,"October 7,1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,71,3409,1992-696,1,1,1,False,True
ALACT-05AEAB41501E5309,1992,697,92-697,HJR,72.0,H,DESIGNATING THE STOCKTON HORSESHOE TOURNA¬ MENT AS THE OFFICIAL CHAMPIONSHIP HORSESHOE TOURNAMENT FOR THE STATE OF ALABAMA,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,72,1072,1992-697,1,1,1,False,True
ALACT-BE9B01E7A137A08E,1992,698,92-698,HJR,64.0,H,EXPRESSING LEGISLATIVE INTENT AS TO ACT 91-657,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,73,1683,1992-698,1,1,1,False,True
ALACT-3DB9BC3A80D42391,1992,699,92-699,H,26.0,H,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,74,130077,1992-699,1,1,1,False,True
ALACT-DA94D7570C33D78F,1992,701,92-701,S,54.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,75,68450,1992-701,1,1,1,False,True
ALACT-F5B5221D598CC41C,1992,702,92-702,S,80.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,76,2048,1992-702,1,1,1,False,True
ALACT-1A64A9F98D52AD99,1992,703,92-703,S,34.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,77,6390,1992-703,1,1,1,False,True
ALACT-2247466E7788492E,1992,704,92-704,S,66.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,78,12171,1992-704,1,1,1,False,True
ALACT-BDB8AADB0ED450F5,1992,705,92-705,SJR,27.0,S,COMMENDING DR. ROBERT M. MCCHESNEY ON THE OCCASION OF HIS INAUGURATION AS THE 13TH PRESI¬ DENT OF THE UNIVERSITY OF MONTEVALLO,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,79,1536,1992-705,1,1,1,False,True
ALACT-1C6CCBC111D28FA5,1992,706,92-706,S,18.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,80,10590,1992-706,1,1,1,False,True
ALACT-0E6F25DF0EDCB564,1992,707,92-707,H,39.0,H,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,81,35030,1992-707,1,1,1,False,True
ALACT-D76C02C3EBC65E49,1992,708,92-708,H,5.0,H,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,82,17868,1992-708,1,1,1,False,True
ALACT-6BBBB49DEBCA7DB9,1992,709,92-709,S,43.0,S,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,83,739,1992-709,1,1,1,False,True
ALACT-E7ECB2F1E44A076B,1992,710,92-710,S,19.0,S,,approved,by the Public Service Commission.”,1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,84,10549,1992-710,1,1,1,False,True
ALACT-F9BA4168D55ABD36,1992,711,92-711,HJR,101.0,H,RELATIVE TO MEETING DAYS,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,85,326,1992-711,1,1,1,False,True
ALACT-4830E1D8274ED863,1992,712,92-712,H,88.0,H,,Approved,"October 7,1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,86,807,1992-712,1,1,1,False,True
ALACT-B251E5DB917BEF94,1992,713,92-713,H,80.0,H,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,87,688,1992-713,1,1,1,False,True
ALACT-184432D2FCCC3CCF,1992,714,92-714,H,82.0,H,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,88,1116,1992-714,1,1,1,False,True
ALACT-6FD259C6A101725E,1992,715,92-715,SJR,31.0,S,URGING THE HISTORICAL COMMISSION TO PRESENT A COMPREHENSIVE PLAN TO THE LEGISLATURE REGARD¬ ING THE ALLOCATION OF FUNDS AVAILABLE,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,89,726,1992-715,1,1,1,False,True
ALACT-0A5CAD8ECA36AB87,1992,716,92-716,H,4.0,H,,Approved,"October 7, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,90,14487,1992-716,1,1,1,False,True
ALACT-9F506755F364CE28,1992,717,92-717,HJR,77.0,H,CREATING A JOINT INTERIM LEGISLATIVE COMMIT¬ TEE ON ELECTION LAW REFORM,Approved,"October 8, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,91,2792,1992-717,1,1,1,False,True
ALACT-676CDB7838C9CB74,1992,718,92-718,H,70.0,H,,Approved,"October 8, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,92,2977,1992-718,1,1,1,False,True
ALACT-6448C933F79E3F7A,1992,719,92-719,S,36.0,S,,approved,by the board,1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,93,18119,1992-719,1,1,1,False,True
ALACT-CE15FEBE9BDF5E41,1992,720,92-720,H,30.0,H,,Approved,"October 9, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_special/1992_special_djvu.txt,94,74524,1992-720,1,1,1,False,True
ALACT-249BFFABD4F5BE56,1992,1,92-1,S,12.0,S,,Approved,"February 3, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_v1/1992_v1_djvu.txt,1,2498,1992-1,1,1,1,False,True
ALACT-8B976C785178CC52,1992,2,92-2,HJR,22.0,H,COMMENDING LEONARD D. TRIONE FOR OUTSTAND¬ ING COMMUNITY SERVICE,Approved,"February 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_v1/1992_v1_djvu.txt,2,2645,1992-2,1,1,1,False,True
ALACT-88337E95792DCCAA,1992,3,92-3,HJR,24.0,H,COMMENDING ALABAMA STATE UNIVERSITY ON THE EXTRAORDINARY ACCOMPLISHMENTS OF THE 1991 FOOT¬ BALL SEASON,Approved,"February 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_v1/1992_v1_djvu.txt,3,3874,1992-3,1,1,1,False,True
ALACT-045BDEBD92924B25,1992,4,92-4,HJR,25.0,H,"COMMENDING HOUSTON MARKHAM, JR., ALABAMA STATE UNIVERSITY HEAD COACH AND SWAC FOOTBALL COACH OF THE YEAR",Approved,"February 6, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_v1/1992_v1_djvu.txt,4,4218,1992-4,1,1,1,False,True
ALACT-9F9F20615F6684E1,1992,5,92-5,HJR,2.0,H,COMMITTEE APPOINTED TO NOTIFY GOVERNOR LEG¬ ISLATURE IS IN SESSION,Approved,"February 11, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_v1/1992_v1_djvu.txt,5,599,1992-5,1,1,1,False,True
ALACT-1F566EF040C2B346,1992,6,92-6,HJR,3.0,H,INVITATION FOR JOINT ADDRESS,Approved,"February 11, 1992",1992,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1992_v1/1992_v1_djvu.txt,6,896,1992-6,1,1,1,False,True
