county,precinct,dem_votes,rep_votes,two_party_votes,pres_dem_margin,source_format
Conecuh,LITTLE ZION CHURCH,103,60,163,26.380368098159508,standard_xlsx
Conecuh,RANGE FIRE DEPT.,10,105,115,-82.6086956521739,standard_xlsx
Conecuh,LENOX COMMUNITY HOUSE,15,183,198,-84.84848484848484,standard_xlsx
Conecuh,HEALTH DEPARTMENT,267,96,363,47.107438016528924,standard_xlsx
Conecuh,ABSENTEE,175,132,307,14.006514657980455,standard_xlsx
Conecuh,PROVISIONAL,4,5,9,-11.11111111111111,standard_xlsx
Coosa,EQUALITY FIRE DEPT. BOX 8,65,298,363,-64.18732782369146,standard_xlsx
Coosa,KELLEYTON FIRE DEPT. BOX 2,338,329,667,1.3493253373313343,standard_xlsx
Coosa,OLD RAILROAD DEPOT BOX 1,823,209,1032,59.49612403100775,standard_xlsx
Coosa,MT. OLIVE COMM CTR BOX 20,73,101,174,-16.091954022988507,standard_xlsx
Coosa,HANOVER BOX 3,35,169,204,-65.68627450980392,standard_xlsx
Coosa,COURTHOUSE BOX 10,196,364,560,-30.0,standard_xlsx
Coosa,WEOGUFKA VOTING HOUSE BOX 17,32,324,356,-82.02247191011236,standard_xlsx
Coosa,WEST COOSA SR. CTR. BOX 5,74,632,706,-79.03682719546742,standard_xlsx
Coosa,MARBLE VALLEY FIRE BOX 18,20,77,97,-58.76288659793814,standard_xlsx
Coosa,RICHVILLE FIRE BOX 13,35,218,253,-72.33201581027669,standard_xlsx
Coosa,RAY FIRE DEPT. BOX 7,199,207,406,-1.9704433497536946,standard_xlsx
Coosa,COTTAGE GROVE DAYCARE BOX 9,231,8,239,93.30543933054393,standard_xlsx
Coosa,ABSENTEE,67,111,178,-24.719101123595507,standard_xlsx
Coosa,PROVISIONAL,3,2,5,20.0,standard_xlsx
Covington,ANDALUSIA KIWANIS FAIR BD,1234,2757,3991,-38.16086193936357,standard_xlsx
Covington,HOPEWELL FIRE,27,291,318,-83.01886792452831,standard_xlsx
Covington,OPP SENIOR ACTIVITY CENTER,643,2184,2827,-54.51008135833039,standard_xlsx
Covington,HARMONY,20,190,210,-80.95238095238095,standard_xlsx
Covington,MARVIN ODOMS VOTING HOUSE,22,78,100,-56.0,standard_xlsx
Covington,LOANGO FIRE DEPT.,31,191,222,-72.07207207207207,standard_xlsx
Covington,LOCKHART CITY HALL,101,307,408,-50.490196078431374,standard_xlsx
Covington,BABBIE  FIRE,26,373,399,-86.96741854636592,standard_xlsx
Covington,FLORALA OLD NATL GUARD,198,571,769,-48.504551365409625,standard_xlsx
Covington,WING FIRE DEPT.,22,181,203,-78.32512315270937,standard_xlsx
Covington,PLEASANT HOME/CATOE’S,7,100,107,-86.91588785046729,standard_xlsx
Covington,BUCK CREEK FIRE,41,310,351,-76.63817663817663,standard_xlsx
Covington,RED LEVEL FIRE DEPT.,41,326,367,-77.65667574931881,standard_xlsx
Covington,BLUE SPRINGS HORN HILL CT,27,296,323,-83.28173374613003,standard_xlsx
Covington,UNION GROVE FIRE,35,248,283,-75.26501766784452,standard_xlsx
Covington,GANTT CITY HALL,98,423,521,-62.38003838771593,standard_xlsx
Covington,STRAUGHN (AG BUILDING),42,458,500,-83.2,standard_xlsx
Covington,HEATH CITY HALL,56,336,392,-71.42857142857143,standard_xlsx
Covington,ROSE HILL COMMUNITY CTR,45,281,326,-72.39263803680981,standard_xlsx
Covington,RIVER FALLS CITY HALL,177,203,380,-6.842105263157895,standard_xlsx
Covington,RED OAK FD,25,216,241,-79.25311203319502,standard_xlsx
Covington,SANFORD  CITY HALL,31,394,425,-85.41176470588235,standard_xlsx
Covington,CAROLINA CITY HALL,38,380,418,-81.81818181818181,standard_xlsx
Covington,LIBERTYVILLE CITY HALL,18,228,246,-85.36585365853658,standard_xlsx
Covington,BEULAH VOTING HOUSE,17,247,264,-87.12121212121212,standard_xlsx
Covington,ABSENTEE,133,579,712,-62.640449438202246,standard_xlsx
Covington,PROVSIONAL,0,0,0,,standard_xlsx
Crenshaw,PANOLA COMMUNITY CTR.,107,189,296,-27.7027027027027,standard_xlsx
Crenshaw,DANIELVILLE SCHOOL HOUSE,46,222,268,-65.67164179104478,standard_xlsx
Crenshaw,PETREY COMMUNITY CTR.,398,162,560,42.142857142857146,standard_xlsx
Crenshaw,VFD HONORAVILLE,37,220,257,-71.20622568093385,standard_xlsx
Crenshaw,PATSBURG DEPOT BLDG.,6,166,172,-93.02325581395348,standard_xlsx
Crenshaw,RUTLEDGE COMMUNITY CTR.,160,336,496,-35.483870967741936,standard_xlsx
Crenshaw,VIDETTE COMMUNITY CTR.,14,137,151,-81.45695364238411,standard_xlsx
Crenshaw,BUSH’S GROCERY,15,30,45,-33.333333333333336,standard_xlsx
Crenshaw,BRANTLEY COMMUNITY CTR.,233,482,715,-34.82517482517483,standard_xlsx
Crenshaw,GLENWOOD CITY HALL,54,142,196,-44.89795918367347,standard_xlsx
Crenshaw,WEEDS STORE BRANTLEY,29,191,220,-73.63636363636364,standard_xlsx
Crenshaw,PLEASANT HOME SCHOOL,47,64,111,-15.315315315315315,standard_xlsx
Crenshaw,HIGHLAND HOME NEW FIRE,64,384,448,-71.42857142857143,standard_xlsx
Crenshaw,COUNTY COURTHOUSE,234,635,869,-46.14499424626007,standard_xlsx
Crenshaw,DOZIER CITY HALL,105,167,272,-22.794117647058822,standard_xlsx
Crenshaw,HARBIN FARM CENTER,369,159,528,39.77272727272727,standard_xlsx
Crenshaw,LILLER’S STORE,28,174,202,-72.27722772277228,standard_xlsx
Crenshaw,CHAPEL HILL COMMUNITY CTR,44,276,320,-72.5,standard_xlsx
Crenshaw,ABSENTEE,58,190,248,-53.225806451612904,standard_xlsx
Crenshaw,PROVISIONAL,0,0,0,,standard_xlsx
Cullman,CULLMAN CIVIC CENTER,454,2551,3005,-69.78369384359401,standard_xlsx
Cullman,CULLMAN CO OFFICE BLDG,197,1129,1326,-70.28657616892912,standard_xlsx
Cullman,CULLMAN CITY HALL,206,1129,1335,-69.13857677902622,standard_xlsx
Cullman,COURT HOUSE CONF ROOM,65,389,454,-71.36563876651982,standard_xlsx
Cullman,GOOD HOPE TOWN HALL,155,1000,1155,-73.16017316017316,standard_xlsx
Cullman,DODGE CITY TOWN HALL,66,505,571,-76.88266199649738,standard_xlsx
Cullman,HANCEVILLE CITY HALL,204,954,1158,-64.76683937823834,standard_xlsx
Cullman,STEPPVILLE FIRE STATION,134,645,779,-65.59691912708601,standard_xlsx
Cullman,GARDEN CITY TOWN HALL,48,394,442,-78.28054298642535,standard_xlsx
Cullman,STOUTS MOUNTAIN CHURCH,25,134,159,-68.55345911949685,standard_xlsx
Cullman,MOODY TOWN UNION HILL CH,13,68,81,-67.90123456790124,standard_xlsx
Cullman,COLONY TOWN HALL,223,77,300,48.666666666666664,standard_xlsx
Cullman,ARKADELPHIA FIRE DEPT.,44,217,261,-66.28352490421456,standard_xlsx
Cullman,BEAT 8 COMMUNITY CENTER,23,164,187,-75.40106951871658,standard_xlsx
Cullman,COLD SPRINGS FIRE DEPT.,72,409,481,-70.06237006237006,standard_xlsx
Cullman,BREMEN FIRE DEPT.,55,605,660,-83.33333333333333,standard_xlsx
Cullman,TRIMBLE FIRE STATION,54,400,454,-76.2114537444934,standard_xlsx
Cullman,VALLEY GROVE COMM. CTR,122,648,770,-68.31168831168831,standard_xlsx
Cullman,CRANE HILL FIRE DEPT.,129,765,894,-71.14093959731544,standard_xlsx
Cullman,BETHSADIA FIRE DEPT.,61,330,391,-68.79795396419438,standard_xlsx
Cullman,LOGAN FIRE DEPT.,54,310,364,-70.32967032967034,standard_xlsx
Cullman,BETHEL COMMUNITY CENTER,60,287,347,-65.4178674351585,standard_xlsx
Cullman,JONES CHAPEL FIRE DEPT.,127,738,865,-70.63583815028902,standard_xlsx
Cullman,BATTLEGROUND FIRE DEPT.,81,333,414,-60.869565217391305,standard_xlsx
Cullman,WEST POINT COMMUNITY CTR,144,1013,1157,-75.10803802938635,standard_xlsx
Cullman,FRIENDSHIP METHODIST CH.,112,845,957,-76.59352142110762,standard_xlsx
Cullman,VINEMONT FIRE DEPT.,202,1097,1299,-68.8991531947652,standard_xlsx
Cullman,PROVIDENCE FIRE DEPT.,113,613,726,-68.87052341597796,standard_xlsx
Cullman,GOLD RIDGE COMMUNITY CTR,119,685,804,-70.39800995024876,standard_xlsx
Cullman,BAILEYTON TOWN HALL,121,569,690,-64.92753623188406,standard_xlsx
Cullman,BROOKLYN COMMUNITY CTR,74,321,395,-62.53164556962025,standard_xlsx
Cullman,JOPPA VOLUNTEER FIRE DEPT,75,351,426,-64.78873239436619,standard_xlsx
Cullman,NEW CANAAN,75,435,510,-70.58823529411765,standard_xlsx
Cullman,HOLLY POND FIRE DEPT.,155,1213,1368,-77.3391812865497,standard_xlsx
Cullman,BERLIN COMMUNITY CENTER,90,647,737,-75.57666214382633,standard_xlsx
Cullman,WALTER COMMUNITY CENTER,72,465,537,-73.18435754189944,standard_xlsx
Cullman,WELTI MT. ZION CHURCH,57,259,316,-63.924050632911396,standard_xlsx
Cullman,BRUSHY POND COMMUNITY CTR,58,418,476,-75.63025210084034,standard_xlsx
Cullman,WHITE CITY COMMUNITY CTR,88,671,759,-76.81159420289855,standard_xlsx
Cullman,FAIRVIEW FIRE DEPT. (A-K),76,435,511,-70.25440313111547,standard_xlsx
Cullman,FAIRVIEW TOWN HALL (L-Z),64,342,406,-68.47290640394088,standard_xlsx
Cullman,GRANDVIEW COMMUNITY CTR,36,292,328,-78.04878048780488,standard_xlsx
Cullman,KELLEY COMMUNITY CENTER,107,729,836,-74.40191387559808,standard_xlsx
Cullman,CENTER HILL COMMUNITY CTR,40,270,310,-74.19354838709677,standard_xlsx
Cullman,SIMCOE COMMUNITY CENTER,64,501,565,-77.34513274336283,standard_xlsx
Cullman,BALDWIN COMMUNITY CENTER,64,372,436,-70.64220183486239,standard_xlsx
Cullman,CULLMAN CO. HEALTH DEPT.,46,362,408,-77.45098039215686,standard_xlsx
Cullman,EAST POINT COMMUNITY CTR,66,448,514,-74.31906614785993,standard_xlsx
Cullman,BOLTE-WHITE GROVE CHURCH,65,396,461,-71.8004338394794,standard_xlsx
Cullman,ABSENTEE,193,1060,1253,-69.19393455706305,standard_xlsx
Cullman,PROVISIONAL,4,9,13,-38.46153846153846,standard_xlsx
Dale,OZARK CIVIC CENTER,1994,3110,5104,-21.865203761755485,standard_xlsx
Dale,CLAYHATCHEE COMM. HOUSE,68,354,422,-67.77251184834124,standard_xlsx
Dale,DALEVILLE CULTURAL & CONV.,679,1099,1778,-23.62204724409449,standard_xlsx
Dale,NEWTON CITY HALL,157,714,871,-63.94948335246843,standard_xlsx
Dale,ARGUTA VOTING HOUSE,26,143,169,-69.23076923076923,standard_xlsx
Dale,PINCKARD CITY HALL,153,826,979,-68.74361593462717,standard_xlsx
Dale,ROCKY HD COMMUNITY HOUSE,53,538,591,-82.06429780033841,standard_xlsx
Dale,ROCKY HEAD FT RUCKER ELEM,53,176,229,-53.7117903930131,standard_xlsx
Dale,MIDLAND CITY VOTING HALL,365,538,903,-19.158361018826135,standard_xlsx
Dale,GRIMES COMMUNITY CTR.,239,474,713,-32.959326788218796,standard_xlsx
Dale,SYLVAN GROVE VOTING HALL,28,144,172,-67.44186046511628,standard_xlsx
Dale,ECHO VOTING HALL,42,766,808,-89.60396039603961,standard_xlsx
Dale,CLOPTON VOTING HALL,16,131,147,-78.2312925170068,standard_xlsx
Dale,SKIPPERVILLE VOTING HALL,118,429,547,-56.855575868372945,standard_xlsx
Dale,ARITON CITY HALL,115,455,570,-59.64912280701754,standard_xlsx
Dale,BERTHA VOTING HALL,28,216,244,-77.04918032786885,standard_xlsx
Dale,EWELL VOTING HALL,245,841,1086,-54.88029465930018,standard_xlsx
Dale,MARLEY MILL FORESTRY,230,721,951,-51.629863301787594,standard_xlsx
Dale,LEVEL PLAINS COMM. CENTER,452,842,1294,-30.139103554868626,standard_xlsx
Dale,ABSENTEE,222,588,810,-45.18518518518518,standard_xlsx
Dale,PROVISIONAL,0,0,0,,standard_xlsx
Dallas,PLANTERSVILLE VFD,134,166,300,-10.666666666666666,standard_xlsx
Dallas,SUMMERFIELD VFD,160,365,525,-39.04761904761905,standard_xlsx
Dallas,VALLEY GRANDE COMMUNITY CENTER,555,1027,1582,-29.835651074589126,standard_xlsx
Dallas,ORRVILLE COMMUNITY CENTER,864,189,1053,64.1025641025641,standard_xlsx
Dallas,BELOIT COMMUNITY CENTER,126,11,137,83.94160583941606,standard_xlsx
Dallas,TIPTON SCHOOL,1860,84,1944,91.35802469135803,standard_xlsx
Dallas,SELMONT WATER WORKS,373,75,448,66.51785714285714,standard_xlsx
Dallas,TYLER COMMUNITY CENTER,87,203,290,-40.0,standard_xlsx
Dallas,GOOD HOPE CHURCH,32,51,83,-22.89156626506024,standard_xlsx
Dallas,MT. ZION CHURCH,589,381,970,21.443298969072163,standard_xlsx
Dallas,UNION OLD NATIONAL GRD ARMORY,645,657,1302,-0.9216589861751152,standard_xlsx
Dallas,UNION NEW NATIONAL GRD ARMORY,245,549,794,-38.287153652392945,standard_xlsx
Dallas,SAFFORD COMMUNITY CENTER,94,50,144,30.555555555555557,standard_xlsx
Dallas,MARION JCT. BLACKBELT EXP,282,110,392,43.87755102040816,standard_xlsx
Dallas,SHILOH SCHOOL BUILDING,422,133,555,52.072072072072075,standard_xlsx
Dallas,CARLOWVILLE MINTER VFD,207,60,267,55.056179775280896,standard_xlsx
Dallas,DALLAS COUNTY COURTHOUSE,191,116,307,24.429967426710096,standard_xlsx
Dallas,EASTEND FIRE STATION,708,13,721,96.39389736477115,standard_xlsx
Dallas,GWC HOMES CENTER,484,4,488,98.36065573770492,standard_xlsx
Dallas,SELMA MALL,560,38,598,87.29096989966555,standard_xlsx
Dallas,WOODROW AVE. FIRE STATION,1018,112,1130,80.17699115044248,standard_xlsx
Dallas,RANGEDALE CENTER,675,5,680,98.52941176470588,standard_xlsx
Dallas,NEW ST. JOHNS MINISTRIES,723,9,732,97.54098360655738,standard_xlsx
Dallas,BROAD STREET FIRE STATION,771,0,771,100.0,standard_xlsx
Dallas,MEMORIAL STADIUM,168,470,638,-47.33542319749216,standard_xlsx
Dallas,OLD NATIONAL GUARD ARMORY,263,535,798,-34.08521303258146,standard_xlsx
Dallas,CAHABA ROAD FIRE STATION,759,358,1117,35.899731423455684,standard_xlsx
Dallas,CHRISTIAN OUTREACH ALLIANCE,593,120,713,66.33941093969145,standard_xlsx
Dallas,QUEEN OF PEACE SCHOOL,388,53,441,75.96371882086167,standard_xlsx
Dallas,ABSENTEE,623,340,963,29.387331256490135,standard_xlsx
Dallas,PROVISIONAL,13,4,17,52.94117647058823,standard_xlsx
DeKalb,HENAGAR RURITAN BUILDING,181,705,886,-59.14221218961625,standard_xlsx
DeKalb,PEA RIDGE CHURCH,31,118,149,-58.38926174496644,standard_xlsx
DeKalb,IDER SENIOR CENTER,229,661,890,-48.53932584269663,standard_xlsx
DeKalb,IDER-MTN HOME CHURCH,38,158,196,-61.224489795918366,standard_xlsx
DeKalb,CARTERSVILLE FIRE HALL,114,393,507,-55.02958579881657,standard_xlsx
DeKalb,PAYNE GAP CHURCH,53,288,341,-68.91495601173021,standard_xlsx
DeKalb,WILLS VALLEY REC CENTER 1,94,362,456,-58.771929824561404,standard_xlsx
DeKalb,WILLS VALLEY REC CENTER 2,192,675,867,-55.70934256055364,standard_xlsx
DeKalb,VALLEY HEAD FIRE HALL,117,163,280,-16.428571428571427,standard_xlsx
DeKalb,HAMMONDVILLE FIRE STATION,107,296,403,-46.898263027295286,standard_xlsx
DeKalb,SULPHUR SPRINGS COMM CENTER,46,78,124,-25.806451612903224,standard_xlsx
DeKalb,MENTONE TOWN HALL,202,589,791,-48.92541087231353,standard_xlsx
DeKalb,RODENTOWN COMMUNITY CENTER,58,270,328,-64.63414634146342,standard_xlsx
DeKalb,ARONEY FIRE HALL,79,301,380,-58.421052631578945,standard_xlsx
DeKalb,KILPATRICK - FIRE STATION,89,231,320,-44.375,standard_xlsx
DeKalb,SAND MTN RESEARCH CENTER,111,688,799,-72.21526908635795,standard_xlsx
DeKalb,SKIRUM COMMUNITY CENTER,85,257,342,-50.292397660818715,standard_xlsx
DeKalb,GERALDINE 1ST BAPTIST,140,658,798,-64.91228070175438,standard_xlsx
DeKalb,MACEDONIA BAPTIST CHURCH,25,88,113,-55.75221238938053,standard_xlsx
DeKalb,PAINTER-LIBERTY BAPTIST CHURCH,78,257,335,-53.43283582089552,standard_xlsx
DeKalb,WHITON-OLD SCHOOL BUILDING,80,201,281,-43.06049822064057,standard_xlsx
DeKalb,GROVE OAK CLUB HOUSE,89,321,410,-56.58536585365854,standard_xlsx
DeKalb,TENBROECK FIRE DEPARTMENT,122,520,642,-61.993769470404985,standard_xlsx
DeKalb,MCKESTES COMMUNITY CENTER,109,298,407,-46.437346437346434,standard_xlsx
DeKalb,SHADY GROVE BAPTIST CHURCH,62,284,346,-64.16184971098266,standard_xlsx
DeKalb,DOGTOWN MASONIC LODGE,103,451,554,-62.81588447653429,standard_xlsx
DeKalb,ADAMSBURG FIRE DEPARTMENT,64,293,357,-64.14565826330532,standard_xlsx
DeKalb,EAST HIGHLAND F H,77,393,470,-67.23404255319149,standard_xlsx
DeKalb,COPELAND BRG-LIBERTY HILL,27,146,173,-68.78612716763006,standard_xlsx
DeKalb,COLLINSVILLE-NATL GRD ARMORY,166,370,536,-38.059701492537314,standard_xlsx
DeKalb,PORTERSVILLE BAPTIST CHURCH,36,112,148,-51.351351351351354,standard_xlsx
DeKalb,LEBANON CHURCH,51,93,144,-29.166666666666668,standard_xlsx
DeKalb,PINE RIDGE COMMUNITY CTR  3-9,13,93,106,-75.47169811320755,standard_xlsx
DeKalb,PINE RIDGE COMMUNITY CTR  4-10,24,87,111,-56.75675675675676,standard_xlsx
DeKalb,SENIOR CITIZEN CENTER 1  3-10,70,196,266,-47.36842105263158,standard_xlsx
DeKalb,SENIOR CITIZEN CENTER 2  3-10,183,401,584,-37.32876712328767,standard_xlsx
DeKalb,SENIOR CITIZEN FIVE POINT,85,323,408,-58.333333333333336,standard_xlsx
DeKalb,VFW HALL LOBBY 1,103,237,340,-39.411764705882355,standard_xlsx
DeKalb,VFW HALL LOBBY 2,176,383,559,-37.0304114490161,standard_xlsx
DeKalb,FISCHER COMMUNITY CENTER  1-13,32,80,112,-42.857142857142854,standard_xlsx
DeKalb,FISCHER COMMUNITY CENTER  3-13,55,251,306,-64.05228758169935,standard_xlsx
DeKalb,PLEASANT HILL COMMUNITY CENTER,84,289,373,-54.9597855227882,standard_xlsx
DeKalb,FYFFE SENIOR CENTER,139,383,522,-46.74329501915709,standard_xlsx
DeKalb,SHILOH TOWN HALL,38,141,179,-57.54189944134078,standard_xlsx
DeKalb,ANTIOCH – BARRY’S BBQ,21,84,105,-60.0,standard_xlsx
DeKalb,POWELL PARK PAVILLION,123,310,433,-43.187066974595844,standard_xlsx
DeKalb,RAINSVILLE 1,194,982,1176,-67.00680272108843,standard_xlsx
DeKalb,RAINSVILLE 2,192,866,1058,-63.705103969754255,standard_xlsx
DeKalb,SYLVANIA TOWN HALL,190,844,1034,-63.2495164410058,standard_xlsx
DeKalb,BLAKE COMMUNITY CENTER,107,525,632,-66.13924050632912,standard_xlsx
DeKalb,HIGH POINT CHURCH,77,378,455,-66.15384615384616,standard_xlsx
DeKalb,ABSENTEE,274,745,1019,-46.22178606476938,standard_xlsx
DeKalb,PROVISIONAL,0,0,0,,standard_xlsx
Elmore,TALLASSEE NATL GUARD,325,1242,1567,-58.519463943841735,standard_xlsx
Elmore,GOD’S CONGREGATION CHURCH,232,26,258,79.84496124031008,standard_xlsx
Elmore,FRIENDSHIP FIRE,172,402,574,-40.069686411149824,standard_xlsx
Elmore,ASBURY KENT COMM.CTR.,106,714,820,-74.14634146341463,standard_xlsx
Elmore,KOWALIGA FIRE STATION,86,571,657,-73.82039573820396,standard_xlsx
Elmore,REDHILL COMMUNITY CTR.,64,404,468,-72.64957264957265,standard_xlsx
Elmore,ECLECTIC METHODIST CHURCH,281,592,873,-35.62428407789233,standard_xlsx
Elmore,SEMAN COMMUNITY CENTER,78,686,764,-79.58115183246073,standard_xlsx
Elmore,SANTUCK COMMUNITY CTR.,280,871,1151,-51.34665508253693,standard_xlsx
Elmore,WALLSBORO COMMUNITY CTR.,332,725,1057,-37.18070009460738,standard_xlsx
Elmore,WEOKA COMMUNITY CENTER,60,409,469,-74.4136460554371,standard_xlsx
Elmore,BUYCK FIRE DEPARTMENT,127,743,870,-70.80459770114942,standard_xlsx
Elmore,TITUS COMMUNITY CENTER,64,264,328,-60.97560975609756,standard_xlsx
Elmore,NEW HOPE BAPTIST,46,565,611,-84.94271685761048,standard_xlsx
Elmore,CAINS CHAPEL LIFE CENTER,164,1409,1573,-79.14812460267005,standard_xlsx
Elmore,DEATSVILLE VOL. FIRE,222,776,998,-55.51102204408818,standard_xlsx
Elmore,CRENSHAW PARK,409,170,579,41.278065630397236,standard_xlsx
Elmore,NEW HOME BAPTIST CHURCH,289,783,1072,-46.082089552238806,standard_xlsx
Elmore,COOSADA TOWN HALL,372,385,757,-1.7173051519154559,standard_xlsx
Elmore,MILLBROOK CIVIC CENTER,1076,1264,2340,-8.034188034188034,standard_xlsx
Elmore,FAIN PARK COMM. CENTER,794,1033,1827,-13.081554460864806,standard_xlsx
Elmore,WETUMPKA CIVIC CENTER,471,1866,2337,-59.69191270860077,standard_xlsx
Elmore,PLEASANT HILL,75,687,762,-80.31496062992126,standard_xlsx
Elmore,BLUE RIDGE BAPTIST,114,822,936,-75.64102564102564,standard_xlsx
Elmore,MULDER METHODIST,671,2961,3632,-63.05066079295154,standard_xlsx
Elmore,ROCK SPRINGS VOTING HOUSE,115,372,487,-52.772073921971256,standard_xlsx
Elmore,CHURCH OF THE NAZARENE,1008,3265,4273,-52.82003276386614,standard_xlsx
Elmore,VICTORY BAPTIST,514,1264,1778,-42.1822272215973,standard_xlsx
Elmore,ABSENTEE,393,952,1345,-41.561338289962826,standard_xlsx
Elmore,PROVISIONAL,0,0,0,,standard_xlsx
Escambia,ALCO J.D. JC MUSEUM,227,241,468,-2.9914529914529915,standard_xlsx
Escambia,BREWTON CIVIC CENTER,1249,1616,2865,-12.809773123909249,standard_xlsx
Escambia,APPLETON VOL. FIRE,62,398,460,-73.04347826086956,standard_xlsx
Escambia,EAST BREWTON SAIL SITE,428,658,1086,-21.17863720073665,standard_xlsx
Escambia,RIVERVIEW TOWN HALL,45,295,340,-73.52941176470588,standard_xlsx
Escambia,ROCK HILL RIDGE RD VFD,89,194,283,-37.102473498233216,standard_xlsx
Escambia,BETHEL ROBERTS VOTING,6,71,77,-84.41558441558442,standard_xlsx
Escambia,BRADLEY VOL. FIRE DEPT.,11,53,64,-65.625,standard_xlsx
Escambia,DIXIE VOL. FIRE DEPT.,11,34,45,-51.111111111111114,standard_xlsx
Escambia,DAMASCUS BOYKIN SCHOOL,154,147,301,2.3255813953488373,standard_xlsx
Escambia,FLOMATON COMMUNITY HOUSE,130,256,386,-32.64248704663213,standard_xlsx
Escambia,FLOMATON CITY HALL,69,384,453,-69.5364238410596,standard_xlsx
Escambia,LITTLE ESCAMBIA VOTING,29,292,321,-81.93146417445483,standard_xlsx
Escambia,PINEVIEW VOTING HOUSE,15,180,195,-84.61538461538461,standard_xlsx
Escambia,BARNETTS CROSSROADS/ROBIN,5,125,130,-92.3076923076923,standard_xlsx
Escambia,HUXFORD MASONIC LODGE,12,223,235,-89.7872340425532,standard_xlsx
Escambia,WALLACE METHODIST CHURCH,14,62,76,-63.1578947368421,standard_xlsx
Escambia,McCALL SCHOOL,50,532,582,-82.81786941580756,standard_xlsx
Escambia,POLLARD TOWN HALL,61,206,267,-54.30711610486891,standard_xlsx
Escambia,COUNTY HWY. DEPT.,149,110,259,15.057915057915057,standard_xlsx
Escambia,RACHEL PATTERSON ELEM SCH,158,455,613,-48.450244698205545,standard_xlsx
Escambia,ATMORE PUBLIC LIBRARY,381,828,1209,-36.9727047146402,standard_xlsx
Escambia,CANOE CIVIC CLUB,46,305,351,-73.78917378917379,standard_xlsx
Escambia,LITTLE ROCK STORE,5,93,98,-89.79591836734694,standard_xlsx
Escambia,POARCH SAIL CENTER,132,210,342,-22.80701754385965,standard_xlsx
Escambia,McCULLOUGH VOL. FIRE DEPT,82,213,295,-44.40677966101695,standard_xlsx
Escambia,ATMORE CITY HALL,953,29,982,94.09368635437882,standard_xlsx
Escambia,NEW ORDER MISSIONARY BAPT,695,359,1054,31.87855787476281,standard_xlsx
Escambia,NOKOMIS VOTING HOUSE,66,317,383,-65.53524804177546,standard_xlsx
Escambia,ABSENTEE,142,377,519,-45.27938342967245,standard_xlsx
Escambia,PROVISIONAL,0,0,0,,standard_xlsx
Etowah,NOCCALULA KIWANIS PAVIL.,398,1414,1812,-56.07064017660044,standard_xlsx
Etowah,ELLIOTT COMMUNITY CENTER,441,717,1158,-23.83419689119171,standard_xlsx
Etowah,CARVER COMMUNITY CENTER,1193,18,1211,97.02725020644095,standard_xlsx
Etowah,NORTH GADSDEN REC. CTR,584,397,981,19.06218144750255,standard_xlsx
Etowah,ABUNDANT LIFE CHURCH,238,32,270,76.29629629629629,standard_xlsx
Etowah,WALNUT PARK REC. CTR,233,420,653,-28.637059724349157,standard_xlsx
Etowah,GADSDEN CONVENTION HALL,879,534,1413,24.416135881104033,standard_xlsx
Etowah,TABERNACLE ACTIVITY CTR,121,198,319,-24.137931034482758,standard_xlsx
Etowah,WALLACE HALL,1445,403,1848,56.38528138528139,standard_xlsx
Etowah,MEADOW BROOK BAPTIST CH,263,1256,1519,-65.37195523370639,standard_xlsx
Etowah,EAST GADSDEN REC. CTR,1309,281,1590,64.65408805031447,standard_xlsx
Etowah,SOUTHSIDE HS OLD LUNCH RM,601,3432,4033,-70.19588395735185,standard_xlsx
Etowah,TILLISON BEND WATER AUTH.,100,474,574,-65.15679442508711,standard_xlsx
Etowah,GEORGE WALLACE SENIOR CTR,434,2006,2440,-64.42622950819673,standard_xlsx
Etowah,HOKES BLUFF COMMUNITY CTR,408,2172,2580,-68.37209302325581,standard_xlsx
Etowah,LIBERTY METHODIST CHURCH,51,242,293,-65.18771331058021,standard_xlsx
Etowah,FORD’S VALLEY WATER,92,374,466,-60.51502145922747,standard_xlsx
Etowah,NEW UNION,33,227,260,-74.61538461538461,standard_xlsx
Etowah,NORTHEAST ETOWAH COMM CTR,392,1091,1483,-47.134187457855695,standard_xlsx
Etowah,BLACK CREEK BAPTIST CH,34,242,276,-75.3623188405797,standard_xlsx
Etowah,LOOKOUT MTN. COMM CTR,146,817,963,-69.67808930425753,standard_xlsx
Etowah,REECE CITY TOWN HALL,56,288,344,-67.44186046511628,standard_xlsx
Etowah,DUCK SPRINGS SCHOOL,81,390,471,-65.60509554140127,standard_xlsx
Etowah,CAVE SPRINGS,43,192,235,-63.40425531914894,standard_xlsx
Etowah,1ST UNITED METH-ATTALLA,601,541,1142,5.253940455341506,standard_xlsx
Etowah,ATTALLA RECREATION CENTER,288,1151,1439,-59.97220291869354,standard_xlsx
Etowah,MOUNTAINBORO VFD,129,726,855,-69.82456140350877,standard_xlsx
Etowah,SARDIS CITY HALL,107,675,782,-72.63427109974424,standard_xlsx
Etowah,DIST.,126,630,756,-66.66666666666667,standard_xlsx
Etowah,NEW UNION COMMUNITY CTR,136,751,887,-69.33483652762119,standard_xlsx
Etowah,EGYPT COMMUNITY CENTER,71,235,306,-53.59477124183007,standard_xlsx
Etowah,MORTON CHAPEL CHURCH,67,398,465,-71.18279569892474,standard_xlsx
Etowah,WALNUT GROVE V.F.D.,53,298,351,-69.8005698005698,standard_xlsx
