state,year,chamber,district,democratic_fundraising,republican_fundraising,democratic_finance_status,republican_finance_status,finance_complete,log_fundraising_ratio_d_to_r,smoothing_constant,race_finance_status,finance_warehouse_run_id,finance_missing,finance_model_eligible
NC,2016,house,40,259215.03,469639.08,observed_positive,observed_positive,1,-0.5925831881001127,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,41,295779.01,9442.11,observed_positive,observed_positive,1,3.347141118454856,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,42,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,43,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,44,195824.3,263969.97,observed_positive,observed_positive,1,-0.29730504620479986,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,45,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,46,1607.0,290592.47,observed_positive,observed_positive,1,-4.71715704180445,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,47,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,48,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,49,0.0,615761.29,observed_zero,observed_positive,1,-6.424482060876294,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,50,290345.50000000006,912.11,observed_positive,observed_positive,1,5.026302503774051,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,51,337042.04,214625.22000000003,observed_positive,observed_positive,1,0.44962845837189563,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,52,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,53,58187.76,863207.21,observed_positive,observed_positive,1,-2.681097802683115,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,54,145202.84,1924.15,observed_positive,observed_positive,1,3.9119911324102468,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,55,11217.81,40043.92,observed_positive,observed_positive,1,-1.2117479895902872,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,56,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,57,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,58,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,59,1150.0,85018.64,observed_positive,observed_positive,1,-3.689096174814355,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,60,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,61,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,62,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,63,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,64,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,65,17425.0,124716.35,observed_positive,observed_positive,1,-1.92031974066127,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,66,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,67,23843.0,123411.0,observed_positive,observed_positive,1,-1.6110145781134952,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,68,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,69,5935.299999999999,177866.7,observed_positive,observed_positive,1,-3.250016524018781,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,70,5044.62,150662.64,observed_positive,observed_positive,1,-3.222489960258296,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,71,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,72,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,73,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,74,3766.38,184748.24,observed_positive,observed_positive,1,-3.662805101522899,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,75,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,76,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,77,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,78,1316.0,64779.7,observed_positive,observed_positive,1,-3.346469720383028,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,79,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,80,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,81,12693.91,67971.8,observed_positive,observed_positive,1,-1.6167465169503923,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,82,8494.32,71201.56999999999,observed_positive,observed_positive,1,-2.0287680657553944,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,83,6371.75,68550.0,observed_positive,observed_positive,1,-2.2443907912367407,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,84,1258.0,43447.0,observed_positive,observed_positive,1,-2.9798180023912306,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,85,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,86,45279.81,135645.6,observed_positive,observed_positive,1,-1.0826849159350804,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,87,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,88,492345.12,642867.09,observed_positive,observed_positive,1,-0.2662833531205467,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,89,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,90,1953.54,0.0,observed_positive,observed_zero,1,1.0830044509272105,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,91,6224.12,65042.35,observed_positive,observed_positive,1,-2.2128707756406607,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,92,269739.02,24694.27,observed_positive,observed_positive,1,2.354887321198064,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,93,270130.88,320991.09,observed_positive,observed_positive,1,-0.17192221802868654,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,94,3489.0,37840.0,observed_positive,observed_positive,1,-2.157820683623329,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,95,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,96,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,97,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,98,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,99,,,observed_zero,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,100,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,101,51785.2,207.0,observed_positive,observed_positive,1,3.778092906274281,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,102,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,103,71768.71,568066.9299999999,observed_positive,observed_positive,1,-2.0567119995087575,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,104,10448.0,117996.79,observed_positive,observed_positive,1,-2.3412814757036373,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,105,32037.59,256533.3,observed_positive,observed_positive,1,-2.0535030280272113,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,106,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,107,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,108,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,109,4639.58,124925.43,observed_positive,observed_positive,1,-3.105880311704899,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,110,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,111,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,112,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,113,75591.68,35951.05,observed_positive,observed_positive,1,0.728894390889497,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,114,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,115,336371.37,194920.92,observed_positive,observed_positive,1,0.5434732033126249,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,116,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,117,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,house,118,0.0,304074.29000000004,observed_zero,observed_positive,1,-5.720555320718629,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,119,54433.08,12650.0,observed_positive,observed_positive,1,1.4014370058352417,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,house,120,734.0,35556.15,observed_positive,observed_positive,1,-3.0484185563367636,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,1,126153.0,677683.37,observed_positive,observed_positive,1,-1.674763614913824,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,2,0.0,70688.0,observed_zero,observed_positive,1,-4.272323369581918,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,3,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,4,157029.12000000002,4900.0,observed_positive,observed_positive,1,3.287826968930903,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,5,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,6,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,7,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,8,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,9,455975.44000000006,592058.25,observed_positive,observed_positive,1,-0.2606629758601146,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,10,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,11,3767.42,69480.23000000001,observed_positive,observed_positive,1,-2.693526966891237,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,12,27030.5,116198.08,observed_positive,observed_positive,1,-1.4305722917078794,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,13,92773.0,212649.60000000003,observed_positive,observed_positive,1,-0.8234603217728069,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,14,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,15,25717.01,0.0,observed_positive,observed_zero,1,3.285300441209434,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,16,0.0,1229.49,observed_zero,observed_positive,1,-0.8017728597647273,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,17,528442.78,381003.52,observed_positive,observed_positive,1,0.326395271766777,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,18,435286.62,1132593.33,observed_positive,observed_positive,1,-0.9548483917624363,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,19,23142.33,862141.7899999999,observed_positive,observed_positive,1,-3.5766122452350975,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,20,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,21,36378.28999999999,21543.15,observed_positive,observed_positive,1,0.5056588041924889,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,22,77519.0,36497.740000000005,observed_positive,observed_positive,1,0.7390599692248097,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,23,91785.73,1133.99,observed_positive,observed_positive,1,3.7722993895834054,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,24,5922.88,281879.05999999994,observed_positive,observed_positive,1,-3.7101875884602236,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,25,11482.05,282764.57,observed_positive,observed_positive,1,-3.123853303222835,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,26,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,27,210907.17,667594.73,observed_positive,observed_positive,1,-1.1490297903959086,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,28,68860.0,414.0,observed_positive,observed_positive,1,3.900070671904305,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,29,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,30,3573.0,69494.89,observed_positive,observed_positive,1,-2.7353707802458347,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,31,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,32,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,33,5249.0,14181.02,observed_positive,observed_positive,1,-0.8876245124390346,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,34,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,35,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,36,3135.16,139722.72,observed_positive,observed_positive,1,-3.5272654076047667,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,37,156821.57,4656.33,observed_positive,observed_positive,1,3.328689819072993,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,38,106611.0,0.0,observed_positive,observed_zero,1,4.678522872985775,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,39,6332.0,489572.1,observed_positive,observed_positive,1,-4.203323931089991,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,40,28972.14,664.0,observed_positive,observed_positive,1,2.891043941118429,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,41,0.0,459154.15,observed_zero,observed_positive,1,-6.131561542042415,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,42,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,43,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,44,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,45,0.0,103386.95,observed_zero,observed_positive,1,-4.648104667635387,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,46,0.0,162073.16999999998,observed_zero,observed_positive,1,-5.094198995788748,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,47,28008.95,254438.32,observed_positive,observed_positive,1,-2.1753765684353983,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,48,29045.46,152843.34,observed_positive,observed_positive,1,-1.633223243876811,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2016,senate,49,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2016,senate,50,473309.27,349065.9,observed_positive,observed_positive,1,0.30373815481035865,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,1,208622.27,104046.18,observed_positive,observed_positive,1,0.6909071338092829,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,2,171267.80000000002,121119.57,observed_positive,observed_positive,1,0.3440495959922924,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,3,29665.92,29009.83,observed_positive,observed_positive,1,0.02162694560060672,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,4,0.0,278692.88,observed_zero,observed_positive,1,-5.63369214403836,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,5,28711.46,200.0,observed_positive,observed_positive,1,3.209211273176278,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,6,572531.88,68255.78,observed_positive,observed_positive,1,2.114006916227809,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,7,116677.6,255575.29,observed_positive,observed_positive,1,-0.7794734680093216,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,8,37125.47,2881.5200000000004,observed_positive,observed_positive,1,2.284655733222945,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,9,0.0,662225.55,observed_zero,observed_positive,1,-6.497115128410729,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,10,1497.3,572501.76,observed_positive,observed_positive,1,-5.436550857186132,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,11,0.0,15145.57,observed_zero,observed_positive,1,-2.7816457086350326,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,12,0.0,177636.45,observed_zero,observed_positive,1,-5.185352734965434,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,13,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2018,house,14,33952.66,95002.56,observed_positive,observed_positive,1,-1.0103802832685038,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,15,3397.16,51743.0,observed_positive,observed_positive,1,-2.4844721841454644,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,16,24619.48,63092.09,observed_positive,observed_positive,1,-0.9169679557567039,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,17,38469.54,125887.14,observed_positive,observed_positive,1,-1.167768794761861,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,18,110114.93,207.0,observed_positive,observed_positive,1,4.5224271289398885,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,19,479811.6,0.0,observed_positive,observed_zero,1,6.175475509385866,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,20,547292.53,314040.92,observed_positive,observed_positive,1,0.5541064232380452,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,21,13084.13,23904.5,observed_positive,observed_positive,1,-0.5699998784513151,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,22,1620.0,120268.74,observed_positive,observed_positive,1,-3.834834756802962,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,23,29705.0,9270.0,observed_positive,observed_positive,1,1.0951984838408957,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,24,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
NC,2018,house,25,47517.8,153035.57,observed_positive,observed_positive,1,-1.1552528088483034,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,26,43129.29,119264.61,observed_positive,observed_positive,1,-1.0025706641636511,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,27,185301.01,6918.21,observed_positive,observed_positive,1,3.158198528775047,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,28,770.0,111431.27,observed_positive,observed_positive,1,-4.151362555029592,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,29,0.0,207.0,observed_zero,observed_positive,1,-0.18813794211539442,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,30,171943.8,1107.0,observed_positive,observed_positive,1,4.407701551407422,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,31,58333.33,2857.0,observed_positive,observed_positive,1,2.733281526218108,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,32,51042.3,207.0,observed_positive,observed_positive,1,3.7639189073239754,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,33,65507.1,5337.0,observed_positive,observed_positive,1,2.35090323853854,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,34,64124.05,6644.5,observed_positive,observed_positive,1,2.14230747761655,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,35,801443.57,330990.72,observed_positive,observed_positive,1,0.8825545180561516,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,36,853148.5700000001,671918.23,observed_positive,observed_positive,1,0.23848132669268443,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,37,961013.4599999998,242339.50000000003,observed_positive,observed_positive,1,1.3745708546328494,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,38,35996.009999999995,207.0,observed_positive,observed_positive,1,3.4226721268760745,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,39,0.0,0.0,observed_zero,observed_zero,1,0.0,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,40,192709.19,202895.09,observed_positive,observed_positive,1,-0.051247583069584816,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,41,226140.04,18304.24,observed_positive,observed_positive,1,2.465241982664439,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,42,17750.0,936.26,observed_positive,observed_positive,1,2.2704354750584783,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,43,32045.95,4952.0,observed_positive,observed_positive,1,1.714171719654438,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
NC,2018,house,44,217910.16,64931.54,observed_positive,observed_positive,1,1.2000444863798507,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
