state_code,cycle,chamber,district,build_run_id,democratic_candidate_result_id,republican_candidate_result_id,democratic_finance_candidate_cycle_id,republican_finance_candidate_cycle_id,democratic_fundraising,republican_fundraising,democratic_finance_status,republican_finance_status,finance_complete,log_fundraising_ratio_d_to_r,smoothing_constant,race_finance_status
NC,2020,lower,70,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-6768B9A666976618189B,LCAND-1BFD5A5C632D0BE5FA6A,FIN-FC37BCE2923626AE1C14,FIN-9E4CBE51726830113837,3440.64,74698.92,observed_positive,observed_positive,1,-2.835965383298322,1000.0,complete
NC,2020,lower,71,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-7F5023EF9885AB66F73A,,FIN-2F17F2B70560C45D8849,,20057.15,,observed_positive,,0,,1000.0,not_democratic_republican_contest
NC,2020,lower,72,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-EAB0355558B0584CDE0B,LCAND-7EA9F3FA596EE3687FEC,FIN-F46BC313DA713F272C81,FIN-240BFB666415AFF33B8F,10571.0,11006.59,observed_positive,observed_positive,1,-0.03695369782363656,1000.0,complete
NC,2020,lower,73,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-54A4E94AF4D9F3853875,LCAND-6C48FA5AFD30105068C8,FIN-29141550E2568FA002FB,FIN-4B4F5C3395B186873528,1272.74,15338.92,observed_positive,observed_positive,1,-1.9725638397220686,1000.0,complete
NC,2020,lower,74,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-34A426BA16E06CFA43C7,LCAND-616602CD9F286A79F4FE,FIN-EFEDA4224FBD322E901A,FIN-5F661A7D92706FE4DCD3,823086.38,253689.67,observed_positive,observed_positive,1,1.1742295308679849,1000.0,complete
NC,2020,lower,75,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1DF761D51A7571FA5AAE,LCAND-4604E2D57FC1E6AD227E,FIN-770BCCB0D7E4425ADE47,FIN-C6751F89D6C37FE35790,3580.0,232659.39,observed_positive,observed_positive,1,-3.93216545852867,1000.0,complete
NC,2020,lower,76,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-002D7F19B35D8B5365D2,LCAND-31C1D8B324596479AD40,FIN-0442F8EE3C29597A9AA4,FIN-E66FFAAE91D76557C6F3,38063.55,94425.34,observed_positive,observed_positive,1,-0.8931543544971839,1000.0,complete
NC,2020,lower,77,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-846CE703739FD5298ED1,LCAND-C6CC6DB91618E1EFBFF2,FIN-6082715040DC8A4007F1,FIN-9ADC1D1B77EC1B3741C4,13865.06,176766.09,observed_positive,observed_positive,1,-2.4814550922115806,1000.0,complete
NC,2020,lower,78,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-9B371864E90C727A083D,,FIN-18E95CDC009D2699624D,,25243.92,,observed_positive,0,,1000.0,not_democratic_republican_contest
NC,2020,lower,79,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-C9D7282A44134EFD5C06,LCAND-5A24C77C0513E77D058A,FIN-228B67EF3310885A7DA0,FIN-FFDF3D576EB1C5227F0C,552.38,127697.69,observed_positive,observed_positive,1,-4.417676928570934,1000.0,complete
NC,2020,lower,8,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-09EFAAB598C6EED1D0E0,LCAND-2266195A04A69D7B1C9C,FIN-1262F2D60B4D3573F109,FIN-DEC04EC9F3CADDC2861E,46088.52,7125.0,observed_positive,observed_positive,1,1.7570835063675856,1000.0,complete
NC,2020,lower,80,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1A510869C36F6D35EF20,LCAND-3879A5D8AD43DF7DBC88,FIN-C586B413DB5949157D76,FIN-1FF31E02B6367C44232F,1965.0,12450.0,observed_positive,observed_positive,1,-1.5121020735981594,1000.0,complete
NC,2020,lower,81,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-76AEB50AE645728F1F13,LCAND-CEB3D42B9186D710AB80,FIN-3DA06FA2D4E052D94C2D,FIN-D125938C7CE54828F418,2700.0,97745.78,observed_positive,observed_positive,1,-3.2842158490407063,1000.0,complete
NC,2020,lower,82,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-AB120122056F57A62664,LCAND-77130AED302EB330FD0A,FIN-5FE5E6934EAFCE1A482F,FIN-7E3C18AED6752E83A959,1342424.9400000002,903874.4,observed_positive,observed_positive,1,0.39518140795785656,1000.0,complete
NC,2020,lower,83,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1292E91BCA97FEC5990E,LCAND-79F0F5EDB5EE0031BD57,FIN-F0F0997EB73364D9958D,FIN-63FCA9555AE2F379B99E,957959.68,99799.88,observed_positive,observed_positive,1,2.2527118650435836,1000.0,complete
NC,2020,lower,84,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B08C913E5C498FC05CAA,LCAND-B268921801967A513537,FIN-75AE5C5D78DD5E72F453,FIN-3E2E6054C3048C7072E7,647.74,57734.36,observed_positive,observed_positive,1,-3.5736202527669345,1000.0,complete
NC,2020,lower,85,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1A7B51BBA264C1BDD702,LCAND-E915993E41AAB634962B,FIN-2043DBEC6B3A4162C405,FIN-691EC9596F7F58A9CE23,820.9399999999999,17680.3,observed_positive,observed_positive,1,-2.328116641355427,1000.0,complete
NC,2020,lower,86,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-31B4C04784E211ABBDF8,LCAND-EA5D22BBA3A3FA3B2A21,FIN-85D255DDEC0D26B30B49,FIN-56E51B4715296861EB4D,19015.6,95270.0,observed_positive,observed_positive,1,-1.5706447742777927,1000.0,complete
NC,2020,lower,87,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-5B8D82814EA766686A95,LCAND-16DFB4050D10DECC10EF,FIN-F2432CA90E9E8C06C172,FIN-6B24D21F3FA675FF47AA,0.0,309402.08,observed_zero,observed_positive,1,-5.73786848931754,1000.0,complete
NC,2020,lower,88,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-A924AE5195414AB71671,LCAND-DF6FBD5A2F849E5769F5,FIN-588A4823BFAABC430A33,FIN-DCC4F92CC3C5E0534C52,63479.03999999999,6372.92,observed_positive,observed_positive,1,2.1685263812015325,1000.0,complete
NC,2020,lower,89,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-202C64725C45436C5F22,LCAND-6B21722456C0791E107C,FIN-AA2ACB57AD1C6CB6EBCD,FIN-4240AA85358FC72CC722,20580.0,89794.92,observed_positive,observed_positive,1,-1.4368363770755956,1000.0,complete
NC,2020,lower,9,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E548FB49A4CAF50F1473,LCAND-BA930033632160C1593C,FIN-123B5C0FDA8C247E4D68,FIN-5FC7E0C01FB0DDA64BD5,817401.05,726669.28,observed_positive,observed_positive,1,0.11750583836441275,1000.0,complete
NC,2020,lower,90,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-61A9269BD19C1616FF44,LCAND-B0866C1C9F4D7B5BFD6D,FIN-39A67BD8F72EA021124F,FIN-295AA3BB1FFFD1AC1A49,21160.2,0.0,observed_positive,observed_zero,1,3.098297887109114,1000.0,complete
NC,2020,lower,91,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-84EE5A16CEEA1BEEC7EB,LCAND-7362071FADB46D6E0DBB,FIN-A163D61EE40218E516A6,FIN-32CAF7CF5099C1AB24BC,6856.389999999999,136833.36,observed_positive,observed_positive,1,-2.864718205861508,1000.0,complete
NC,2020,lower,92,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-AB46CC9FB803B36F2692,LCAND-000F6D3891C1453CB296,FIN-D71DE85E5C3FFACD95CB,FIN-BA631F9A7A38AEE1E54C,54456.46000000001,280.0,observed_positive,observed_positive,1,3.7687381304316645,1000.0,complete
NC,2020,lower,93,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B5B9C66AB6164897190D,LCAND-6D6212850BB09EEC488D,FIN-1E683CB06A6AB4C0404E,FIN-5EB56AC550DC0D24A013,706713.6700000002,240025.75,observed_positive,observed_positive,1,1.0771358167335698,1000.0,complete
NC,2020,lower,94,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-6061F04E84E346E9E5E2,,FIN-B154F7E6A574B3ED5599,,45361.42,,observed_positive,0,,1000.0,not_democratic_republican_contest
NC,2020,lower,95,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-284F5217DAB666C4A4B4,LCAND-4A6B5CBD4708CE5E4E20,FIN-951A56836DB80B60BC6D,FIN-C9CFA5D7BA9992A99BE1,1567.8,34830.0,observed_positive,observed_positive,1,-2.635736030142016,1000.0,complete
NC,2020,lower,96,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-FA5CE7C5AD2A92279ED7,LCAND-5C555D7358702CBA6584,FIN-F0A99849EE6B69595038,FIN-256F7BD67B1B9CC4165A,59827.77,60098.92,observed_positive,observed_positive,1,-0.004447761962600379,1000.0,complete
NC,2020,lower,97,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D57E0EAF955879DF3DDB,LCAND-C8FC42542CF1B651940C,FIN-F8DFFCCF9635789BACDB,FIN-D7AB1E96AC53C169B0BB,3794.13,448381.97,observed_positive,observed_positive,1,-4.540480985911782,1000.0,complete
NC,2020,lower,98,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-87430677A609768BB093,LCAND-C9AB23640E052C963D54,FIN-89B7FA3A4DEEFF858EA8,FIN-86AD36E2181A93C57E9A,1005108.63,361817.33,observed_positive,observed_positive,1,1.0199458424722956,1000.0,complete
NC,2020,lower,99,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B0047EB4F23438BCABD4,LCAND-503BD666F82EE175F7E1,FIN-BD9663D2337C54BA98E6,FIN-9F66E8A7F48B8CB0D76D,39382.74,0.0,observed_positive,observed_zero,1,3.6984024659565673,1000.0,complete
NC,2020,upper,1,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-75A2B1459B1B34EFF349,LCAND-C44AB4553327CCB5715E,FIN-F20776A3604552EA1361,FIN-39179017CCDC88C9A6F7,2940113.89,1526076.8400000003,observed_positive,observed_positive,1,0.6554330378844856,1000.0,complete
NC,2020,upper,10,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E80D057994DBD27DFF3A,LCAND-4B2C4ED7B0199C2B4DAA,FIN-50BC7D42CDB4444A6077,FIN-EAF074EF0A6EC0857370,3323.67,1076459.72,observed_positive,observed_positive,1,-5.51825685980781,1000.0,complete
NC,2020,upper,11,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B4C582998131DBD1A871,LCAND-917217D6A09AE173C946,FIN-5D5C6B47DB89EFDAFD41,FIN-E93C04152A04F37DBF59,1288213.66,993549.2,observed_positive,observed_positive,1,0.25949817643656947,1000.0,complete
NC,2020,upper,12,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-4FC94B3D94280CBEC084,LCAND-B9822BD02E0F666D4298,FIN-F7D25840715C7F4CC1A0,FIN-EE9D38D09739BE0C710E,19122.24,236490.92,observed_positive,observed_positive,1,-2.46830372012236,1000.0,complete
NC,2020,upper,13,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F979903ED15B5EEA0E58,LCAND-2257416575F16D8C9734,FIN-4D6B8B49D956525B4247,FIN-34FC2977171B2D41724A,88101.8,595595.14,observed_positive,observed_positive,1,-1.901459189592978,1000.0,complete
NC,2020,upper,14,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-6E7E99121125D1532A9B,LCAND-AAB9A1ABB2BB3974CD61,FIN-F6793996CBFD67377BC9,FIN-70DF17E4A726B230EB2B,509171.16,300.0,observed_positive,observed_positive,1,5.972382012790303,1000.0,complete
NC,2020,upper,15,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B8E5ACC0EEAD414B612A,LCAND-8EAF79E6BC5780F31973,FIN-507CC7329A0190CAFE8B,FIN-35790343CEEE7AEEFE95,0.0,0.0,observed_zero,observed_zero,1,0.0,1000.0,complete
NC,2020,upper,16,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1C12B9C39FEE96EC3865,LCAND-F5486C14AAFF059C351F,FIN-02762B1A57F120E7E00E,FIN-BCE362D6BC0E51CA894C,0.0,540.0,observed_zero,observed_positive,1,-0.4317824164255378,1000.0,complete
NC,2020,upper,17,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-7DCAD0919B3E452BBFCC,LCAND-B6BEAA9E429B8A84BDE0,FIN-1A2EFB1DCC7E3F6E143F,FIN-52F79BDD8A49DEE6D6CC,700868.48,147012.41,observed_positive,observed_positive,1,1.5564499144460386,1000.0,complete
NC,2020,upper,18,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-A3D97B34A990E1B347DE,LCAND-329CA5DA1825B71FEC31,FIN-906B78C3FE11F5BEC3ED,FIN-24A535A00D70372D90B7,0.0,39349.72,observed_zero,observed_positive,1,-3.6975844554105923,1000.0,complete
NC,2020,upper,19,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-DDAE85F133BA1B58E49C,LCAND-1E271C7EFF0CC568BD35,FIN-6484DA5A20A8370A80A9,FIN-1E9CB01632609C5859C0,1102332.3099999998,607214.03,observed_positive,observed_positive,1,0.595563409163207,1000.0,complete
NC,2020,upper,2,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B234ECCCC11DF3714CC5,LCAND-52DD89174C005CB0CC2C,FIN-22F467C5A3CF81566A31,FIN-95A9D331970B0465C424,20006.71,60162.59,observed_positive,observed_positive,1,-1.068693817607957,1000.0,complete
NC,2020,upper,20,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-75DD8F91C9E7300B64B8,LCAND-D375AE4747204CBF3194,FIN-6F77F54D9AC5DEBD7BFF,FIN-8A021988033FF7534BE3,0.0,0.0,observed_zero,observed_zero,1,0.0,1000.0,complete
NC,2020,upper,21,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-0B74C1AD98C10F7C9A46,LCAND-FA6701B2DBB58D16C09F,FIN-9DBE0E063BC77C35E0B1,FIN-0C7EF0C5CFA1A5327C7E,48669.19,3850.69,observed_positive,observed_positive,1,2.326263858484437,1000.0,complete
NC,2020,upper,22,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-85842976FA61CD777E1E,LCAND-BECAF3230363E758E37B,FIN-34EA6C621D7D78765FDE,FIN-641E4D18577ACA436BB7,132062.69,3870.0,observed_positive,observed_positive,1,3.307726433458603,1000.0,complete
NC,2020,upper,23,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-FAD43E618BF5074F4187,LCAND-A54BB774D7A78852A0A4,FIN-E19399D585B3A6DB6E38,FIN-D47AE6B947E8466AE8B8,197635.41,0.0,observed_positive,observed_zero,1,5.291471033804464,1000.0,complete
NC,2020,upper,24,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1E9310D24198F2E1AB2A,LCAND-319FA608B4520F74976A,FIN-3E389431511E1CC2C994,FIN-0FA27DAC3EF76D6D566A,2314347.35,1691560.96,observed_positive,observed_positive,1,0.3133169765984583,1000.0,complete
NC,2020,upper,25,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-3435D577D87D844A9123,LCAND-2E6693F0EC168DEC8241,FIN-AA864D2C1E144E565662,FIN-28490A02241B63F5D4F8,500607.65,520799.54,observed_positive,observed_positive,1,-0.039465250739836984,1000.0,complete
NC,2020,upper,26,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-2C26737CF29F4E3C6EC2,LCAND-B385AB190E8F48EF5117,FIN-03EDEDA502583878E30D,FIN-439815DFE97AC31B6F72,16443.190000000002,107671.0,observed_positive,observed_positive,1,-1.8293756546057773,1000.0,complete
NC,2020,upper,27,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-BE231E4A3FBDCA07A5C2,LCAND-A97F72FA5E2F188D8A53,FIN-2545B7660B8C66331574,FIN-577DFADB9DF67E49EC4F,347370.46,0.0,observed_positive,observed_zero,1,5.853266453783217,1000.0,complete
NC,2020,upper,28,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-CDEDB273D8C917697E65,LCAND-1364DEB5E88AEC8A4BF8,FIN-BC339E31DA339A801C6D,FIN-4A24C5BDD5CBC3435149,137371.96,2880.0,observed_positive,observed_positive,1,3.574110267865931,1000.0,complete
NC,2020,upper,29,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-7C54242DAC5A8C551D4D,LCAND-1A36E560662DB19CD8A5,FIN-9DBF38E353D4FF669BD4,FIN-65586BA428975E5BD8B6,1812.74,58283.92,observed_positive,observed_positive,1,-3.0481790084339577,1000.0,complete
NC,2020,upper,3,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-4ADF28750A2DAB396E68,LCAND-9D68F863665A0E4088B3,FIN-C95D3AF415F8B5F5E486,FIN-10D1FA56AE1A92A0BE3E,56064.1,223190.84,observed_positive,observed_positive,1,-1.3683224560326424,1000.0,complete
NC,2020,upper,30,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-7C2A91D83FFEE94EE0AC,LCAND-0E012F5B3403C603CE45,FIN-0B8E4FCF048ED3AD22CC,FIN-642D054BA23702AA837D,20156.42,2986929.7800000003,observed_positive,observed_positive,1,-4.950392639776438,1000.0,complete
NC,2020,upper,31,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-C81ACC55702F2ACF84A1,LCAND-E01F16A65773080C3499,FIN-53315AE2E2344326A9CF,FIN-04213E470861CDB43CAA,2828721.9199999995,1561296.0599999998,observed_positive,observed_positive,1,0.5940218728333372,1000.0,complete
NC,2020,upper,32,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-05C2282A15DC31622871,LCAND-66273A410B3BCBFBC060,FIN-AB53C91DDDDDBED46950,FIN-6356FF5D47E7710067C0,202465.0,4382.63,observed_positive,observed_positive,1,3.6323168976083715,1000.0,complete
NC,2020,upper,33,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-5D324C46964CC4E486FE,LCAND-184A2B0AAF0867DBF653,FIN-FE2DED041764F0177D1E,FIN-44379B64CF65CB130AD4,21681.710000000003,47431.92,observed_positive,observed_positive,1,-0.7586002276347856,1000.0,complete
NC,2020,upper,34,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1D86A3A8B808AA2FB400,LCAND-DA1805F6803408EC76B9,FIN-DD3518C97D48E3204E79,FIN-172A64218402C08EC86D,0.0,180648.92,observed_zero,observed_positive,1,-5.20207581314995,1000.0,complete
NC,2020,upper,35,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-AF9094BDEC69EEAB6422,LCAND-4DD42C40EF2285DA4A97,FIN-A3A5A3CDDEF12F36063B,FIN-40B64CCF4E01CA6326AF,24003.86,237642.04,observed_positive,observed_positive,1,-2.255934475661374,1000.0,complete
NC,2020,upper,36,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-31CBCFCA528A557C9D15,LCAND-E0AC6147E5EF2241A73B,FIN-2226DDC7FB3E1D718100,FIN-68B3FE7794F42711DA9F,61582.7,512952.06,observed_positive,observed_positive,1,-2.105641110538184,1000.0,complete
NC,2020,upper,37,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-98392FC4C2A49B9C4A9E,LCAND-ECA768DC8398AC323DA8,FIN-EBD0146A1B9AF3F99EBA,FIN-52F2850C879C04C9EC64,1059351.05,272594.7,observed_positive,observed_positive,1,1.3547074973079152,1000.0,complete
NC,2020,upper,38,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-5CEAF0FD5C6FC617BA07,LCAND-4B932B50799E6A8924E7,FIN-E9948C20775BF2A789AB,FIN-6933ED4DA25CD9E145D8,0.0,0.0,observed_zero,observed_zero,1,0.0,1000.0,complete
NC,2020,upper,39,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-EF45467CB9B1B26E20F3,LCAND-5D9C2A112BF36FA20032,FIN-F4F8DBCFC64DF357028A,FIN-F3DFE9EDF53DB33B7379,150624.77,5011.32,observed_positive,observed_positive,1,3.227764491988276,1000.0,complete
NC,2020,upper,4,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-10AA8F443B19B437B543,LCAND-A0370AF326164A27D88B,FIN-1B745CF2600231FD462D,FIN-B5DFE0990CEC7F82F308,103547.74,16878.010000000002,observed_positive,observed_positive,1,1.7660723431773575,1000.0,complete
NC,2020,upper,40,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-DD7E470E0A1A5B9761D6,LCAND-B930A1962DA0EC43F489,FIN-2912CC11587C70862150,FIN-8D2CF6079ED1B465C43D,27560.74,7528.0,observed_positive,observed_positive,1,1.2086781800763728,1000.0,complete
NC,2020,upper,41,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-AE4C48264FE687A68168,,FIN-BE11C1B01275D65B2A69,,372014.08,,observed_positive,,0,,1000.0,not_democratic_republican_contest
NC,2020,upper,42,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-BD5E71993B968F71E53F,LCAND-6EC4F488088BA65CE424,FIN-02FAD5F30A10D5F6C618,FIN-5585B81C6508284E6C9F,280.0,175649.77000000002,observed_positive,observed_positive,1,-4.927308993863157,1000.0,complete
NC,2020,upper,43,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-8AC4438C35A6CFBB44E7,LCAND-1BCE78D7A01C9BE2CA46,FIN-478D9C36533D65F4E2C5,FIN-E97E1EA753D8BBFA42B3,1311.01,259613.92,observed_positive,observed_positive,1,-4.725355420045912,1000.0,complete
NC,2020,upper,44,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-9E0E981EB08B4C79887E,LCAND-548355BAD096A8700B31,FIN-ED7C9F578F50B911B68F,FIN-7C3FF8D4459DFC526983,292.0,126401.32,observed_positive,observed_positive,1,-4.591150698791481,1000.0,complete
NC,2020,upper,45,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-C008E9DCD6797F3EB3D2,LCAND-299589D1D7491168FAFA,FIN-D477CDAE2E5E9FBCE1BF,FIN-EF99F92FD3908A02E2FB,19172.5,144257.16999999998,observed_positive,observed_positive,1,-1.9741854669401284,1000.0,complete
NC,2020,upper,46,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-CD09E401AAD6718A6E95,LCAND-193A9456D74A44E1E5BC,FIN-878647878D7F3C0439B5,FIN-AD766253D23D2F825E43,73811.35,150338.83000000002,observed_positive,observed_positive,1,-0.7045516188622236,1000.0,complete
NC,2020,upper,47,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F80F6FBF833832DA7547,LCAND-87EFD125AFD2AEB7BA86,FIN-8FA40BF7C8D69E88F69F,FIN-81171BB392D8E313A748,38337.54,337077.33,observed_positive,observed_positive,1,-2.1510953770660723,1000.0,complete
NC,2020,upper,48,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-C8D6AA04F8808CED7F6B,LCAND-06AC5320B6A851ECF84B,FIN-A48ECA82C18E91BFF510,FIN-94ECA1F242190756A43D,124833.01,567080.65,observed_positive,observed_positive,1,-1.5073076875969806,1000.0,complete
NC,2020,upper,49,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F69BA0CE13F15D99AEDF,LCAND-F776268926772493186D,FIN-C805F0126C3093A97A60,FIN-9A0B9072FC472AEDC75F,213923.56,27639.74,observed_positive,observed_positive,1,2.0154871661874836,1000.0,complete
NC,2020,upper,5,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-BD52A80C4C87EEE98A9D,LCAND-B96439D49FB4A0EADF9E,FIN-58BDA47E60C9625E9D5D,FIN-56800FC99F7E64F5BBAB,110147.58,18952.0,observed_positive,observed_positive,1,1.7175294788558362,1000.0,complete
NC,2020,upper,50,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-A7ECF389B4863A824B55,LCAND-8FFC60BA67039060AD67,FIN-1C9001E11D35E2EF11BC,FIN-F431E78AD788C3D3AA07,5588.24,167510.43000000002,observed_positive,observed_positive,1,-3.2417114054622003,1000.0,complete
NC,2020,upper,6,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-76A0DEAE1125B2C9D2F8,LCAND-D340B3F244ABF0E4C406,FIN-418AC1B99CBD88FBEAD1,FIN-121917D987D0D181CBC9,12594.1,52309.26,observed_positive,observed_positive,1,-1.3664741745814144,1000.0,complete
NC,2020,upper,7,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-518050F5D9E2AB0BC5F6,LCAND-8C1C2848BB494E21C910,FIN-9EDACB0C3A653B931EBC,FIN-B6C614B1F6F418C7EBFD,2056773.3000000005,1339569.27,observed_positive,observed_positive,1,0.4285301237465172,1000.0,complete
NC,2020,upper,8,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-20BB7C1F1CEBC2417F1C,LCAND-A971A94A273F7C0BE639,FIN-373ECA060F3312972337,FIN-D815403AFA9631D988C5,58303.57000000001,509005.0,observed_positive,observed_positive,1,-2.151751023039415,1000.0,complete
NC,2020,upper,9,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-827C8FA0D31D08FEE0AC,LCAND-362C47481D0D9F167778,FIN-9BA620B0B7A0D0B2DDE3,FIN-2653BCA4C5751407CCAC,1646842.42,1148470.75,observed_positive,observed_positive,1,0.3601651889321315,1000.0,complete
NC,2022,lower,1,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-DF907B36D1BEF72A5FC7,,FIN-9FD6CFAEA675C67DFAD7,,50266.33,,observed_positive,0,,1000.0,not_democratic_republican_contest
NC,2022,lower,10,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-4D559A8133509A9D9B71,,FIN-C8FE9E53692A6E40700D,,941555.08,,observed_positive,0,,1000.0,not_democratic_republican_contest
NC,2022,lower,100,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-12703967DDD11BFF53C3,,FIN-FED9B149EAA1B497FBA1,,35380.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
NC,2022,lower,101,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-2AA7C77015EACD9882C3,LCAND-EF46120108530A148B33,FIN-75001D0D413B99077656,FIN-0FE80D59E70B6FD134BD,23139.42,140.0,observed_positive,observed_positive,1,3.052817926462327,1000.0,complete
NC,2022,lower,102,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D7684DC3F37AC12A79B7,LCAND-153891369444936E56C4,FIN-15C663B2BE86366AA8E9,FIN-E705274244EBA5D135DD,0.0,440.0,observed_zero,observed_positive,1,-0.3646431135879093,1000.0,complete
NC,2022,lower,103,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E514191169F7BFDCDFF8,LCAND-F550334DB50510DD66E6,FIN-690EF87A3973197385CD,FIN-50D388E9D0BF3299EC7D,853609.8300000001,799304.4400000001,observed_positive,observed_positive,1,0.06565282032392071,1000.0,complete
NC,2022,lower,104,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-4ED0332B8B77673CFF2B,LCAND-F72F6C0EF04B4EF7F10B,FIN-874D2A800E0CEDE0D2D7,FIN-3A6DA8523ACB496B8636,0.0,156870.28,observed_zero,observed_positive,1,-5.061773683153262,1000.0,complete
NC,2022,lower,105,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-46D6D6475E51712D53F3,LCAND-978BB53D7003D191B1D1,FIN-F5810F26EE5B58E82035,FIN-1C666E78474E644AA247,140813.86,3891.17,observed_positive,observed_positive,1,3.367083813950442,1000.0,complete
NC,2022,lower,106,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-CEA3DD8216A49604238C,LCAND-394D238F6C1D9EC4D645,FIN-A54CF4A72E1D89267C7A,FIN-796D3E09E9176D0C5E6D,95005.0,5270.58,observed_positive,observed_positive,1,2.72853141909104,1000.0,complete
