state,year,chamber,district,heda_dem_votes,heda_rep_votes,heda_total_votes,dem_two_party_share,heda_dem_margin,precinct_fragment_rows,office,baseline_dem_votes,baseline_rep_votes,context_fragment_rows,split_context_rows,expected_context_groups,allocated_context_groups,incomplete_context_groups,baseline_dem_margin,baseline_allocation_quality,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,model_eligible_permissive,model_eligible,heda_dem_vote_delta,heda_rep_vote_delta,result_source,baseline_source,panel_source,baseline_office,minimum_party_vote_coverage,allocated_votes,source_votes,source_legislative_turnout,matched_legislative_turnout,legislative_turnout_join_coverage,cycle_gate,coverage_gate,allocated_context_votes,statewide_context_votes,minimum_party_context_footprint_share,staging_reconciliation_gate,reconciliation_status,legislative_turnout
NC,2002,senate,36,13363.0,,16027.0,,,56.0,USS,16013.322171486554,31378.4434297311,56.0,1.0,56.0,56.0,0.0,-32.4214999448127,includes_turnout_share_allocation,13363.0,31428.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"harris, larry","hartsell, fletcher l, jr",13363.0,31428.0,-40.33176307740394,-7.91026313259124,-1.0,True,True,True,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,39,18244.0,37700.0,57863.0,0.3261118261118261,-0.3477763477763477,56.0,USS,24990.90129281872,36950.38196344877,56.0,1.0,56.0,56.0,0.0,-19.307770265511795,includes_turnout_share_allocation,18244.0,37700.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"spencer, joe","rucho, robert (bob)",18244.0,37700.0,-34.77763477763478,-15.469864512122983,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,40,23704.0,29979.0,54955.0,0.4415550546728014,-0.1168898906543971,47.0,USS,22806.25299613098,33384.2895034339,47.0,2.0,47.0,47.0,0.0,-18.82529699261194,includes_turnout_share_allocation,23704.0,29979.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"odom, t l (fountain)","pittenger, robert",23704.0,29979.0,-11.688989065439712,7.136307927172227,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,41,14261.0,,14261.0,,,43.0,USS,16422.0,28771.0,43.0,0.0,43.0,43.0,0.0,-27.32502821233377,whole_precincts,14261.0,30338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"crosby, victor","sloan, r b, jr",14261.0,30338.0,-36.0478934505258,-8.722865238192028,0.0,True,True,True,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,43,18958.0,16805.0,35763.0,0.5301009423146827,0.0602018846293655,41.0,USS,13080.7736202058,22625.787963829123,41.0,1.0,41.0,41.0,0.0,-26.731821604158828,includes_turnout_share_allocation,18958.0,16805.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"hoyle, david w","harrington, michael",18958.0,16805.0,6.020188462936555,32.752010067095384,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,45,18602.0,32971.0,53341.0,0.3606926104744731,-0.2786147790510538,82.0,USS,22346.304859529235,31204.61313591496,82.0,2.0,82.0,82.0,0.0,-16.541842059811817,includes_turnout_share_allocation,18602.0,32971.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"laws, mollie m","foxx, virginia",18602.0,32971.0,-27.861477905105385,-11.319635845293568,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,46,22251.0,19118.0,42441.0,0.5378665184075032,0.0757330368150064,54.0,USS,18431.0,23996.0,54.0,0.0,54.0,54.0,0.0,-13.116647417917836,whole_precincts,22251.0,19118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"dalton, walter","weatherly, john",22251.0,19118.0,7.573303681500641,20.68995109941848,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,47,25022.0,24375.0,51016.0,0.5065489807073305,0.0130979614146608,100.0,USS,23699.865902073223,27623.54300838112,100.0,9.0,100.0,100.0,0.0,-7.64500486153145,includes_turnout_share_allocation,25022.0,24375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"queen, joe s","thompson, gregg",25022.0,24375.0,1.309796141466081,8.954801002997531,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,48,16291.0,32685.0,48976.0,0.3326323097027115,-0.3347353805945769,64.0,USS,20028.071080689748,31053.02132420692,64.0,1.0,64.0,64.0,0.0,-21.583231141823266,includes_turnout_share_allocation,16291.0,32685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"burris, robert c","apodaca, thomas m",16291.0,32685.0,-33.473538059457695,-11.890306917634431,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,49,26459.0,20845.0,47304.0,0.5593395907322848,0.1186791814645695,55.0,USS,24618.92891931025,23528.97867579308,55.0,1.0,55.0,55.0,0.0,2.2637541234045715,includes_turnout_share_allocation,26459.0,20845.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"metcalf, steve","clark, rl l",26459.0,20845.0,11.86791814645696,9.604164023052387,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2002,senate,50,23164.0,30032.0,53196.0,0.4354462741559515,-0.1291074516880968,104.0,USS,24696.134097926777,29553.45699161888,104.0,9.0,104.0,104.0,0.0,-8.953658075826763,includes_turnout_share_allocation,23164.0,30032.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"robinson, dan","carpenter, robert c (bob) 1",23164.0,30032.0,-12.910745168809685,-3.9570870929829214,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,2,16949.0,10607.0,27556.0,0.6150747568587603,0.2301495137175206,44.0,USP,12559.0,16031.0,44.0,0.0,44.0,44.0,0.0,-12.144106330884926,whole_precincts,16949.0,10607.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"culpepper, bill","beall, daniel m",16949.0,10607.0,23.01495137175207,35.15905770263699,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,3,15156.0,13947.0,29612.0,0.5207710545304608,0.0415421090609215,36.0,USP,10507.610882367282,19571.63300154101,36.0,19.0,36.0,36.0,0.0,-30.13380972658947,includes_turnout_share_allocation,15156.0,13947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"underhill, alice g","speciale, michael d",15156.0,13947.0,4.154210906092155,34.28802063268162,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,6,16192.0,13272.0,29464.0,0.5495519956557154,0.0991039913114309,34.0,USP,12196.230314904698,18968.61198231077,34.0,4.0,34.0,34.0,0.0,-21.73083888189985,includes_turnout_share_allocation,16192.0,13272.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"williams, arthur","klemm, al",16192.0,13272.0,9.91039913114309,31.641238013042937,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,8,17033.0,5973.0,23006.0,0.7403720768495176,0.480744153699035,33.0,USP,13170.705363066108,11863.436896056724,33.0,8.0,33.0,33.0,0.0,5.221942311736258,includes_turnout_share_allocation,17033.0,5973.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"warren, edith d","hendrix, curt",17033.0,5973.0,48.07441536990351,42.85247305816725,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,10,10793.0,14529.0,25322.0,0.4262301555959245,-0.147539688808151,39.0,USP,9412.763430559962,17112.014646125986,39.0,17.0,39.0,39.0,0.0,-29.026637634089425,includes_turnout_share_allocation,10793.0,14529.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"llewellyn, james d (lew)","laroque, stephen",10793.0,14529.0,-14.7539688808151,14.27266875327432,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,12,13573.0,7473.0,21046.0,0.6449206500047515,0.289841300009503,39.0,USP,10940.80751352958,10768.348369551484,39.0,31.0,39.0,39.0,0.0,0.7944074145807825,includes_turnout_share_allocation,13573.0,7473.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"wainwright, william l","wetherington, john p, jr",13573.0,7473.0,28.98413000095029,28.18972258636952,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,13,8513.0,20607.0,29120.0,0.292342032967033,-0.4153159340659341,46.0,USP,9625.0,20323.0,46.0,0.0,46.0,46.0,0.0,-35.72191799118472,whole_precincts,8513.0,20607.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"fulcher, g malcolm 2","preston, jean r",8513.0,20607.0,-41.53159340659341,-5.809675415408691,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,14,7406.0,11479.0,18885.0,0.3921630924013767,-0.2156738151972465,12.0,USP,6616.551817349827,13560.35570397936,12.0,2.0,12.0,12.0,0.0,-34.414609271956955,includes_turnout_share_allocation,7406.0,11479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"clark, kever m","cleveland, george g",7406.0,11479.0,-21.56738151972465,12.847227752232309,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,17,16288.0,16745.0,33583.0,0.4930826749008567,-0.0138346501982865,24.0,USP,13291.479056953363,21018.590802931147,24.0,5.0,24.0,24.0,0.0,-22.52141070401129,includes_turnout_share_allocation,16288.0,16745.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"redwine, e david","stiller, bonner",16288.0,16745.0,-1.3834650198286562,21.13794568418264,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,18,14712.0,8347.0,23059.0,0.6380155253913873,0.2760310507827746,33.0,USP,14025.146834078978,11859.287782379488,33.0,10.0,33.0,33.0,0.0,8.36741881285806,includes_turnout_share_allocation,14712.0,8347.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"wright, thomas e","roberts, frankie",14712.0,8347.0,27.603105078277466,19.235686265419403,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,23,17040.0,8804.0,25844.0,0.6593406593406593,0.3186813186813186,29.0,USP,12998.65777094308,14913.707560878369,29.0,5.0,29.0,29.0,0.0,-6.86093696169861,includes_turnout_share_allocation,17040.0,8804.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"tolson, joe p","williams, henry, ii",17040.0,8804.0,31.86813186813187,38.72906882983048,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,34,18755.0,17952.0,36707.0,0.5109379682349415,0.0218759364698831,26.0,USP,19263.088791180257,20362.253210551946,26.0,2.0,26.0,26.0,0.0,-2.7738925744126988,includes_turnout_share_allocation,18755.0,17952.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"martin, grier g, iii","munford, don",18755.0,17952.0,2.187593646988313,4.961486221401012,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,38,20121.0,10131.0,30252.0,0.6651130503768345,0.3302261007536692,26.0,USP,19130.286539281427,14225.544970276806,26.0,7.0,26.0,26.0,0.0,14.704300108960409,includes_turnout_share_allocation,20121.0,10131.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"ross, deborah k","jeffreys, phil",20121.0,10131.0,33.02261007536692,18.31830996640652,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,39,18480.0,15488.0,33968.0,0.5440414507772021,0.0880829015544041,23.0,USP,18663.007728355187,18186.413925575835,23.0,8.0,23.0,23.0,0.0,1.2933549059609477,includes_turnout_share_allocation,18480.0,15488.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"coleman, linda","ellis, j sam",18480.0,15488.0,8.808290155440414,7.514935249479466,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,40,16848.0,29528.0,47519.0,0.3632913575987579,-0.273417284802484,26.0,USP,21788.33558755437,30321.340085929,26.0,4.0,26.0,26.0,0.0,-16.375086561355715,includes_turnout_share_allocation,16848.0,29528.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"oshaughnessy, joe","eddins, rick",16848.0,29528.0,-27.341728480248403,-10.966641918892687,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,42,10746.0,5476.0,16222.0,0.6624337319689311,0.3248674639378621,16.0,USP,9834.584311028471,7723.211113698016,16.0,9.0,16.0,16.0,0.0,12.025275077285771,includes_turnout_share_allocation,10746.0,5476.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"lucas, marvin w","white, bob",10746.0,5476.0,32.48674639378622,20.46147131650045,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,44,13764.0,9812.0,23576.0,0.5838140481845945,0.167628096369189,26.0,USP,11265.217011674851,13459.528358566113,26.0,10.0,26.0,26.0,0.0,-8.874960344515259,includes_turnout_share_allocation,13764.0,9812.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"dickson, margaret h","reagan, ralph",13764.0,9812.0,16.7628096369189,25.63776998143416,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,45,15100.0,10001.0,25101.0,0.6015696585793394,0.2031393171586789,25.0,USP,11337.199930509909,15386.147986504304,25.0,12.0,25.0,25.0,0.0,-15.151350304489776,includes_turnout_share_allocation,15100.0,10001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"glazier, richard b","lawrence, robert t",15100.0,10001.0,20.31393171586789,35.46528202035767,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,49,15121.0,11567.0,26688.0,0.5665842326139089,0.1331684652278177,34.0,USP,12323.358246325555,15037.41770285543,34.0,7.0,34.0,34.0,0.0,-9.919526630278616,includes_turnout_share_allocation,15121.0,11567.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"allen, lucy t","mccormick, renee",15121.0,11567.0,13.316846522781775,23.23637315306039,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,51,12869.0,13255.0,26124.0,0.4926121574031541,-0.0147756851936916,20.0,USP,10261.854850498066,16271.649399282258,20.0,2.0,20.0,20.0,0.0,-22.649833554623484,includes_turnout_share_allocation,12869.0,13255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"cox, leslie","sauls, john",12869.0,13255.0,-1.4775685193691626,21.17226503525432,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,53,10217.0,14633.0,24850.0,0.4111468812877263,-0.1777062374245472,20.0,USP,8958.145149501934,16484.350600717742,20.0,2.0,20.0,20.0,0.0,-29.581238904798973,includes_turnout_share_allocation,10217.0,14633.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"taylor, louise","lewis, david w",10217.0,14633.0,-17.770623742454728,11.810615162344243,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,57,16606.0,12707.0,29313.0,0.5665063282502644,0.1330126565005287,29.0,USP,17051.723959299547,15088.498751613755,29.0,7.0,29.0,29.0,0.0,6.108312395169468,includes_turnout_share_allocation,16606.0,12707.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"priceharrison, mary p (pricey)","bowie, joanne w",16606.0,12707.0,13.301265650052878,7.1929532548834105,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,58,21087.0,10374.0,32079.0,0.6702584151807,0.3405168303613998,33.0,USP,19888.532654493927,15182.07639896011,33.0,6.0,33.0,33.0,0.0,13.41994445651148,includes_turnout_share_allocation,21087.0,10374.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"adams, alma","wright, olga m",21087.0,10374.0,34.051683036139984,20.631738579628504,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,59,18327.0,12884.0,31970.0,0.5871968216333985,0.1743936432667969,29.0,USP,18197.600293242795,16834.206016817763,29.0,2.0,29.0,29.0,0.0,3.89187546984549,includes_turnout_share_allocation,18327.0,12884.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"jeffus, margaret m","rumley, jim",18327.0,12884.0,17.439364326679698,13.547488856834208,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,63,12753.0,10482.0,23235.0,0.548870238863783,0.0977404777275661,19.0,USP,11351.471535866269,13858.017876294016,19.0,2.0,19.0,19.0,0.0,-9.942868335995206,includes_turnout_share_allocation,12753.0,10482.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"bordsen, alice","rudd, jerry",12753.0,10482.0,9.774047772756616,19.716916108751825,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,65,13890.0,12493.0,26383.0,0.526475381874692,0.052950763749384,25.0,USP,10857.175575761965,15894.257833464932,25.0,4.0,25.0,25.0,0.0,-18.82920507715903,includes_turnout_share_allocation,13890.0,12493.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"cole, nelson","sexton, wayne",13890.0,12493.0,5.295076374938407,24.12428145209744,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,67,10332.0,19974.0,30306.0,0.3409225895862205,-0.3181548208275589,37.0,USP,9215.927118682488,22459.46586558647,37.0,7.0,37.0,37.0,0.0,-41.81017976156178,includes_turnout_share_allocation,10332.0,19974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mabry, june","almond, david",10332.0,19974.0,-31.81548208275589,9.994697678805895,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,69,14139.0,8147.0,22286.0,0.6344341739208472,0.2688683478416943,32.0,USP,10949.75012318349,13912.928471012005,32.0,4.0,32.0,32.0,0.0,-11.918178230885813,includes_turnout_share_allocation,14139.0,8147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"gibson, pryor","morton, hilda l",14139.0,8147.0,26.88683478416944,38.805013015055245,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,74,12510.0,21248.0,33758.0,0.3705788257598199,-0.2588423484803602,35.0,USP,14908.31198410698,22204.257875989693,35.0,16.0,35.0,35.0,0.0,-19.65896169245691,includes_turnout_share_allocation,12510.0,21248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"brandon, tom","folwell, dale r",12510.0,21248.0,-25.88423484803602,-6.22527315557911,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,77,15026.0,9751.0,24777.0,0.6064495298058683,0.2128990596117367,26.0,USP,10315.57757601304,15493.230299658871,26.0,3.0,26.0,26.0,0.0,-20.06157257858636,includes_turnout_share_allocation,15026.0,9751.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"coates, lorene t","butner, mac",15026.0,9751.0,21.28990596117367,41.35147853976003,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,85,8234.0,16047.0,24281.0,0.3391128866191673,-0.3217742267616655,31.0,USP,8276.062806824495,16481.68841365749,31.0,5.0,31.0,31.0,0.0,-33.14366290281048,includes_turnout_share_allocation,8234.0,16047.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"tate, philip j","gillespie, mitch",8234.0,16047.0,-32.17742267616655,0.9662402266439258,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,87,10415.0,15519.0,25934.0,0.4015963599907457,-0.1968072800185085,23.0,USP,8542.782267548118,18277.75776392565,23.0,4.0,23.0,23.0,0.0,-36.29671693766639,includes_turnout_share_allocation,10415.0,15519.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"tucker, woody","starnes, edgar v",10415.0,15519.0,-19.68072800185085,16.615988935815537,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,88,12096.0,15587.0,27683.0,0.4369468626955171,-0.1261062746089657,31.0,USP,9522.157333033758,18652.18266584284,31.0,2.0,31.0,31.0,0.0,-32.405463031869154,includes_turnout_share_allocation,12096.0,15587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"harbinson, joel","hollo, mark w",12096.0,15587.0,-12.61062746089658,19.794835570972573,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,90,13374.0,9698.0,23072.0,0.5796636615811374,0.1593273231622746,33.0,USP,8419.18586958055,15648.831281403196,33.0,3.0,33.0,33.0,0.0,-30.03839230489806,includes_turnout_share_allocation,13374.0,9698.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"harrell, james (jim)","conaway, jack",13374.0,9698.0,15.932732316227462,45.971124621125526,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,91,12533.0,16870.0,29403.0,0.4262490222086181,-0.1475019555827636,34.0,USP,9339.824424238035,20528.742166535063,34.0,4.0,34.0,34.0,0.0,-37.46051123107284,includes_turnout_share_allocation,12533.0,16870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mitchell, robert w","holloway, bryan r",12533.0,16870.0,-14.750195558276369,22.71031567279648,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,93,15595.0,17953.0,34626.0,0.4648563252652915,-0.0702873494694169,42.0,USP,15709.0,19951.0,42.0,0.0,42.0,42.0,0.0,-11.89568143578239,whole_precincts,15595.0,17953.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"tarleton, cullie","wilson, william e (gene)",15595.0,17953.0,-7.028734946941696,4.866946488840694,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,97,11374.0,17888.0,29262.0,0.3886952361424373,-0.2226095277151254,32.0,USP,9434.0,20052.0,32.0,0.0,32.0,32.0,0.0,-36.010309977616494,whole_precincts,11374.0,17888.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"fortenberry, ken h","kiser, joe l",11374.0,17888.0,-22.260952771512542,13.749357206103952,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,103,12463.0,18195.0,31745.0,0.4065170591688956,-0.1869658816622088,22.0,USP,16197.213912159375,20506.700427110445,22.0,4.0,22.0,22.0,0.0,-11.741217776165946,includes_turnout_share_allocation,12463.0,18195.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"sowers, sid","gulley, jim 1",12463.0,18195.0,-18.696588166220888,-6.9553703900549415,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,107,16807.0,7836.0,24643.0,0.6820192346711034,0.3640384693422067,23.0,USP,18006.64544128313,11685.642046644349,23.0,8.0,23.0,23.0,0.0,21.28836788748197,includes_turnout_share_allocation,16807.0,7836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"cunningham, w pete","houck, kenny",16807.0,7836.0,36.403846934220674,15.115479046738702,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
NC,2004,house,108,7519.0,16505.0,24024.0,0.312978687978688,-0.374042624042624,23.0,USP,7683.86338805546,17380.751696655385,23.0,6.0,23.0,23.0,0.0,-38.68756123254782,includes_turnout_share_allocation,7519.0,16505.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"manning, william f, sr","rayfield, john m",7519.0,16505.0,-37.4042624042624,1.2832988282854174,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
