cycle,chamber,district,party,candidate,candidate_norm,source_file,votes_wikipedia,incumbent_wikipedia,winner_wikipedia
2022,house,4,R,Patrick Johnson,PATRICK JOHNSON,2022_house.html,2535,False,False
2022,house,4,R,Sheila Banister,SHEILA BANISTER,2022_house.html,1398,False,False
2022,house,5,R,Danny F. Crawford,DANNY F CRAWFORD,2022_house.html,12332,False,True
2022,house,6,L,Greg Turner,GREG TURNER,2022_house.html,2597,False,False
2022,house,6,R,Andy Whitt,ANDY WHITT,2022_house.html,11052,False,True
2022,house,7,D,Mose Jones Jr.,MOSE JONES,2022_house.html,3133,False,False
2022,house,7,L,Marc Durocher,MARC DUROCHER,2022_house.html,304,False,False
2022,house,7,R,Ernie Yarbrough,ERNIE YARBROUGH,2022_house.html,11225,False,True
2022,house,7,R,Proncey Robertson,PRONCEY ROBERTSON,2022_house.html,3631,True,False
2022,house,8,L,Angela Walser,ANGELA WALSER,2022_house.html,1255,False,False
2022,house,8,R,Terri Collins,TERRI COLLINS,2022_house.html,7234,False,True
2022,house,9,L,Gregory Bodine,GREGORY BODINE,2022_house.html,953,False,False
2022,house,9,R,Scott Stadthagen,SCOTT STADTHAGEN,2022_house.html,11041,True,True
2022,house,10,D,Marilyn Lands,MARILYN LANDS,2022_house.html,6608,False,False
2022,house,10,L,Elijah Boyd,ELIJAH BOYD,2022_house.html,503,False,False
2022,house,10,R,David Cole,DAVID COLE,2022_house.html,7581,False,True
2022,house,11,R,Randall Shedd,RANDALL SHEDD,2022_house.html,12552,True,True
2022,house,12,D,"James C. Fields, Jr.",JAMES C FIELDS,2022_house.html,2030,False,False
2022,house,12,R,Corey Harbison,COREY HARBISON,2022_house.html,11958,True,True
2022,house,13,L,Mark Davenport,MARK DAVENPORT,2022_house.html,663,False,False
2022,house,13,R,Charlie Waits,CHARLIE WAITS,2022_house.html,1337,False,False
2022,house,13,R,Greg Barnes,GREG BARNES,2022_house.html,1082,False,False
2022,house,13,R,Keith Davis,KEITH DAVIS,2022_house.html,980,False,False
2022,house,13,R,Matt Dozier,MATT DOZIER,2022_house.html,821,False,False
2022,house,13,R,Matt Woods,MATT WOODS,2022_house.html,11422,False,True
2022,house,14,R,Cory Franks,CORY FRANKS,2022_house.html,1664,False,False
2022,house,14,R,"Timothy ""Tim"" Wadsworth",TIMOTHY TIM WADSWORTH,2022_house.html,13396,True,True
2022,house,14,R,Tom Fredricks,TOM FREDRICKS,2022_house.html,3776,False,False
2022,house,15,D,Richard Rouco,RICHARD ROUCO,2022_house.html,6166,False,False
2022,house,15,R,Brad Tompkins,BRAD TOMPKINS,2022_house.html,2676,False,False
2022,house,15,R,Leigh Hulsey,LEIGH HULSEY,2022_house.html,10818,False,True
2022,house,16,R,Kyle South,KYLE SOUTH,2022_house.html,13177,True,True
2022,house,17,R,Tracy Estes,TRACY ESTES,2022_house.html,12850,True,True
2022,house,18,L,Talia Shimp,TALIA SHIMP,2022_house.html,571,False,False
2022,house,18,R,Jamie Kiel,JAMIE KIEL,2022_house.html,10783,True,True
2022,house,19,D,Laura Hall,LAURA HALL,2022_house.html,8721,True,True
2022,house,20,R,Angela McClure,ANGELA MCCLURE,2022_house.html,1409,False,False
2022,house,20,R,Frances Taylor,FRANCES TAYLOR,2022_house.html,3138,False,False
2022,house,20,R,James D. Brown,JAMES D BROWN,2022_house.html,1162,False,False
2022,house,20,R,James Lomax,JAMES LOMAX,2022_house.html,14816,False,True
2022,house,21,R,Rex Reynolds,REX REYNOLDS,2022_house.html,12386,True,True
2022,house,22,R,Ritchie Whorton,RITCHIE WHORTON,2022_house.html,12984,True,True
2022,house,23,R,Mike Kirkland,MIKE KIRKLAND,2022_house.html,10980,False,True
2022,house,23,R,Tommy Hanes,TOMMY HANES,2022_house.html,3708,True,False
2022,house,24,R,Don Stout,DON STOUT,2022_house.html,2894,False,False
2022,house,24,R,Nathaniel Ledbetter,NATHANIEL LEDBETTER,2022_house.html,11285,True,True
2022,house,25,D,Mallory Hagan,MALLORY HAGAN,2022_house.html,7837,False,False
2022,house,25,R,Buck Clemons,BUCK CLEMONS,2022_house.html,1799,False,False
2022,house,25,R,Phillip K. Rigsby,PHILLIP K RIGSBY,2022_house.html,10813,False,True
2022,house,26,D,Ben Alford,BEN ALFORD,2022_house.html,1078,False,False
2022,house,26,R,Annette Holcomb,ANNETTE HOLCOMB,2022_house.html,1288,False,False
2022,house,26,R,Brock Colvin,BROCK COLVIN,2022_house.html,8258,False,True
2022,house,26,R,Todd Mitchem,TODD MITCHEM,2022_house.html,1190,False,False
2022,house,27,D,Herb Neu,HERB NEU,2022_house.html,1583,False,False
2022,house,27,R,Wes Kitchens,WES KITCHENS,2022_house.html,13150,True,True
2022,house,28,R,Gil Isbell,GIL ISBELL,2022_house.html,2465,True,False
2022,house,28,R,Mack Butler,MACK BUTLER,2022_house.html,6566,False,True
2022,house,29,L,Clifford Foy Valentin,CLIFFORD FOY VALENTIN,2022_house.html,779,False,False
2022,house,29,R,Jamie W. Grant,JAMIE W GRANT,2022_house.html,3940,False,False
2022,house,29,R,Mark A. Gidley,MARK A GIDLEY,2022_house.html,12612,False,True
2022,house,30,R,Craig Lipscomb,CRAIG LIPSCOMB,2022_house.html,12325,True,True
2022,house,31,R,Chadwick Smith,CHADWICK SMITH,2022_house.html,2346,False,False
2022,house,31,R,Troy B. Stubbs,TROY B STUBBS,2022_house.html,11418,False,True
2022,house,32,D,Barbara Boyd,BARBARA BOYD,2022_house.html,5522,True,True
2022,house,32,R,Evan Jackson,EVAN JACKSON,2022_house.html,4390,False,False
2022,house,33,D,"Fred Crum, Sr.",FRED CRUM,2022_house.html,3571,False,False
2022,house,33,R,Ben Robbins,BEN ROBBINS,2022_house.html,9534,True,True
2022,house,34,R,David Standridge,DAVID STANDRIDGE,2022_house.html,12222,True,True
2022,house,35,R,Steve Hurst,STEVE HURST,2022_house.html,10880,True,True
2022,house,36,R,Randy Wood,RANDY WOOD,2022_house.html,12449,True,True
2022,house,37,R,Bob Fincher,BOB FINCHER,2022_house.html,11937,True,True
2022,house,38,L,"Charles A. Temm, Jr.",CHARLES A TEMM,2022_house.html,1161,False,False
2022,house,38,R,Debbie Hamby Wood,DEBBIE HAMBY WOOD,2022_house.html,9162,True,True
2022,house,38,R,Micah J. Messer,MICAH J MESSER,2022_house.html,2311,False,False
2022,house,39,R,Brent Rhodes,BRENT RHODES,2022_house.html,2147,False,False
2022,house,39,R,Ginny Shaver,GINNY SHAVER,2022_house.html,11224,True,True
2022,house,40,D,Pam Howard,PAM HOWARD,2022_house.html,2221,False,False
2022,house,40,R,Bill Lester,BILL LESTER,2022_house.html,1317,False,False
2022,house,40,R,Bill McAdams,BILL MCADAMS,2022_house.html,1007,False,False
2022,house,40,R,Chad Robertson,CHAD ROBERTSON,2022_house.html,10772,False,True
2022,house,40,R,Gayla Blanton,GAYLA BLANTON,2022_house.html,574,False,False
2022,house,40,R,Jakob Williamson,JAKOB WILLIAMSON,2022_house.html,92,False,False
2022,house,40,R,Julie Borrelli,JULIE BORRELLI,2022_house.html,2364,False,False
2022,house,40,R,Katie Exum,KATIE EXUM,2022_house.html,1414,False,False
2022,house,41,D,Chris Nelson,CHRIS NELSON,2022_house.html,3203,False,False
2022,house,41,L,"Matthew Gregory Morris, Jr.",MATTHEW GREGORY MORRIS,2022_house.html,418,False,False
2022,house,41,R,Corley Ellis,CORLEY ELLIS,2022_house.html,10897,True,True
2022,house,42,L,Doug Ward,DOUG WARD,2022_house.html,931,False,False
2022,house,42,R,"Ivan ""Van"" Smith",IVAN VAN SMITH,2022_house.html,12336,True,True
2022,house,43,D,Prince Cleveland,PRINCE CLEVELAND,2022_house.html,3760,False,False
2022,house,43,L,Jason Newell Davis Burr,JASON NEWELL DAVIS BURR,2022_house.html,644,False,False
2022,house,43,R,Arnold Mooney,ARNOLD MOONEY,2022_house.html,12751,True,True
2022,house,44,L,John Wiley Boone,JOHN WILEY BOONE,2022_house.html,2088,False,False
2022,house,44,R,Danny Garrett,DANNY GARRETT,2022_house.html,11396,True,True
2022,house,45,L,Kari Mitchell Whitaker,KARI MITCHELL WHITAKER,2022_house.html,1950,False,False
2022,house,45,R,Dickie Drake,DICKIE DRAKE,2022_house.html,2486,True,False
2022,house,45,R,Susan DuBose,SUSAN DUBOSE,2022_house.html,12060,False,True
2022,house,47,D,Christian Coleman,CHRISTIAN COLEMAN,2022_house.html,601,False,True
2022,house,47,D,Jim Toomey,JIM TOOMEY,2022_house.html,596,False,False
2022,house,48,L,Bruce Stutts,BRUCE STUTTS,2022_house.html,2184,False,False
2022,house,48,R,Jim Carns,JIM CARNS,2022_house.html,12518,True,True
2022,house,48,R,William Wentowski,WILLIAM WENTOWSKI,2022_house.html,2217,False,False
2022,house,49,R,Michael Hart,MICHAEL HART,2022_house.html,1670,False,False
2022,house,49,R,Russell Bedsole,RUSSELL BEDSOLE,2022_house.html,4492,True,True
2022,house,52,D,"John W. Rogers, Jr.",JOHN W ROGERS,2022_house.html,3362,True,True
2022,house,52,D,LaTanya Millhouse,LATANYA MILLHOUSE,2022_house.html,1649,False,False
2022,house,54,D,Brit Blalock,BRIT BLALOCK,2022_house.html,502,False,False
2022,house,54,D,Edward Maddox,EDWARD MADDOX,2022_house.html,1411,False,False
2022,house,54,D,Neil Rafferty,NEIL RAFFERTY,2022_house.html,2719,True,True
2022,house,55,D,Antwon Bernard Womack,ANTWON BERNARD WOMACK,2022_house.html,594,False,False
2022,house,55,D,"Fred ""Coach"" Plump",FRED COACH PLUMP,2022_house.html,10018,False,True
2022,house,55,D,Phyllis E. Oden-Jones,PHYLLIS E ODEN JONES,2022_house.html,1032,False,False
2022,house,55,D,"Roderick ""Rod"" Scott",RODERICK ROD SCOTT,2022_house.html,1212,True,False
2022,house,55,D,Travis Hendrix,TRAVIS HENDRIX,2022_house.html,915,False,False
2022,house,56,D,Cleo King,CLEO KING,2022_house.html,714,False,False
2022,house,56,D,Jesse Matthews,JESSE MATTHEWS,2022_house.html,1011,False,False
2022,house,56,D,Ontario J. Tillman,ONTARIO J TILLMAN,2022_house.html,9008,False,True
2022,house,56,D,Tereshia Huffman,TERESHIA HUFFMAN,2022_house.html,1199,False,False
2022,house,56,L,Carson B. Lester,CARSON B LESTER,2022_house.html,869,False,False
2022,house,57,D,Charles Ray Winston III,CHARLES RAY WINSTON,2022_house.html,1370,False,False
2022,house,57,D,"Kevin ""K.D."" Dunn",KEVIN K D DUNN,2022_house.html,1282,False,False
2022,house,57,D,Patrick Sellers,PATRICK SELLERS,2022_house.html,9221,False,True
2022,house,57,L,Manijeh Nancy Jones,MANIJEH NANCY JONES,2022_house.html,218,False,False
2022,house,57,R,Delor Baumann,DELOR BAUMANN,2022_house.html,4752,False,False
2022,house,58,D,Rolanda Hollis,ROLANDA HOLLIS,2022_house.html,8385,True,True
2022,house,59,D,Mary Moore,MARY MOORE,2022_house.html,8859,True,True
2022,house,60,D,Juandalynn Givan,JUANDALYNN GIVAN,2022_house.html,9872,True,True
2022,house,60,D,Nina Taylor,NINA TAYLOR,2022_house.html,1286,False,False
2022,house,60,L,J.P. French,J P FRENCH,2022_house.html,1126,False,False
2022,house,61,L,Damon Pruet,DAMON PRUET,2022_house.html,1239,False,False
2022,house,61,R,Kimberly Madison,KIMBERLY MADISON,2022_house.html,2846,False,False
2022,house,61,R,Ron Bolton,RON BOLTON,2022_house.html,10546,False,True
2022,house,62,D,Brenda T. Cephus,BRENDA T CEPHUS,2022_house.html,3094,False,False
2022,house,62,R,Bill Lamb,BILL LAMB,2022_house.html,8803,False,True
2022,house,63,D,Samuel Adams,SAMUEL ADAMS,2022_house.html,2827,False,False
2022,house,63,R,Cynthia Almond,CYNTHIA ALMOND,2022_house.html,5541,True,True
2022,house,64,L,Jeff May,JEFF MAY,2022_house.html,1133,False,False
2022,house,64,R,Angelo Jacob Fermo,ANGELO JACOB FERMO,2022_house.html,2910,False,False
2022,house,64,R,Donna Givens,DONNA GIVENS,2022_house.html,11041,False,True
2022,house,65,D,Marcus Caster,MARCUS CASTER,2022_house.html,4759,False,False
2022,house,65,R,Brett Easterbrook,BRETT EASTERBROOK,2022_house.html,12693,True,True
2022,house,65,R,Dee Ann Campbell,DEE ANN CAMPBELL,2022_house.html,2861,False,False
2022,house,66,R,Alan Baker,ALAN BAKER,2022_house.html,12042,True,True
2022,house,67,D,Larine Irby Pettway,LARINE IRBY PETTWAY,2022_house.html,3055,False,False
2022,house,67,D,Prince Chestnut,PRINCE CHESTNUT,2022_house.html,10335,True,True
2022,house,68,D,"Thomas E. ""Action"" Jackson",THOMAS E ACTION JACKSON,2022_house.html,9537,True,True
2022,house,68,R,Fred Kelley,FRED KELLEY,2022_house.html,8981,False,False
2022,house,72,D,Curtis L. Travis,CURTIS L TRAVIS,2022_house.html,3106,False,True
2022,house,72,D,Ralph A. Howard,RALPH A HOWARD,2022_house.html,2794,True,False
2022,house,74,D,Malcolm Calhoun,MALCOLM CALHOUN,2022_house.html,1143,False,False
2022,house,74,D,Phillip Ensler,PHILLIP ENSLER,2022_house.html,2170,False,True
2022,house,76,D,"Patrice ""Penni"" McClammy",PATRICE PENNI MCCLAMMY,2022_house.html,8312,True,True
2022,house,76,L,Scott Manges,SCOTT MANGES,2022_house.html,816,False,False
2022,house,79,L,Amanda Frison,AMANDA FRISON,2022_house.html,1692,False,False
2022,house,79,R,Joe Lovvorn,JOE LOVVORN,2022_house.html,7690,True,True
2022,house,80,R,Chris E. Blackshear,CHRIS E BLACKSHEAR,2022_house.html,8113,True,True
2022,house,81,R,Ed Oliver,ED OLIVER,2022_house.html,12116,True,True
2022,house,82,D,Pebblin Walker Warren,PEBBLIN WALKER WARREN,2022_house.html,6257,True,True
2022,house,82,D,Terrence Kareem Johnson,TERRENCE KAREEM JOHNSON,2022_house.html,1735,False,False
2022,house,82,R,"Lennora ""Tia"" Pierrot",LENNORA TIA PIERROT,2022_house.html,2526,False,False
2022,house,83,D,Jeremy Gray,JEREMY GRAY,2022_house.html,6540,True,True
2022,house,84,D,Berry Forte,BERRY FORTE,2022_house.html,7463,True,True
2022,house,85,D,Dexter Grimsley,DEXTER GRIMSLEY,2022_house.html,5668,True,False
2022,house,85,R,Rick Rehm,RICK REHM,2022_house.html,6665,False,True
2022,house,86,R,Paul W. Lee,PAUL W LEE,2022_house.html,10697,True,True
2022,house,87,R,Eric E. Johnson,ERIC E JOHNSON,2022_house.html,2003,False,False
2022,house,87,R,Jeff Sorrells,JEFF SORRELLS,2022_house.html,12957,True,True
2022,house,88,L,"Justin ""Tyler"" May",JUSTIN TYLER MAY,2022_house.html,1524,False,False
2022,house,88,R,Jerry Starnes,JERRY STARNES,2022_house.html,10020,False,True
2022,house,88,R,Will Dismukes,WILL DISMUKES,2022_house.html,2520,True,False
2022,house,89,R,Marcus B. Paramore,MARCUS B PARAMORE,2022_house.html,7855,False,True
2022,house,90,R,Chris Sells,CHRIS SELLS,2022_house.html,11567,True,True
2022,house,91,R,Les W. Hogan,LES W HOGAN,2022_house.html,2571,False,False
2022,house,91,R,Rhett Marques,RHETT MARQUES,2022_house.html,9794,True,True
2022,house,92,D,Steve Hubbard,STEVE HUBBARD,2022_house.html,1795,False,False
2022,house,92,R,Greg White,GREG WHITE,2022_house.html,4923,False,False
2022,house,92,R,Matthew Hammett,MATTHEW HAMMETT,2022_house.html,11812,False,True
2022,house,93,R,Steve Clouse,STEVE CLOUSE,2022_house.html,10333,True,True
2022,house,94,L,"Margaret ""Maggie"" Helveston",MARGARET MAGGIE HELVESTON,2022_house.html,1815,False,False
2022,house,94,R,Jennifer Fidler,JENNIFER FIDLER,2022_house.html,14207,False,True
2022,house,94,R,Joe Faust,JOE FAUST,2022_house.html,3276,True,False
2022,house,95,D,Richard Brackner,RICHARD BRACKNER,2022_house.html,2465,False,False
2022,house,95,R,Frances Holk-Jones,FRANCES HOLK JONES,2022_house.html,14242,False,True
2022,house,95,R,"Michael T. Ludvigsen, Jr.",MICHAEL T LUDVIGSEN,2022_house.html,1144,False,False
2022,house,95,R,Reginald C. Pulliam,REGINALD C PULLIAM,2022_house.html,1345,False,False
2022,house,96,R,Danielle R. Duggar,DANIELLE R DUGGAR,2022_house.html,2753,False,False
2022,house,96,R,Matt Simpson,MATT SIMPSON,2022_house.html,11990,True,True
2022,house,97,D,Adline Clarke,ADLINE CLARKE,2022_house.html,7337,True,True
2022,house,98,D,"Napoleon Bracy, Jr.",NAPOLEON BRACY,2022_house.html,7655,True,True
2022,house,99,D,"Levi Wright, Jr.",LEVI WRIGHT,2022_house.html,452,False,False
2022,house,99,D,Sam Jones,SAM JONES,2022_house.html,8252,True,True
2022,house,100,L,Peyton Warren,PEYTON WARREN,2022_house.html,1627,False,False
2022,house,100,R,Joe Piggott,JOE PIGGOTT,2022_house.html,1289,False,False
2022,house,100,R,Mark Shirey,MARK SHIREY,2022_house.html,9781,False,True
2022,house,100,R,Pete Kupfer,PETE KUPFER,2022_house.html,1474,False,False
2022,house,101,R,Chris Pringle,CHRIS PRINGLE,2022_house.html,8968,False,True
2022,house,102,R,Shane Stringer,SHANE STRINGER,2022_house.html,10472,False,True
2022,house,103,D,Barbara Drummond,BARBARA DRUMMOND,2022_house.html,6015,False,True
2022,house,104,L,Jon Dearman,JON DEARMAN,2022_house.html,1960,False,False
2022,house,104,R,Margie Wilcox,MARGIE WILCOX,2022_house.html,8871,False,True
2022,house,105,L,Mark Lewis,MARK LEWIS,2022_house.html,1107,False,False
2022,house,105,R,Chip Brown,CHIP BROWN,2022_house.html,10554,False,True
2022,senate,1,D,14,,2022_senate.html,8,False,False
2022,senate,1,L,11,,2022_senate.html,0,False,False
2022,senate,1,R,29,,2022_senate.html,27,False,False
2022,senate,1,R,John Sutherland,JOHN SUTHERLAND,2022_senate.html,7361,False,False
2022,senate,1,R,Tim Melson,TIM MELSON,2022_senate.html,35480,True,True
2022,senate,2,D,Kim Caudle Lewis,KIM CAUDLE LEWIS,2022_senate.html,20749,False,False
2022,senate,2,R,Bill Holtzclaw,BILL HOLTZCLAW,2022_senate.html,6789,False,False
2022,senate,2,R,Tom Butler,TOM BUTLER,2022_senate.html,25951,True,True
2022,senate,3,L,Rick Chandler,RICK CHANDLER,2022_senate.html,4566,False,False
2022,senate,3,R,Arthur Orr,ARTHUR ORR,2022_senate.html,30578,True,True
2022,senate,4,R,Garlan Gudger,GARLAN GUDGER,2022_senate.html,38265,True,True
2022,senate,5,R,Greg Reed,GREG REED,2022_senate.html,36159,True,True
2022,senate,6,L,Kyle Richard-Garrison,KYLE RICHARD GARRISON,2022_senate.html,4598,False,False
2022,senate,6,R,Larry Stutts,LARRY STUTTS,2022_senate.html,30883,True,True
2022,senate,7,D,Korey Wilson,KOREY WILSON,2022_senate.html,17295,False,False
2022,senate,7,R,Sam Givhan,SAM GIVHAN,2022_senate.html,29095,True,True
2022,senate,8,R,Steve Livingston,STEVE LIVINGSTON,2022_senate.html,33758,True,True
2022,senate,9,R,Clay Scofield,CLAY SCOFIELD,2022_senate.html,32709,True,True
2022,senate,10,R,Andrew Jones,ANDREW JONES,2022_senate.html,32153,True,True
2022,senate,11,R,Lance Bell,LANCE BELL,2022_senate.html,33505,False,True
2022,senate,11,R,Michael Wright,MICHAEL WRIGHT,2022_senate.html,4663,False,False
2022,senate,12,D,Danny McCullars,DANNY MCCULLARS,2022_senate.html,10271,False,False
2022,senate,12,R,Keith Kelley,KEITH KELLEY,2022_senate.html,28786,False,True
2022,senate,12,R,Wayne Willis,WAYNE WILLIS,2022_senate.html,4560,False,False
2022,senate,12,R,Wendy Ghee Draper,WENDY GHEE DRAPER,2022_senate.html,7083,False,False
2022,senate,13,R,John Coker,JOHN COKER,2022_senate.html,4039,False,False
2022,senate,13,R,Randy Price,RANDY PRICE,2022_senate.html,31759,True,True
2022,senate,14,R,April Weaver,APRIL WEAVER,2022_senate.html,31917,True,True
2022,senate,15,L,Michael Crump,MICHAEL CRUMP,2022_senate.html,5771,False,False
2022,senate,15,R,Brian Christine,BRIAN CHRISTINE,2022_senate.html,8212,False,False
2022,senate,15,R,Dan Roberts,DAN ROBERTS,2022_senate.html,35704,True,True
2022,senate,16,R,"J. T. ""Jabo"" Waggoner",J T JABO WAGGONER,2022_senate.html,33719,True,True
2022,senate,17,L,John Fortenberry,JOHN FORTENBERRY,2022_senate.html,3675,False,False
2022,senate,17,R,Mike Dunn,MIKE DUNN,2022_senate.html,6583,False,False
2022,senate,17,R,Shay Shelnutt,SHAY SHELNUTT,2022_senate.html,38137,True,True
2022,senate,18,D,Rodger Smitherman,RODGER SMITHERMAN,2022_senate.html,28642,True,True
2022,senate,19,D,Louise Alexander,LOUISE ALEXANDER,2022_senate.html,4002,False,False
2022,senate,19,D,Merika Coleman,MERIKA COLEMAN,2022_senate.html,26369,False,True
2022,senate,19,L,Danny Wilson,DANNY WILSON,2022_senate.html,3904,False,False
2022,senate,20,D,Linda Coleman-Madison,LINDA COLEMAN MADISON,2022_senate.html,27567,True,True
2022,senate,20,D,Rodney Huntley,RODNEY HUNTLEY,2022_senate.html,1640,False,False
2022,senate,21,D,Lisa Ward,LISA WARD,2022_senate.html,11198,False,False
2022,senate,21,R,Gerald Allen,GERALD ALLEN,2022_senate.html,21962,True,True
2022,senate,22,R,Greg Albritton,GREG ALBRITTON,2022_senate.html,32880,True,True
2022,senate,22,R,Stephen Sexton,STEPHEN SEXTON,2022_senate.html,6337,False,False
2022,senate,23,D,Darrio Melton,DARRIO MELTON,2022_senate.html,5543,False,False
2022,senate,23,D,Hank Sanders,HANK SANDERS,2022_senate.html,10634,False,False
2022,senate,23,D,Robert L. Stewart,ROBERT L STEWART,2022_senate.html,25953,False,True
2022,senate,23,D,Robert Stewart,ROBERT STEWART,2022_senate.html,7166,False,False
2022,senate,23,D,"Thayer ""Bear"" Spencer",THAYER BEAR SPENCER,2022_senate.html,456,False,False
2022,senate,23,L,Portia Shepherd,PORTIA SHEPHERD,2022_senate.html,959,False,False
2022,senate,23,R,Michael Nimmer,MICHAEL NIMMER,2022_senate.html,21682,False,False
2022,senate,24,D,Bobby Singleton,BOBBY SINGLETON,2022_senate.html,25440,True,True
2022,senate,24,L,Richard Benderson,RICHARD BENDERSON,2022_senate.html,5311,False,False
2022,senate,25,L,Louie Albert Woolbright,LOUIE ALBERT WOOLBRIGHT,2022_senate.html,5394,False,False
2022,senate,25,R,Will Barfoot,WILL BARFOOT,2022_senate.html,32640,True,True
2022,senate,26,D,Kirk Hatcher,KIRK HATCHER,2022_senate.html,25901,True,True
2022,senate,27,D,Sherri Reese,SHERRI REESE,2022_senate.html,10996,False,False
2022,senate,27,R,Jay Hovey,JAY HOVEY,2022_senate.html,26014,False,True
2022,senate,27,R,Tom Whatley,TOM WHATLEY,2022_senate.html,8372,True,False
2022,senate,28,D,Billy Beasley,BILLY BEASLEY,2022_senate.html,21252,True,True
2022,senate,28,D,"Frank ""Chris"" Lee",FRANK CHRIS LEE,2022_senate.html,4267,False,False
2022,senate,28,L,David Boatwright,DAVID BOATWRIGHT,2022_senate.html,4837,False,False
2022,senate,29,D,Nathan Mathis,NATHAN MATHIS,2022_senate.html,6476,False,False
2022,senate,29,L,"Floyd ""Pete"" McBroom",FLOYD PETE MCBROOM,2022_senate.html,737,False,False
2022,senate,29,R,Donnie Chesteen,DONNIE CHESTEEN,2022_senate.html,31576,True,True
2022,senate,30,R,Clyde Chambliss Jr.,CLYDE CHAMBLISS,2022_senate.html,29225,True,True
2022,senate,31,R,"""Stormin'"" Norman Horton",STORMIN NORMAN HORTON,2022_senate.html,2332,False,False
2022,senate,31,R,Josh Carnley,JOSH CARNLEY,2022_senate.html,30618,False,True
2022,senate,31,R,Mike Jones Jr.,MIKE JONES,2022_senate.html,10010,False,False
2022,senate,32,R,Chris Elliott,CHRIS ELLIOTT,2022_senate.html,41073,True,True
2022,senate,33,D,Vivian Figures,VIVIAN FIGURES,2022_senate.html,23203,True,True
2022,senate,33,R,Pete Riehm,PETE RIEHM,2022_senate.html,11401,False,False
2022,senate,34,R,Jack Williams,JACK WILLIAMS,2022_senate.html,27043,True,True
2022,senate,35,L,Clifton Hudson,CLIFTON HUDSON,2022_senate.html,4488,False,False
2022,senate,35,R,David Sessions,DAVID SESSIONS,2022_senate.html,27133,True,True
