cycle,bonica.rid,bonica.cid,name,lname,party,state,seat,district,recipient.cfscore,num.givers,total.receipts,total.disbursements,total.indiv.contribs,total.unitemized,total.pac.contribs,total.party.contribs,total.contribs.from.candidate,chamber,district_num,party_letter,normalized_name,dime_recipient_cycle_id
2008,cand5065,,"hilliard jr, earl f",hilliard,100,AL,state:lower,AL-60,-0.539,8,5400.0,0.0,0.0,0.0,5400.0,0.0,0.0,house,60,D,HILLIARD EARL F,DIME-AD9F8FD182A8518947FF
2008,cand5074,2925978446.0,"pittman, trip",pittman,200,AL,state:upper,AL-32,1.024,134,86470.0,0.0,40760.0,0.0,35960.0,0.0,-5000.0,senate,32,R,PITTMAN TRIP,DIME-7FDEB7CA6B810DE1F771
2010,cand5074,2925978446.0,"pittman, trip",pittman,200,AL,state:upper,AL-32,1.024,142,87705.0,0.0,38505.0,0.0,59200.0,0.0,-10000.0,senate,32,R,PITTMAN TRIP,DIME-23C02471D66709E81C02
2012,cand5074,2925978446.0,"pittman, trip",pittman,200,AL,state:upper,AL-32,1.024,5,500.0,0.0,-15000.0,0.0,15500.0,0.0,0.0,senate,32,R,PITTMAN TRIP,DIME-24FA384AD730C25F2A37
2014,cand69022284,3262162628.0,"barnwell, don",barnwell,100,AL,state:lower,AL-17,1.377,17,,,,,,,,house,17,D,BARNWELL DON,DIME-E8687FE97F70F8ED944B
2016,cand157333,111869008.0,"hanes, james",hanes,200,AL,state:lower,23,1.073,2,,,,,,,,house,23,R,HANES JAMES,DIME-DCBE16814C8591BF05FB
2014,cand69022315,32558866673.0,"ritch, adam",ritch,200,AL,state:upper,AL-17,1.785,22,,,,,,,,senate,17,R,RITCH ADAM,DIME-2545ED70B2B35ABED433
2016,cand4786,3150111038.0,"forte, berry",forte,100,AL,state:lower,AL-84,-0.37,2,,,,,,,,house,84,D,FORTE BERRY,DIME-9501BA4C8E0B697F1AA3
2016,cand157366,3818429042.0,"williams, john",williams,200,AL,state:lower,102,1.099,18,,,,,,,,house,102,R,WILLIAMS JOHN,DIME-DCE24C89FCB1AD60D1D3
2016,cand5044,3818435922.0,"scott, roderick rod",scott,100,AL,state:lower,AL-55,-0.059,3,,,,,,,,house,55,D,SCOTT RODERICK ROD,DIME-885A25C9F8C3410A8618
2014,cand69022374,111844659.0,"crumpton, ron",crumpton,100,AL,state:upper,AL-11,0.219,6,,,,,,,,senate,11,D,CRUMPTON RON,DIME-19CAC239E484BBEB6620
2014,cand135674,26581953260.0,"dudley, mervin",dudley,200,AL,state:lower,AL-80,1.82,1,,,,,,,,house,80,R,DUDLEY MERVIN,DIME-770EDF1D936DDCF6C76B
2016,cand157356,,"ingram, robert",ingram,200,AL,state:lower,75,1.094,1,,,,,,,,house,75,R,INGRAM ROBERT,DIME-065817DBDCDC13342934
2014,cand158380,112357385.0,"green, robert",green,100,AL,state:upper,23,0.361,16,,,,,,,,senate,23,D,GREEN ROBERT,DIME-3A1CAE87A533A46D2D93
2016,cand4312,4622034815.0,"coffman, ronnie",coffman,200,AL,state:lower,AL-5,1.222,5,,,,,,,,house,5,R,COFFMAN RONNIE,DIME-3D83DC5BF70168BF80B3
2014,cand69022086,27926691375.0,"foster, darius",foster,200,AL,state:lower,AL-56,1.13,187,,,,,,,,house,56,R,FOSTER DARIUS,DIME-61857AEE3D5B6F79ADE1
2014,cand69022093,31533257673.0,"carmichael, ralph",carmichael,200,AL,state:lower,AL-103,1.802,6,,,,,,,,house,103,R,CARMICHAEL RALPH,DIME-686FC2225FA4F4DE42C2
2014,cand69022329,5000004154361682.0,"gear, gayle",gear,200,AL,state:upper,17,-0.201,6,,,,,,,,senate,17,R,GEAR GAYLE,DIME-9416B09E0EA593CC2E16
2014,cand69022360,5000000111688491.0,"scott harris, shirley",scott harris,100,AL,state:lower,AL-79,-1.519,89,,,,,,,,house,79,D,SCOTT HARRIS SHIRLEY,DIME-C0BF2F4F8BA5F0C2BDB8
2014,cand157333,111869008.0,"hanes, james",hanes,200,AL,state:lower,23,1.073,59,,,,,,,,house,23,R,HANES JAMES,DIME-2A9A2E74984FAA9C9DB2
2014,cand4264,5000003818426867.0,"boyd, barbara bigsby",boyd,100,AL,state:lower,AL-32,-0.338,37,,,,,,,,house,32,D,BOYD BARBARA BIGSBY,DIME-D5D7925B1535DFB9C1A8
2014,cand69022171,,"moore, william",moore,200,AL,state:upper,31,-0.169,6,,,,,,,,senate,31,R,MOORE WILLIAM,DIME-A3F5B11001721CB8836E
2016,cand4704,4067297763.0,"ward, cam",ward,200,AL,state:upper,14,1.007,2,,,,,,,,senate,14,R,WARD CAM,DIME-0C43A52F014222F0F9A0
2014,cand4853,4167385583.0,"brown, koven",brown,200,AL,state:lower,40,1.107,120,,,,,,,,house,40,R,BROWN KOVEN,DIME-81323A7EA1C345BFD3A1
2014,cand69022083,103309399.0,"plyler, charlie",plyler,200,AL,state:lower,AL-104,1.637,8,,,,,,,,house,104,R,PLYLER CHARLIE,DIME-2C1670367361ABB45AD9
2014,cand69022388,32952994537.0,"oliver, dylan",oliver,100,AL,state:lower,81,-0.639,3,,,,,,,,house,81,D,OLIVER DYLAN,DIME-3DC7FBC14D94496865EF
2014,cand69022250,2937985157.0,"whorton, ritchie",whorton,200,AL,state:lower,AL-22,1.104,124,,,,,,,,house,22,R,WHORTON RITCHIE,DIME-B757772F3796BF7927F7
2014,cand157204,3078031555.0,"davis, randy",davis,200,AL,state:lower,AL-96,1.079,94,,,,,,,,house,96,R,DAVIS RANDY,DIME-30BE4D58D8374BC0F19F
2014,cand69022308,32559895953.0,"foley, brian",foley,200,AL,state:lower,61,-0.041,3,,,,,,,,house,61,R,FOLEY BRIAN,DIME-A3460BBC9C6F70F09516
2014,cand158469,,"faust, teddy",faust,200,AL,state:lower,94,0.578,44,,,,,,,,house,94,R,FAUST TEDDY,DIME-1E4DAD09904B7B616D2D
2014,cand4890,4635042563.0,"peacock, william",peacock,200,AL,state:upper,22,1.503,37,,,,,,,,senate,22,R,PEACOCK WILLIAM,DIME-13BEAF7AE9C8D37B2183
2014,cand5045,5000003822473122.0,"irons, tammy l",irons,100,AL,state:upper,AL-1,-0.373,18,,,,,,,,senate,1,D,IRONS TAMMY L,DIME-148760CD61AA2823DDE8
2014,cand4564,3149100725.0,"murphy, donald",murphy,200,AL,state:lower,43,0.254,14,,,,,,,,house,43,R,MURPHY DONALD,DIME-A9A5B7A28D0B4AAF75D6
2014,cand4290,4116336216.0,"lindsey, richard j",lindsey,100,AL,state:lower,AL-39,-0.07,75,,,,,,,,house,39,D,LINDSEY RICHARD J,DIME-5A9C7AEA75B48A96A589
2014,cand34852,111838381.0,"howie, mitchell",howie,100,AL,state:upper,7,-0.515,2,,,,,,,,senate,7,D,HOWIE MITCHELL,DIME-D5134F657B86A3293EFB
2014,cand69022378,111819533.0,"toomer, fred",toomer,200,AL,state:lower,79,2.443,17,,,,,,,,house,79,R,TOOMER FRED,DIME-D5E1550B33E77FD936E7
2014,cand69022132,,"griggs, michael",griggs,200,AL,state:lower,AL-31,1.342,5,,,,,,,,house,31,R,GRIGGS MICHAEL,DIME-55161514B75ED235025F
2016,cand157415,,"blackshear, chris",blackshear,200,AL,state:lower,AL-80,1.118,61,,,,,,,,house,80,R,BLACKSHEAR CHRIS,DIME-19F86E7C8E75252D6664
2014,cand69022287,32558875078.0,"berryhill, jonathan",berryhill,200,AL,state:upper,1,1.715,84,,,,,,,,senate,1,R,BERRYHILL JONATHAN,DIME-56B4D06190F89CCFA8AF
2014,cand69022084,111858726.0,"sherrod, carl",sherrod,200,AL,state:lower,28,1.583,39,,,,,,,,house,28,R,SHERROD CARL,DIME-42FF2D62C33ED3B0FD80
2016,cand158492,29075802831.0,"stewart, william",stewart,100,AL,state:upper,12,-0.605,1,,,,,,,,senate,12,D,STEWART WILLIAM,DIME-A0DD9F5BF1448C5913AA
2014,cand40124,26621978170.0,"boman, daniel",boman,100,AL,state:lower,AL-16,0.053,15,,,,,,,,house,16,D,BOMAN DANIEL,DIME-434B15841D1D5A3DAF53
2016,cand5030,5000003818433180.0,"warren, pebblin",warren,100,AL,state:lower,82,-0.152,2,,,,,,,,house,82,D,WARREN PEBBLIN,DIME-B12DE128D15F5B513633
2014,cand157196,3818431754.0,"johnson, anthony",johnson,100,AL,state:lower,53,-0.577,23,,,,,,,,house,53,D,JOHNSON ANTHONY,DIME-F2C7C25B78AAC372F6BC
2014,cand69022439,112348793.0,"bennett, bryan",bennett,100,AL,state:upper,AL-7,-1.083,23,,,,,,,,senate,7,D,BENNETT BRYAN,DIME-A0E19D164D7705032399
2014,cand157923,2443742963.0,"knight, john",knight,100,AL,state:lower,77,0.082,40,,,,,,,,house,77,D,KNIGHT JOHN,DIME-6D8C727EDAEDDF3C380A
2014,cand69022065,5000002370675863.0,"marsden, jennifer",marsden,100,AL,state:lower,AL-93,-0.79,64,,,,,,,,house,93,D,MARSDEN JENNIFER,DIME-6EB20577F7E08558E280
2014,cand135216,3818424679.0,"mcgill, shadrack",mcgill,200,AL,state:upper,AL-8,1.127,18,,,,,,,,senate,8,R,MCGILL SHADRACK,DIME-0B81C782F1043F460315
2014,cand53303,2614838043.0,"barry, george",barry,200,AL,state:upper,AL-2,1.641,9,,,,,,,,senate,2,R,BARRY GEORGE,DIME-6B04F04E6C30F78CE82F
2014,cand4163,29055827153.0,"amari, john",amari,200,AL,state:lower,AL-44,1.034,135,,,,,,,,house,44,R,AMARI JOHN,DIME-25F63D9CB074A66E5C9B
2014,cand69022154,,"freeman, joe",freeman,200,AL,state:lower,AL-44,0.936,48,,,,,,,,house,44,R,FREEMAN JOE,DIME-DFD3629F3D6EFEE3E73D
2014,cand106746,5000003822456079.0,"figures, vivian",figures,100,AL,state:upper,AL-33,-0.156,76,,,,,,,,senate,33,D,FIGURES VIVIAN,DIME-8C59E60E9C5DE858A358
2016,cand157938,3818432345.0,"ross, quinton",ross,100,AL,state:upper,26,-0.216,9,,,,,,,,senate,26,D,ROSS QUINTON,DIME-66FA8529198A5E1C1388
2014,cand69022367,111707428.0,"shelnutt, shay",shelnutt,200,AL,state:upper,AL-17,1.073,178,,,,,,,,senate,17,R,SHELNUTT SHAY,DIME-8D79935E4F517ADEE535
2014,cand4979,4148355810.0,"albritton, gregory",albritton,200,AL,state:upper,22,0.823,142,,,,,,,,senate,22,R,ALBRITTON GREGORY,DIME-98F16AD78C90951002C8
2016,cand69022582,111687726.0,"criscillis, mike",criscillis,200,AL,state:lower,AL-5,1.562,7,,,,,,,,house,5,R,CRISCILLIS MIKE,DIME-98CA03C17630EDE67BD8
2016,cand69022141,2323651260.0,"price, randy",price,200,AL,state:lower,38,1.07,1,,,,,,,,house,38,R,PRICE RANDY,DIME-9CFB9BC31A9D6340376B
2014,cand69022080,5000004075301551.0,"sellers, heather",sellers,200,AL,state:lower,AL-74,1.108,212,,,,,,,,house,74,R,SELLERS HEATHER,DIME-2E4DE587555B9BC27958
2016,cand157441,112343246.0,"richardson, latrell",richardson,100,AL,state:lower,67,0.21,2,,,,,,,,house,67,D,RICHARDSON LATRELL,DIME-D71285F8A266DAF69ECD
2016,cand647975,111941372.0,"melton, darrio",melton,100,AL,state:lower,67,-0.29,1,,,,,,,,house,67,D,MELTON DARRIO,DIME-A7F8D26CE097FC5B05C1
2016,cand157198,5000003822460852.0,"todd, patricia",todd,100,AL,state:lower,54,-0.602,6,,,,,,,,house,54,D,TODD PATRICIA,DIME-F22C2B23470445471602
2016,cand4777,5000003818425307.0,"beech, elaine",beech,100,AL,state:lower,AL-65,-0.224,3,,,,,,,,house,65,D,BEECH ELAINE,DIME-E64B8E686E4C8B0E417A
2016,cand69022065,5000002370675863.0,"marsden, jennifer",marsden,100,AL,state:lower,93,-0.79,1,,,,,,,,house,93,D,MARSDEN JENNIFER,DIME-D66DE38BE628BF9F1FD4
2014,cand103328,2872961335.0,"barnes, william a",barnes,100,AL,state:lower,AL-59,-0.771,4,,,,,,,,house,59,D,BARNES WILLIAM A,DIME-D3AF519B2A7FC0D8A970
2016,cand4862,30233056084.0,"poole, william",poole,200,AL,state:lower,63,1.033,1,,,,,,,,house,63,R,POOLE WILLIAM,DIME-2566FB974A0F4655B05D
2016,cand4864,4691073998.0,"tuggle, mark m",tuggle,200,AL,state:lower,AL-81,1.154,4,,,,,,,,house,81,R,TUGGLE MARK M,DIME-9DF0D464A47E5A897B66
2014,cand157340,111688388.0,"zachero, james",zachero,100,AL,state:lower,33,1.355,4,,,,,,,,house,33,D,ZACHERO JAMES,DIME-91C253A348B05E833E8C
2016,cand157212,,"hunter, mary scott",hunter,200,AL,state:upper,AL-7,1.038,3,,,,,,,,senate,7,R,HUNTER MARY SCOTT,DIME-66D601CC25DF65E7BA9A
2014,cand158472,5000029065800111.0,"ison, jamie",ison,200,AL,state:lower,101,1.069,1,,,,,,,,house,101,R,ISON JAMIE,DIME-1146FB5FFC71D794C2D1
2014,cand40143,3818425272.0,"beason, scott",beason,200,AL,state:upper,17,1.234,8,,,,,,,,senate,17,R,BEASON SCOTT,DIME-B4209892344710CE775E
2016,cand793808,32558873601.0,"pettus, phillip",pettus,200,AL,state:lower,AL-1,1.075,6,,,,,,,,house,1,R,PETTUS PHILLIP,DIME-E855D1041F58A56CD887
2016,cand69022000,,"harper, samuel",harper,200,AL,state:lower,61,1.135,1,,,,,,,,house,61,R,HARPER SAMUEL,DIME-8D3E7E2D98E3EB22D226
2014,cand158492,29075802831.0,"stewart, william",stewart,100,AL,state:upper,12,-0.605,95,,,,,,,,senate,12,D,STEWART WILLIAM,DIME-3F3CDA8F60EB6FF66032
2018,cand157441,112343246.0,"richardson, latrell",richardson,100,AL,state:lower,67,0.21,5,,,,,,,,house,67,D,RICHARDSON LATRELL,DIME-2D08FED2E342EABFC37F
2016,cand69022128,2940994909.0,"livingston, steve",livingston,200,AL,state:upper,AL-8,1.118,8,,,,,,,,senate,8,R,LIVINGSTON STEVE,DIME-317A89C79668F07AF277
2016,cand157915,29175865229.0,"williams, phillip",williams,200,AL,state:upper,10,1.064,49,,,,,,,,senate,10,R,WILLIAMS PHILLIP,DIME-47D6703E3C8E5EDCD844
2014,cand4851,29065823723.0,"fincher, robert bob",fincher,200,AL,state:lower,AL-37,1.088,199,,,,,,,,house,37,R,FINCHER ROBERT BOB,DIME-DBB98F56DAE9A069839B
2014,cand4867,3822469882.0,"chesteen, donnie",chesteen,100,AL,state:lower,AL-87,1.091,51,,,,,,,,house,87,D,CHESTEEN DONNIE,DIME-6F69F1029835DFE875FE
2014,cand69022414,30287162482.0,"mcgilvray, jerry",mcgilvray,200,AL,state:lower,84,1.757,29,,,,,,,,house,84,R,MCGILVRAY JERRY,DIME-CDE353C2F79B9B959F93
2014,cand210700,111922805.0,"sanford, paul l",sanford,200,AL,state:upper,AL-7,1.175,151,,,,,,,,senate,7,R,SANFORD PAUL L,DIME-42661D67301CC07C6609
2014,cand69022163,,"hill, jim",hill,200,AL,state:lower,AL-50,1.136,54,,,,,,,,house,50,R,HILL JIM,DIME-BBEFE2BD13424FD97137
2016,cand157433,32158625315.0,"lovvorn, joseph",lovvorn,200,AL,state:lower,79,1.114,199,,,,,,,,house,79,R,LOVVORN JOSEPH,DIME-D8D38382BF906D2F7F63
2014,cand69022389,,"bell, cynthia",bell,100,AL,state:upper,16,-1.14,100,,,,,,,,senate,16,D,BELL CYNTHIA,DIME-961B85B3AAC0F74CFEF2
2014,cand4516,3816415214.0,"martin, james",martin,200,AL,state:lower,42,-0.093,40,,,,,,,,house,42,R,MARTIN JAMES,DIME-16ED8E6B0C51415A488E
2014,cand69022318,111856625.0,"hembree, don",hembree,200,AL,state:lower,AL-101,1.945,45,,,,,,,,house,101,R,HEMBREE DON,DIME-7C5EFE5E60E8BB59BE5C
2014,cand218166,3816420078.0,"brewbaker, dick l",brewbaker,200,AL,state:upper,AL-25,1.189,52,,,,,,,,senate,25,R,BREWBAKER DICK L,DIME-C3EFF3B170E60E257862
2014,cand208778,112311413.0,"carr, stephen",carr,100,AL,state:lower,104,-2.648,25,,,,,,,,house,104,D,CARR STEPHEN,DIME-798355F8EC38ADE9DDE4
2014,cand157195,5000029175856345.0,"weaver, april c",weaver,200,AL,state:lower,AL-49,1.125,204,,,,,,,,house,49,R,WEAVER APRIL C,DIME-26A242DD7AD3FE10A099
2014,cand69022344,111805272.0,"hasting, melvin",hasting,200,AL,state:lower,AL-9,0.368,4,,,,,,,,house,9,R,HASTING MELVIN,DIME-E3DA399DBA0F852699BD
2014,cand157915,29175865229.0,"williams, phil",williams,200,AL,state:lower,AL-6,1.064,446,,,,,,,,house,6,R,WILLIAMS PHIL,DIME-C76A04FEF1313B480DC5
2016,cand4257,4699094723.0,"smitherman, rodger",smitherman,100,AL,state:upper,18,-0.037,2,,,,,,,,senate,18,D,SMITHERMAN RODGER,DIME-16E07EB6B06166654CD6
2016,cand143040,4337679295.0,"demarco, paul",demarco,200,AL,state:lower,46,0.954,1,,,,,,,,house,46,R,DEMARCO PAUL,DIME-A3FCF48B4AA5D627490A
2014,cand69022400,111690041.0,"bahakel, john",bahakel,200,AL,state:lower,AL-43,1.446,13,,,,,,,,house,43,R,BAHAKEL JOHN,DIME-D1BA2B78E310B40031A0
2016,cand4280,4657065556.0,"hill, mike",hill,200,AL,state:lower,AL-41,1.096,1,,,,,,,,house,41,R,HILL MIKE,DIME-4C92262E48F4C03E640F
2018,cand157319,111953944.0,"blair, david",blair,200,AL,state:upper,7,0.675,1,,,,,,,,senate,7,R,BLAIR DAVID,DIME-8485451B62869A6D156A
2016,cand4965,,"beasley, william m billy",beasley,100,AL,state:upper,AL-28,-0.033,3,,,,,,,,senate,28,D,BEASLEY WILLIAM M BILLY,DIME-0F39B3C857847A2837A6
2016,cand4987,3818426726.0,"boothe, alan c",boothe,200,AL,state:lower,AL-89,-0.094,13,,,,,,,,house,89,R,BOOTHE ALAN C,DIME-5CD2ED79BECB3C7882BD
2016,cand218169,103749777.0,"daniels, anthony",daniels,100,AL,state:lower,AL-53,-0.395,5,,,,,,,,house,53,D,DANIELS ANTHONY,DIME-C1EEE80CEB5BF513FB12
2014,cand4978,4138326624.0,"marsh, del",marsh,200,AL,state:upper,AL-12,1.062,376,,,,,,,,senate,12,R,MARSH DEL,DIME-312AD3B308457DD91A44
2014,cand157193,26833019248.0,"sprayberry, tim",sprayberry,200,AL,state:upper,13,0.555,18,,,,,,,,senate,13,R,SPRAYBERRY TIM,DIME-59D5B64581AA3082970E
2014,cand34828,3822460223.0,"dial, gerald",dial,200,AL,state:upper,AL-13,0.489,277,,,,,,,,senate,13,R,DIAL GERALD,DIME-45CFF9C4E0A8DA4CFC9C
2014,cand5042,2863957081.0,"orr, arthur",orr,200,AL,state:upper,AL-3,1.108,545,,,,,,,,senate,3,R,ORR ARTHUR,DIME-20DA42A620179C70F6E9
2014,cand4793,3816414072.0,"haseeb, henry",haseeb,100,AL,state:lower,AL-99,-1.569,38,,,,,,,,house,99,D,HASEEB HENRY,DIME-2CEA8BBDEC7FDF2E435E
2014,cand69022244,3159113319.0,"lewis, bobby",lewis,200,AL,state:lower,AL-85,1.136,43,,,,,,,,house,85,R,LEWIS BOBBY,DIME-C14FD606FDA134A001F7
2014,cand157205,,"bracy jr, napoleon",bracy,100,AL,state:lower,AL-98,0.113,83,,,,,,,,house,98,D,BRACY NAPOLEON,DIME-62C898C64CFF9BBC968E
2014,cand69022375,111700385.0,"statom, sterling josh",statom,200,AL,state:lower,AL-1,1.77,10,,,,,,,,house,1,R,STATOM STERLING JOSH,DIME-F958FBFC09FBCA29491C
2014,cand157936,,"coleman madison, linda",coleman madison,100,AL,state:upper,AL-20,-0.216,48,,,,,,,,senate,20,D,COLEMAN MADISON LINDA,DIME-7D0294B45AE0C8468AD2
2014,cand158494,29075801285.0,"whatley, tom",whatley,200,AL,state:upper,27,1.085,379,,,,,,,,senate,27,R,WHATLEY TOM,DIME-6A9E362E403AF224988C
2014,cand4616,3136074493.0,"rich, kerry",rich,200,AL,state:lower,AL-26,1.323,204,,,,,,,,house,26,R,RICH KERRY,DIME-BC2E29CE46FE0C9819D5
2014,cand4398,5000032561898211.0,"grant, loretta",grant,200,AL,state:lower,69,1.478,51,,,,,,,,house,69,R,GRANT LORETTA,DIME-8F770844F8E9A89782E4
2014,cand157361,3818427780.0,"moore, thomas",moore,100,AL,state:lower,72,0.569,50,,,,,,,,house,72,D,MOORE THOMAS,DIME-856B8CBBFF8BCF797885
2014,cand4284,3818431494.0,"johnson, ronald g",johnson,200,AL,state:lower,AL-33,1.064,132,,,,,,,,house,33,R,JOHNSON RONALD G,DIME-C1F022B36CEFD3EF20B8
2014,cand157304,111855474.0,"clemmons, james",clemmons,100,AL,state:upper,8,-0.728,87,,,,,,,,senate,8,D,CLEMMONS JAMES,DIME-5A222AE7A811400438B2
2014,cand69022268,112295325.0,"hodges, wesley j",hodges,100,AL,state:lower,AL-71,-2.095,16,,,,,,,,house,71,D,HODGES WESLEY J,DIME-8DE48340AE89D2CBBA33
2014,cand69022338,,"guede, steven",guede,200,AL,state:upper,AL-12,1.261,21,,,,,,,,senate,12,R,GUEDE STEVEN,DIME-268668E675190E7D0E58
2014,cand157238,3034013371.0,"faulkner, david",faulkner,200,AL,state:lower,46,1.15,470,,,,,,,,house,46,R,FAULKNER DAVID,DIME-0456BF971DF4D65CED9A
2014,cand69022204,5000000111688813.0,"blackmore jenkins, pamela",blackmore jenkins,200,AL,state:lower,AL-46,0.64,4,,,,,,,,house,46,R,BLACKMORE JENKINS PAMELA,DIME-D2565675409E1B6C90FA
2014,cand4306,2793926357.0,"robinson, john",robinson,100,AL,state:lower,AL-23,-0.415,26,,,,,,,,house,23,D,ROBINSON JOHN,DIME-95CC7D77847AEBE199AC
2014,cand45713,32562873816.0,"wallace, gerry",wallace,200,AL,state:lower,AL-18,1.48,29,,,,,,,,house,18,R,WALLACE GERRY,DIME-F4A7730469CDBAB0CC6A
2014,cand69022435,32995088597.0,"horn, christopher",horn,200,AL,state:lower,53,1.653,7,,,,,,,,house,53,R,HORN CHRISTOPHER,DIME-13CAF4E6AFF4193B8780
2014,cand157366,3818429042.0,"williams, john",williams,200,AL,state:lower,102,1.099,146,,,,,,,,house,102,R,WILLIAMS JOHN,DIME-5DD8CA24C7F5B7B43683
2014,cand4819,3818422762.0,"holmes, mike",holmes,200,AL,state:lower,AL-31,1.098,117,,,,,,,,house,31,R,HOLMES MIKE,DIME-F5FB69FE779F1EFD13BB
2014,cand69022070,111934083.0,"blackwell, john",blackwell,200,AL,state:upper,8,0.942,44,,,,,,,,senate,8,R,BLACKWELL JOHN,DIME-43D88874089B12DEDFE8
2014,cand157203,3029011827.0,"williams, joel lee",williams,100,AL,state:lower,AL-89,-0.526,54,,,,,,,,house,89,D,WILLIAMS JOEL LEE,DIME-484E7EBE54D62963677A
2014,cand4927,5000003818430714.0,"josey, suzelle",josey,200,AL,state:upper,AL-30,1.706,59,,,,,,,,senate,30,R,JOSEY SUZELLE,DIME-4BC1E2EBF90F3F1879C3
2014,cand69022099,112353590.0,"turner, james",turner,100,AL,state:upper,13,-0.692,188,,,,,,,,senate,13,D,TURNER JAMES,DIME-6F8F15EBE2004634F385
2016,cand5015,2586824171.0,"singleton, bobby",singleton,100,AL,state:upper,AL-24,-0.023,6,,,,,,,,senate,24,D,SINGLETON BOBBY,DIME-FAAB5299A7971933F915
2014,cand106000,29105843673.0,"bedford, roger",bedford,100,AL,state:upper,6,0.152,570,,,,,,,,senate,6,D,BEDFORD ROGER,DIME-352F148C59CDD78D694E
2014,cand158483,,"johnson, wayne",johnson,200,AL,state:lower,AL-22,1.117,79,,,,,,,,house,22,R,JOHNSON WAYNE,DIME-A709BC50C2786C4B9B3B
2016,cand69022347,3192122617.0,"sells, chris",sells,200,AL,state:lower,AL-90,1.078,42,,,,,,,,house,90,R,SELLS CHRIS,DIME-C8B9ECB8846AC8902E58
2016,cand158470,5000030350333519.0,"greer, bayless",greer,200,AL,state:lower,2,0.196,23,,,,,,,,house,2,R,GREER BAYLESS,DIME-813B4A111B1598B0D62F
2016,cand157194,3159121763.0,"drake, dickie",drake,200,AL,state:lower,45,1.064,12,,,,,,,,house,45,R,DRAKE DICKIE,DIME-52F00F6FD957F0DDF3CA
2016,cand69022771,2390715723.0,"ellis, corley",ellis,200,AL,state:lower,AL-41,1.125,21,,,,,,,,house,41,R,ELLIS CORLEY,DIME-DE6BBC6B2281CBF4DCB5
2016,cand141519,3818427821.0,"moore, felix",moore,200,AL,state:lower,91,1.345,26,,,,,,,,house,91,R,MOORE FELIX,DIME-9E268591F6ED27A8CECF
2016,cand4971,29075811189.0,"hubbard, michael",hubbard,200,AL,state:lower,79,1.12,43,,,,,,,,house,79,R,HUBBARD MICHAEL,DIME-3F731522789D61DC8AE6
2016,cand420215,,"ford, jon",ford,100,AL,state:lower,28,-0.275,43,,,,,,,,house,28,D,FORD JON,DIME-5D01E760B0DB68E7B40C
2016,cand53281,4699106969.0,"smith, harri anne",smith,328,AL,state:upper,AL-29,1.19,27,,,,,,,,senate,29,,SMITH HARRI ANNE,DIME-80D81F1B963E57B6629A
2016,cand157205,,"bracy jr, napoleon",bracy,100,AL,state:lower,AL-98,0.113,10,,,,,,,,house,98,D,BRACY NAPOLEON,DIME-7331A8FF28F141357DC5
2016,cand158502,2685875258.0,"stutts, larry",stutts,200,AL,state:upper,6,1.069,71,,,,,,,,senate,6,R,STUTTS LARRY,DIME-CBFD6B812F8A88D98760
2016,cand5059,112357111.0,"baker, alan",baker,200,AL,state:lower,AL-66,1.106,1,,,,,,,,house,66,R,BAKER ALAN,DIME-5BAD0D33407A7DDFDF7F
2016,cand4979,4148355810.0,"albritton, gregory",albritton,200,AL,state:upper,22,0.823,18,,,,,,,,senate,22,R,ALBRITTON GREGORY,DIME-5B1901227F3C29EF0990
2016,cand4299,26812970524.0,"morrow, johnny mack",morrow,100,AL,state:upper,AL-6,-0.087,31,,,,,,,,senate,6,D,MORROW JOHNNY MACK,DIME-CF1DFADD8BB64A073C2A
2016,cand4290,4116336216.0,"lindsey, richard j",lindsey,100,AL,state:lower,AL-39,-0.07,26,,,,,,,,house,39,D,LINDSEY RICHARD J,DIME-0D27FC1E64134C601D68
2016,cand157318,3168123521.0,"melson, timothy",melson,200,AL,state:upper,1,1.108,72,,,,,,,,senate,1,R,MELSON TIMOTHY,DIME-EF81F2D2FC9B553F50E5
2016,cand132673,4162379610.0,"butler, mack n",butler,200,AL,state:upper,AL-10,1.122,25,,,,,,,,senate,10,R,BUTLER MACK N,DIME-DA1EB8C6839B5AC4E8E1
2016,cand69022367,111707428.0,"shelnutt, shay",shelnutt,200,AL,state:upper,AL-17,1.073,78,,,,,,,,senate,17,R,SHELNUTT SHAY,DIME-FE1A8B13BC7235AC5854
2016,cand157923,2443742963.0,"knight, john",knight,100,AL,state:upper,AL-26,0.082,5,,,,,,,,senate,26,D,KNIGHT JOHN,DIME-E50751305E2396C067A8
2016,cand4824,3162116677.0,"johnson, ken",johnson,200,AL,state:lower,AL-7,1.142,15,,,,,,,,house,7,R,JOHNSON KEN,DIME-1BAEB943539DBF93C86D
2016,cand133196,27444908774.0,"standridge, david",standridge,200,AL,state:lower,AL-34,1.129,28,,,,,,,,house,34,R,STANDRIDGE DAVID,DIME-A3014B6426986BA57EE4
2016,cand4264,5000003818426867.0,"boyd, barbara bigsby",boyd,100,AL,state:lower,AL-32,-0.338,6,,,,,,,,house,32,D,BOYD BARBARA BIGSBY,DIME-A2235A9BA6C4EA198D72
2016,cand140830,,"henry, william",henry,200,AL,state:lower,9,1.541,4,,,,,,,,house,9,R,HENRY WILLIAM,DIME-F405BE31350DEB398F45
