result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,openelections_unit_found,house_inferred_districts,senate_inferred_districts,house_inferred_district_count,senate_inferred_district_count,house_largest_activity_share,senate_largest_activity_share,house_spatial_districts,senate_spatial_districts,house_largest_spatial_share,senate_largest_spatial_share,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_unvalidated,accepted_conflict,recommended_vtd_geoid,recommended_vtd_name,recommended_score,recommended_margin,recommendation_method,constrained_candidate_count
1394,RUSSELL,DIXIE VFD,DIXIE VOLUNTEER FIRE DEPARTMENT,DIXIE VOLUNTEER FIRE DEPARTMENT,2014-General-Russell.xlsx,contest_rows,False,011136-3,6-3,Dixie V F D Voting District,DIXIE V F D,review,85.5,10.5,1,LADONIA FIRE DEPARTMENT,75.0,CRAWFORD FIRE DEPARTMENT,73.08,False,True,low_or_ambiguous_score,,,True,83;84,27;28,2.0,2.0,0.9702970297029703,0.9653465346534653,83,27,0.9999999999999997,0.9999999976001399,True,True,compatible,False,False,False,011136-3,Dixie V F D Voting District,85.5,10.5,district_constrained_review,17
1401,RUSSELL,PITTSVIEW FIRE,PITTSVIEW FIRE,PITTSVIEW FIRE,2014-General-Russell.xlsx,contest_rows,False,011137-2,7-2,Pittsview Fire Dept,PITTSVIEW FIRE DEPARTMENT,review,90.0,4.5,1,COTTONTON FIRE DEPARTMENT,85.5,HATCHECHUBBEE FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,83;84,28,2.0,1.0,0.9579439252336449,1.0,84,28,0.9999999999999994,0.9999999999999994,True,True,compatible,False,False,False,011137-2,Pittsview Fire Dept,90.0,4.5,district_constrained_review,15
1406,RUSSELL,TROY UNIVERSITY,TROY UNIVERSITY,TROY UNIVERSITY,2014-General-Russell.xlsx,contest_rows,False,011135-2,5-2,Fort Mitchell Community Center Voting District,FORT MITCHELL COMMUNITY CENTER,review,45.6,1.85,2,ROY MARTIN CENTER,43.75,COTTONTON FIRE DEPARTMENT,42.0,False,True,low_or_ambiguous_score,,,True,80;83,27;28,2.0,2.0,0.9216589861751152,0.8018433179723502,84,28,1.000000000000001,0.9999999921713741,False,True,conflict,False,False,False,011131,Roy Martin Center,43.75,1.75,district_constrained_review,13
1407,SHELBY,1ST BAPTIST PELHAM ANNEX,FIRST BAPTIST PELHAM ANNEX,FIRST BAPTIST PELHAM ANNEX,2014-General-Shelby.xlsx,contest_rows,False,0111745,45,First United Methodist Church of Alabaster,FIRST UNITED METHODIST CHURCH OF ALABASTER,review,85.5,30.6,1,UNIVERSITY BAPTIST CHURCH,54.9,SOUTHCREST BAPTIST CHURCH,50.98,False,True,low_or_ambiguous_score,,,True,49;73,14;15,2.0,2.0,0.9993252361673415,0.9993252361673415,49;73,11;14,0.8179320042158461,0.5749248638057303,True,True,compatible,False,False,False,0111745,First United Methodist Church of Alabaster,85.5,30.6,district_constrained_review,17
1409,SHELBY,1ST PRESBYTERIAN CHURCH,FIRST PRESBYTERIAN CHURCH,FIRST PRESBYTERIAN CHURCH,2014-General-Shelby.xlsx,contest_rows,False,0111743,43,Faith Presbyterian Church,FAITH PRESBYTERIAN CHURCH,review,92.0,2.0,2,FIRST PRESBYTERIAN CHURCH OF ALABASTER,90.0,NEW HOPE CUMBERLAND PRESBYTERIAN CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,49;73,14,2.0,1.0,0.9519519519519519,1.0,43,16,1.000000000000001,0.9999999843165347,False,False,conflict,False,False,False,0111727,First Presbyterian Church of Alabaster,90.0,4.5,district_constrained_review,15
1416,SHELBY,CHELSEA CHURCH OF GOD,CHELSEA CHURCH OF GOD,CHELSEA CHURCH OF GOD,2014-General-Shelby.xlsx,contest_rows,False,0111739,39,Wilsonville United Methodist Church,WILSONVILLE UNITED METHODIST CHURCH,review,85.5,0.0,3,NEW HOPE CUMBERLAND PRESBYTERIAN CHURCH,85.5,RIVERCHASE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,41,15,1.0,1.0,1.0,1.0,41,11,0.9999999999999982,0.999999694872962,True,False,conflict,False,False,False,0111747,Chelsea Liberty Baptist Church,76.0,20.58,district_constrained_review,5
1422,SHELBY,EVANGEL PRESBY_ CHURCH,EVANGEL PRESBY CHURCH,EVANGEL PRESBY CHURCH,2014-General-Shelby.xlsx,contest_rows,False,0111726,26,Evangel Presbyterian Church,EVANGEL PRESBYTERIAN CHURCH,review,87.5,2.0,3,WILSONVILLE UNITED METHODIST CHURCH,85.5,NEW HOPE CUMBERLAND PRESBYTERIAN CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,49;73,14,2.0,1.0,0.9108753315649868,1.0,49;73,14,0.8476042933306529,1.0000000000000009,True,True,compatible,False,False,False,0111726,Evangel Presbyterian Church,87.5,2.0,district_constrained_review,15
1424,SHELBY,FOURMILE VOL_ FIRE/RESCUE,FOURMILE VOLUNTEER FIRE RESCUE,FOURMILE VOLUNTEER FIRE RESCUE,2014-General-Shelby.xlsx,contest_rows,False,0111738,38,Fourmile Volunteer Fire & Rescue Dept.,FOURMILE VOLUNTEER FIRE AND RESCUE DEPARTMENT,review,85.5,23.0,1,VANDIVER VOLUNTEER FIRE DEPARTMENT,62.5,HOOVER FIRE STATION 8 GREYSTONE,45.9,False,True,low_or_ambiguous_score,,,True,41,11,1.0,1.0,1.0,1.0,41,11,0.9999999999999978,0.9999999354957586,True,True,compatible,False,False,False,0111738,Fourmile Volunteer Fire & Rescue Dept.,85.5,42.42,district_constrained_review,8
1427,SHELBY,HELENA COMMUNITY CENTER,HELENA COMMUNITY CENTER,HELENA COMMUNITY CENTER,2014-General-Shelby.xlsx,contest_rows,False,0111734,34,Calera Community Center,CALERA COMMUNITY CENTER,review,86.96,9.01,1,PEA RIDGE COMMUNITY CENTER,77.95,DUNNAVANT COMMUNITY CENTER,77.95,False,True,low_or_ambiguous_score,,,True,15;43;73,14,3.0,1.0,0.8071971913399649,1.0,41,11;14,1.0000000000000007,0.597858751551866,False,True,conflict,False,False,False,0111731,Pea Ridge Community Center,77.95,21.34,district_constrained_review,14
1428,SHELBY,HOOVER FIRE STATION #8,HOOVER FIRE STATION 8,HOOVER FIRE STATION,2014-General-Shelby.xlsx,contest_rows,False,0111713,13,Hoover Fire Station #8 (Greystone),HOOVER FIRE STATION 8 GREYSTONE,review,90.0,4.5,1,VANDIVER VOLUNTEER FIRE DEPARTMENT,85.5,FOURMILE VOLUNTEER FIRE AND RESCUE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,45,15,1.0,1.0,1.0,1.0,45,15,0.9999999757780469,0.9999999974216396,True,True,compatible,False,False,False,0111713,Hoover Fire Station #8 (Greystone),90.0,4.5,district_constrained_review,11
1429,SHELBY,MAYLENE PENTECOSTAL LIGHT,MAYLENE PENTECOSTAL LIGHT,MAYLENE PENTECOSTAL LIGHT,2014-General-Shelby.xlsx,contest_rows,False,0111723,23,Maylene Pentecostal Lighthouse Church,MAYLENE PENTECOSTAL LIGHTHOUSE CHURCH,review,82.05,38.05,1,VALLEYDALE BAPTIST CHURCH,44.0,ASBURY UNITED METHODIST CHURCH,43.64,False,True,low_or_ambiguous_score,,,True,49;73,14,2.0,1.0,0.6109324758842444,1.0,49;73,14,0.6745411723472851,1.0000000000000013,True,True,compatible,False,False,False,0111723,Maylene Pentecostal Lighthouse Church,82.05,38.41,district_constrained_review,15
1432,SHELBY,NEW HOPE CUMBERLAND PRSBY,NEW HOPE CUMBERLAND PRSBY,NEW HOPE CUMBERLAND PRSBY,2014-General-Shelby.xlsx,contest_rows,False,0111716,16,New Hope Cumberland Presbyterian Church,NEW HOPE CUMBERLAND PRESBYTERIAN CHURCH,review,86.4,38.9,1,EVANGEL PRESBYTERIAN CHURCH,47.5,TURNER HOLLIS AMERICAN LEGION POST 195,45.0,False,True,low_or_ambiguous_score,,,True,43,15;16,1.0,2.0,1.0,0.998501872659176,43,16,0.9999961150681191,0.9998252356305974,True,True,compatible,False,False,False,0111716,New Hope Cumberland Presbyterian Church,86.4,44.6,district_constrained_review,10
1438,SHELBY,RIVERCHASE BAPTIST,RIVERCHASE BAPTIST,RIVERCHASE BAPTIST,2014-General-Shelby.xlsx,contest_rows,False,0111747,47,Chelsea Liberty Baptist Church,CHELSEA LIBERTY BAPTIST CHURCH,review,85.5,0.0,3,NORTH SHELBY BAPTIST CHURCH,85.5,RIVERCHASE UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,43,16,1.0,1.0,1.0,1.0,41,15,1.000000000000002,0.9999999969676079,False,False,conflict,False,False,False,0111744,Riverchase United Methodist Church,85.5,0.0,district_constrained_review,8
1440,SHELBY,SHELBY IRON WORKS PARK,SHELBY IRON WORKS PARK,SHELBY IRON WORKS PARK,2014-General-Shelby.xlsx,contest_rows,False,0111733,33,Montevallo Parks & Rec. Bldg. (Orr Park),MONTEVALLO PARKS AND RECREATION BUILDING ORR PARK,review,85.5,30.08,1,SPORTS BLAST SHELBY COUNTY,55.42,NORTH SHELBY BAPTIST CHURCH,50.41,False,True,low_or_ambiguous_score,,,True,41,11,1.0,1.0,1.0,1.0,49;73,14,0.5245664135970096,0.999999999999999,False,False,conflict,False,False,False,0111740,Old Shelby Elementary School,49.4,4.4,district_constrained_review,8
1447,SHELBY,TURNER HOLLIS LEGION #195,TURNER HOLLIS LEGION 195,TURNER HOLLIS LEGION,2014-General-Shelby.xlsx,contest_rows,False,011173,3,Turner Hollis American Legion Post #195,TURNER HOLLIS AMERICAN LEGION POST 195,review,85.5,38.0,1,FIRST UNITED METHODIST CHURCH OF ALABASTER,47.5,MAYLENE PENTECOSTAL LIGHTHOUSE CHURCH,42.75,False,True,low_or_ambiguous_score,,,True,45,15,1.0,1.0,1.0,1.0,45,15,1.0000000000000013,1.0000000000000013,True,True,compatible,False,False,False,011173,Turner Hollis American Legion Post #195,85.5,44.05,district_constrained_review,11
1449,SHELBY,UNITED METHODIST ALABASTER,UNITED METHODIST ALABASTER,UNITED METHODIST ALABASTER,2014-General-Shelby.xlsx,contest_rows,False,0111745,45,First United Methodist Church of Alabaster,FIRST UNITED METHODIST CHURCH OF ALABASTER,review,85.5,13.12,1,WILSONVILLE UNITED METHODIST CHURCH,72.38,ASBURY UNITED METHODIST CHURCH,72.38,False,True,low_or_ambiguous_score,,,True,49;73,11;14,2.0,2.0,0.8780669144981412,0.6178438661710037,49;73,11;14,0.8179320042158461,0.5749248638057303,True,True,compatible,False,False,False,0111745,First United Methodist Church of Alabaster,85.5,13.12,district_constrained_review,15
1455,SHELBY,WILTON BAPTIST,WILTON BAPTIST,WILTON BAPTIST,2014-General-Shelby.xlsx,contest_rows,False,0111741,41,Bay Springs Baptist Church,BAY SPRINGS BAPTIST CHURCH,review,85.5,0.0,3,CHELSEA LIBERTY BAPTIST CHURCH,85.5,SOUTHCREST BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,49,14,1.0,1.0,1.0,1.0,41,11,1.0000000000000002,0.9999999981878249,False,False,conflict,False,False,False,0111722,Southcrest Baptist Church,85.5,0.0,district_constrained_review,12
1457,SAINT CLAIR,ALABAMA NATIONAL GUARD,ALABAMA NATIONAL GUARD,ALABAMA NATIONAL GUARD,2014-General-St. Clair.xlsx,contest_rows,False,011150250,0250,Margaret Town Hall Voting District,MARGARET TOWN HALL,review,52.25,3.53,1,RAGLAND TOWN HALL,48.72,CHANDLER MOUNT COMMUNITY GALLANT FIRE DEPARTMENT SLATE UNION,42.75,False,True,low_or_ambiguous_score,,,True,50,11,1.0,1.0,1.0,1.0,50,11,1.0000000000000018,1.0000000000000018,True,True,compatible,False,False,False,011150250,Margaret Town Hall Voting District,52.25,14.36,district_constrained_review,11
1458,SAINT CLAIR,ARGO TOWN HALL,ARGO TOWN HALL,ARGO TOWN HALL,2014-General-St. Clair.xlsx,contest_rows,False,011150150,0150,Eden Old City Hall/Pell City Comm Center Voting District,EDEN OLD CITY HALL PELL CITY COMMUNITY CENTER,review,85.5,4.25,1,MARGARET TOWN HALL,81.25,RAGLAND TOWN HALL,77.42,False,True,low_or_ambiguous_score,,,True,50,11,1.0,1.0,1.0,1.0,30;36,11,0.8527159107573546,0.9999999999999991,False,True,conflict,False,False,False,011150250,Margaret Town Hall Voting District,81.25,42.68,district_constrained_review,11
1459,SAINT CLAIR,ASHVILLE CITY HALL,ASHVILLE CITY HALL,ASHVILLE CITY HALL,2014-General-St. Clair.xlsx,contest_rows,False,011150150,0150,Eden Old City Hall/Pell City Comm Center Voting District,EDEN OLD CITY HALL PELL CITY COMMUNITY CENTER,review,85.5,29.25,1,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,56.25,RIVERSIDE TOWN HALL,54.05,False,True,low_or_ambiguous_score,,,True,30,10;17,1.0,2.0,1.0,0.8169014084507042,30;36,11,0.8527159107573546,0.9999999999999991,True,False,conflict,False,False,False,011150090,Ragland Town Hall Voting District,51.43,5.14,district_constrained_review,9
1460,SAINT CLAIR,BRANCHVILLE CUMBERLAND,BRANCHVILLE CUMBERLAND,BRANCHVILLE CUMBERLAND,2014-General-St. Clair.xlsx,contest_rows,False,011150030,0030,Branchville Church/ Odenville Civic Center Voting District,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,review,85.5,32.87,1,SPRINGVILLE ME C,52.63,RAGLAND TOWN HALL,43.85,False,True,low_or_ambiguous_score,,,True,50,11,1.0,1.0,1.0,1.0,50,11,1.0,0.999999994984292,True,True,compatible,False,False,False,011150030,Branchville Church/ Odenville Civic Center Voting District,85.5,32.87,district_constrained_review,11
1461,SAINT CLAIR,CEDAR GROVE BAPTIST,CEDAR GROVE BAPTIST,CEDAR GROVE BAPTIST,2014-General-St. Clair.xlsx,contest_rows,False,011150180,0180,Pinedale Fire Dept. Voting District,PINEDALE FIRE DEPARTMENT,review,46.51,3.33,1,COAL CITY FIRE DEPARTMENT,43.18,ASH CIVIC CENTER FRIENDSHIP FIRE DEPARTMENT,41.45,False,True,low_or_ambiguous_score,,,True,50,11,1.0,1.0,1.0,1.0,30,17,0.9999999999999998,0.999999942270436,False,False,conflict,False,False,False,011150100,Coal City Fire Dept.,43.18,1.73,district_constrained_review,11
1462,SAINT CLAIR,CELEBRATIONS,CELEBRATIONS,CELEBRATIONS,2014-General-St. Clair.xlsx,contest_rows,False,011150270,0270,Chandler Mt.Comm/Gallant Fire Dept./Slate Union Voting District,CHANDLER MOUNT COMMUNITY GALLANT FIRE DEPARTMENT SLATE UNION,review,49.09,4.09,1,ASH CIVIC CENTER FRIENDSHIP FIRE DEPARTMENT,45.0,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,45.0,False,True,low_or_ambiguous_score,,,True,36,11,1.0,1.0,1.0,1.0,30,10;17,1.0000000000000007,0.7573011141318527,False,False,conflict,False,False,False,011150150,Eden Old City Hall/Pell City Comm Center Voting District,40.71,0.0,district_constrained_review,6
1463,SAINT CLAIR,CHANDLER MT_ COMMUNITY CENTER,CHANDLER MOUNT COMMUNITY CENTER,CHANDLER MOUNT COMMUNITY CENTER,2014-General-St. Clair.xlsx,contest_rows,False,011150170,0170,Moody Civic Center,MOODY CIVIC CENTER,review,85.5,0.0,2,CHANDLER MOUNT COMMUNITY GALLANT FIRE DEPARTMENT SLATE UNION,85.5,STEELE COMMUNITY CENTER,77.95,False,True,low_or_ambiguous_score,,,True,30,10,1.0,1.0,1.0,1.0,50,11,0.9999999999999992,0.9999998296478841,False,False,conflict,False,False,False,011150270,Chandler Mt.Comm/Gallant Fire Dept./Slate Union Voting District,85.5,7.55,district_constrained_review,5
1466,SAINT CLAIR,FRIENDSHIP VFD,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,011150180,0180,Pinedale Fire Dept. Voting District,PINEDALE FIRE DEPARTMENT,review,85.5,0.0,2,CHANDLER MOUNT COMMUNITY GALLANT FIRE DEPARTMENT SLATE UNION,85.5,ASH CIVIC CENTER FRIENDSHIP FIRE DEPARTMENT,79.68,False,True,low_or_ambiguous_score,,,True,30;50,11;17,2.0,2.0,0.7891654465592972,0.6515373352855052,30,17,0.9999999999999998,0.999999942270436,True,True,compatible,False,False,False,011150180,Pinedale Fire Dept. Voting District,85.5,0.0,district_constrained_review,20
1467,SAINT CLAIR,GALLANT VFD,GALLANT VOLUNTEER FIRE DEPARTMENT,GALLANT VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,011150270,0270,Chandler Mt.Comm/Gallant Fire Dept./Slate Union Voting District,CHANDLER MOUNT COMMUNITY GALLANT FIRE DEPARTMENT SLATE UNION,review,85.5,12.42,1,PINEDALE FIRE DEPARTMENT,73.08,COAL CITY FIRE DEPARTMENT,71.25,False,True,low_or_ambiguous_score,,,True,30,10,1.0,1.0,1.0,1.0,30,10;17,1.0000000000000007,0.7573011141318527,True,True,compatible,False,False,False,011150270,Chandler Mt.Comm/Gallant Fire Dept./Slate Union Voting District,85.5,40.5,district_constrained_review,5
1468,SAINT CLAIR,GUM SPRINGS CHURCH,GUM SPRINGS CHURCH,GUM SPRINGS CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,011150080,0080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,POPLAR SPRINGS GUM SPRINGS CHURCH OLDHAM CHAPEL,review,90.0,4.5,1,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,85.5,COOK SPRINGS FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,30,10,1.0,1.0,1.0,1.0,30,10;17,1.0000000000000027,0.8786994318854557,True,True,compatible,False,False,False,011150080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,90.0,52.94,district_constrained_medium,5
1470,SAINT CLAIR,NEW HOPE BAPTIST,NEW HOPE BAPTIST,NEW HOPE BAPTIST,2014-General-St. Clair.xlsx,contest_rows,False,011150130,0130,New London Fire Dept.,NEW LONDON FIRE DEPARTMENT,review,85.5,44.12,1,WHITES CHAPEL,41.38,ASH CIVIC CENTER FRIENDSHIP FIRE DEPARTMENT,41.04,False,True,low_or_ambiguous_score,,,True,36,11,1.0,1.0,1.0,1.0,50,11,0.9999990942582629,0.9999999975453142,False,True,conflict,False,False,False,011150150,Eden Old City Hall/Pell City Comm Center Voting District,39.38,0.8,district_constrained_review,6
1472,SAINT CLAIR,NORTH VALLEY CHURCH,NORTH VALLEY CHURCH,NORTH VALLEY CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,011150080,0080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,POPLAR SPRINGS GUM SPRINGS CHURCH OLDHAM CHAPEL,review,85.5,0.0,2,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,85.5,FAIRVIEW CHURCH,58.82,False,True,low_or_ambiguous_score,,,True,50,11,1.0,1.0,1.0,1.0,30,10;17,1.0000000000000027,0.8786994318854557,False,False,conflict,False,False,False,011150030,Branchville Church/ Odenville Civic Center Voting District,85.5,45.5,district_constrained_review,11
1473,SAINT CLAIR,ODENVILLE CIVIC CENTER,ODENVILLE CIVIC CENTER,ODENVILLE CIVIC CENTER,2014-General-St. Clair.xlsx,contest_rows,False,011150030,0030,Branchville Church/ Odenville Civic Center Voting District,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,review,90.0,4.5,1,ASH CIVIC CENTER FRIENDSHIP FIRE DEPARTMENT,85.5,EDEN OLD CITY HALL PELL CITY COMMUNITY CENTER,85.5,False,True,low_or_ambiguous_score,,,True,50,11,1.0,1.0,1.0,1.0,50,11,1.0,0.999999994984292,True,True,compatible,False,False,False,011150030,Branchville Church/ Odenville Civic Center Voting District,90.0,4.5,district_constrained_review,11
1474,SAINT CLAIR,OLDHAM CHAPEL CHURCH,OLDHAM CHAPEL CHURCH,OLDHAM CHAPEL CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,011150080,0080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,POPLAR SPRINGS GUM SPRINGS CHURCH OLDHAM CHAPEL,review,85.5,0.0,3,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,85.5,WHITES CHAPEL,85.5,False,True,low_or_ambiguous_score,,,True,30,10,1.0,1.0,1.0,1.0,30,10;17,1.0000000000000027,0.8786994318854557,True,True,compatible,False,False,False,011150080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,85.5,42.75,district_constrained_review,5
1475,SAINT CLAIR,PELL CITY CIVIC CENTER,PELL CITY CIVIC CENTER,PELL CITY CIVIC CENTER,2014-General-St. Clair.xlsx,contest_rows,False,011150010,0010,Ash Civic Center/Friendship Fire Dept. Voting District,ASH CIVIC CENTER FRIENDSHIP FIRE DEPARTMENT,review,85.5,0.0,3,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,85.5,EDEN OLD CITY HALL PELL CITY COMMUNITY CENTER,85.5,False,True,low_or_ambiguous_score,,,True,36,11,1.0,1.0,1.0,1.0,30;50,11;17,0.9200841223695468,0.5477669870875499,False,True,conflict,False,False,False,011150150,Eden Old City Hall/Pell City Comm Center Voting District,85.5,21.97,district_constrained_review,6
1476,SAINT CLAIR,PELL CITY COMMUNITY CENTER,PELL CITY COMMUNITY CENTER,PELL CITY COMMUNITY CENTER,2014-General-St. Clair.xlsx,contest_rows,False,011150150,0150,Eden Old City Hall/Pell City Comm Center Voting District,EDEN OLD CITY HALL PELL CITY COMMUNITY CENTER,review,90.0,4.5,1,ASH CIVIC CENTER FRIENDSHIP FIRE DEPARTMENT,85.5,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,85.5,False,True,low_or_ambiguous_score,,,True,30;36,11,2.0,1.0,0.8559633027522936,1.0,30;36,11,0.8527159107573546,0.9999999999999991,True,True,compatible,False,False,False,011150150,Eden Old City Hall/Pell City Comm Center Voting District,90.0,4.5,district_constrained_review,8
1478,SAINT CLAIR,POPLAR SPRINGS CHURCH,POPLAR SPRINGS CHURCH,POPLAR SPRINGS CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,011150080,0080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,POPLAR SPRINGS GUM SPRINGS CHURCH OLDHAM CHAPEL,review,85.5,0.0,2,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,85.5,FAIRVIEW CHURCH,55.56,False,True,low_or_ambiguous_score,,,True,30,10;17,1.0,2.0,1.0,0.7444444444444445,30,10;17,1.0000000000000027,0.8786994318854557,True,True,compatible,False,False,False,011150080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,85.5,29.94,district_constrained_review,9
1483,SAINT CLAIR,SHOAL CREEK COMMUNITY CENTER,SHOAL CREEK COMMUNITY CENTER,SHOAL CREEK COMMUNITY CENTER,2014-General-St. Clair.xlsx,contest_rows,False,011150010,0010,Ash Civic Center/Friendship Fire Dept. Voting District,ASH CIVIC CENTER FRIENDSHIP FIRE DEPARTMENT,review,85.5,0.0,3,EDEN OLD CITY HALL PELL CITY COMMUNITY CENTER,85.5,MOODY CIVIC CENTER,85.5,False,True,low_or_ambiguous_score,,,True,30,10,1.0,1.0,1.0,1.0,30;50,11;17,0.9200841223695468,0.5477669870875499,True,False,conflict,False,False,False,011150270,Chandler Mt.Comm/Gallant Fire Dept./Slate Union Voting District,85.5,7.07,district_constrained_review,5
1484,SAINT CLAIR,SLATE UNION CHURCH,SLATE UNION CHURCH,SLATE UNION CHURCH,2014-General-St. Clair.xlsx,contest_rows,False,011150080,0080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,POPLAR SPRINGS GUM SPRINGS CHURCH OLDHAM CHAPEL,review,85.5,0.0,3,BRANCHVILLE CHURCH ODENVILLE CIVIC CENTER,85.5,CHANDLER MOUNT COMMUNITY GALLANT FIRE DEPARTMENT SLATE UNION,85.5,False,True,low_or_ambiguous_score,,,True,30,10;17,1.0,2.0,1.0,0.8914728682170543,30,10;17,1.0000000000000027,0.8786994318854557,True,True,compatible,False,False,False,011150080,Poplar Springs/Gum Springs Church/Oldham Chapel Voting District,85.5,0.0,district_constrained_review,9
1486,SAINT CLAIR,WATTSVILLE VFD,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,2014-General-St. Clair.xlsx,contest_rows,False,011150180,0180,Pinedale Fire Dept. Voting District,PINEDALE FIRE DEPARTMENT,review,85.5,0.0,2,CHANDLER MOUNT COMMUNITY GALLANT FIRE DEPARTMENT SLATE UNION,85.5,COAL CITY FIRE DEPARTMENT,71.25,False,True,low_or_ambiguous_score,,,True,30;50,11;17,2.0,2.0,0.6718061674008811,0.775330396475771,30,17,0.9999999999999998,0.999999942270436,True,True,compatible,False,False,False,011150180,Pinedale Fire Dept. Voting District,85.5,0.0,district_constrained_review,20
1487,SAINT CLAIR,WHITES CHAPEL TOWN HALL,WHITES CHAPEL TOWN HALL,WHITES CHAPEL TOWN HALL,2014-General-St. Clair.xlsx,contest_rows,False,011150260,0260,Whites Chapel Voting District,WHITES CHAPEL,review,90.0,4.5,1,POPLAR SPRINGS GUM SPRINGS CHURCH OLDHAM CHAPEL,85.5,EDEN OLD CITY HALL PELL CITY COMMUNITY CENTER,85.5,False,True,low_or_ambiguous_score,,,True,50,11,1.0,1.0,1.0,1.0,50,11,0.9999999999999991,0.9999999928729854,True,True,compatible,False,False,False,011150260,Whites Chapel Voting District,90.0,26.67,district_constrained_medium,11
1491,SUMTER,BOYD TRAILER,BOYD TRAILER,BOYD TRAILER,2014-General-Sumter.xlsx,contest_rows,False,011198,8,Boyd Voting Trailer,BOYD VOTING TRAILER,review,85.5,40.5,1,BELLAMY COMMUNITY CENTER,45.0,WHITFIELD COMMUNITY CENTER,45.0,False,True,low_or_ambiguous_score,,,True,71,24,1.0,1.0,1.0,1.0,71,24,0.9999999999999989,0.9999999987407658,True,True,compatible,False,False,False,011198,Boyd Voting Trailer,85.5,40.5,district_constrained_review,13
1493,SUMTER,CUBA COMMUNITY CENTER,CUBA COMMUNITY CENTER,CUBA COMMUNITY CENTER,2014-General-Sumter.xlsx,contest_rows,False,011193,3,Cuba City Hall,CUBA CITY HALL,review,85.5,1.06,2,BELLAMY COMMUNITY CENTER,84.44,WHITFIELD COMMUNITY CENTER,82.16,False,True,low_or_ambiguous_score,,,True,71,24,1.0,1.0,1.0,1.0,71,24,0.999999999999999,0.9999999955778498,True,True,compatible,False,False,False,011193,Cuba City Hall,85.5,1.06,district_constrained_review,13
1494,SUMTER,EMELLE SUMT_ TOWN HALL,EMELLE SUMT TOWN HALL,EMELLE SUMT TOWN HALL,2014-General-Sumter.xlsx,contest_rows,False,011193,3,Cuba City Hall,CUBA CITY HALL,review,85.5,8.09,1,EMELLE CITY HALL,77.41,GAINESVILLE CITY HALL,52.38,False,True,low_or_ambiguous_score,,,True,71,24,1.0,1.0,1.0,1.0,71,24,0.999999999999999,0.9999999955778498,True,True,compatible,False,False,False,011193,Cuba City Hall,85.5,8.09,district_constrained_review,13
