result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,openelections_unit_found,house_inferred_districts,senate_inferred_districts,house_inferred_district_count,senate_inferred_district_count,house_largest_activity_share,senate_largest_activity_share,house_spatial_districts,senate_spatial_districts,house_largest_spatial_share,senate_largest_spatial_share,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_unvalidated,accepted_conflict,recommended_vtd_geoid,recommended_vtd_name,recommended_score,recommended_margin,recommendation_method,constrained_candidate_count,vest16_vtd_geoid,vest16_vtd_name,vest16_match_method,vest16_match_score,vest16_score_margin,vest16_accepted_match,vest16_validated_match,vest16_accepted_conflict,vest16_district_validation,vest16_relationship_note,selected_geometry_source,selected_geoid,selected_name,selection_status,manual_override_reason,manual_override_evidence,relationship_class,distinct_result_names_for_geometry
950,MOBILE,BAYOU LA BATRE COMM CTR #1,BAYOU LA BATRE COMMUNITY CENTER 1,BAYOU LA BATRE COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,85.5,0.0,2,MOBILE CIVIC CENTER,85.5,SEMMES COMMUNITY CENTER,77.95,False,True,low_or_ambiguous_score,,,True,105,35,1.0,1.0,1.0,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,0109797,Coden Community House,57.0,11.39,district_constrained_review,14.0,01097000086,Bayou La Batre Comm Ctr,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000086,Bayou La Batre Comm Ctr,district_validated,,,multi_machine,1.0
951,MOBILE,BAYOU LA BATRE COMM CTR #2,BAYOU LA BATRE COMMUNITY CENTER 2,BAYOU LA BATRE COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,85.5,0.0,2,MOBILE CIVIC CENTER,85.5,SEMMES COMMUNITY CENTER,77.95,False,True,low_or_ambiguous_score,,,True,105,35,1.0,1.0,1.0,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,0109797,Coden Community House,57.0,11.39,district_constrained_review,14.0,01097000086,Bayou La Batre Comm Ctr,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000086,Bayou La Batre Comm Ctr,district_validated,,,multi_machine,1.0
952,MOBILE,BISHOP STATE COMM COLLEGE #1,BISHOP STATE COMMUNITY COLLEGE 1,BISHOP STATE COMMUNITY COLLEGE,2014-General-Mobile.xlsx,contest_rows,False,0109733,33,Bishop St Community College,BISHOP SAINT COMMUNITY COLLEGE,fuzzy_medium,93.33,26.67,1,PLATEAU COMMUNITY CENTER,66.67,HILLSDALE COMMUNITY CENTER,64.29,True,False,,2.0,many_result_units_to_one_vtd,True,97,33,1.0,1.0,1.0,1.0,96;97,33,0.677594470415952,0.9999999722307332,True,True,compatible,True,False,False,,,,,,,01097000027,Bishop State Comm College,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000027,Bishop State Comm College,district_validated,,,multi_machine,1.0
953,MOBILE,BISHOP STATE COMM COLLEGE #2,BISHOP STATE COMMUNITY COLLEGE 2,BISHOP STATE COMMUNITY COLLEGE,2014-General-Mobile.xlsx,contest_rows,False,0109733,33,Bishop St Community College,BISHOP SAINT COMMUNITY COLLEGE,fuzzy_medium,93.33,26.67,1,PLATEAU COMMUNITY CENTER,66.67,HILLSDALE COMMUNITY CENTER,64.29,True,False,,2.0,many_result_units_to_one_vtd,True,97,33,1.0,1.0,1.0,1.0,96;97,33,0.677594470415952,0.9999999722307332,True,True,compatible,True,False,False,,,,,,,01097000027,Bishop State Comm College,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000027,Bishop State Comm College,district_validated,,,multi_machine,1.0
954,MOBILE,BOYS & GIRLS CLUB #1,BOYS AND GIRLS CLUB 1,BOYS AND GIRLS CLUB,2014-General-Mobile.xlsx,contest_rows,False,0109787,87,Callahan Boys and Girls Club,CALLAHAN BOYS AND GIRLS CLUB,fuzzy_high,95.0,5.0,1,BOYS AND GIRLS CLUB OF MOBILE,90.0,KALI OKA CIVIC CLUB,47.37,True,False,,4.0,many_result_units_to_one_vtd,True,99,33,1.0,1.0,1.0,1.0,104;105,35,0.6735749065609316,0.9999999999999992,False,False,conflict,False,False,True,,,,,,,01097000041,Boys & Girls Club,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000041,Boys & Girls Club,district_validated,,,multi_machine,1.0
955,MOBILE,BOYS & GIRLS CLUB #2,BOYS AND GIRLS CLUB 2,BOYS AND GIRLS CLUB,2014-General-Mobile.xlsx,contest_rows,False,0109787,87,Callahan Boys and Girls Club,CALLAHAN BOYS AND GIRLS CLUB,fuzzy_high,95.0,5.0,1,BOYS AND GIRLS CLUB OF MOBILE,90.0,KALI OKA CIVIC CLUB,47.37,True,False,,4.0,many_result_units_to_one_vtd,True,99,33,1.0,1.0,1.0,1.0,104;105,35,0.6735749065609316,0.9999999999999992,False,False,conflict,False,False,True,,,,,,,01097000041,Boys & Girls Club,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000041,Boys & Girls Club,district_validated,,,multi_machine,1.0
956,MOBILE,CALLAHAN BOYS & GIRLS #1,CALLAHAN BOYS AND GIRLS 1,CALLAHAN BOYS AND GIRLS,2014-General-Mobile.xlsx,contest_rows,False,0109787,87,Callahan Boys and Girls Club,CALLAHAN BOYS AND GIRLS CLUB,fuzzy_high,95.0,23.11,1,BOYS AND GIRLS CLUB OF MOBILE,71.89,HOLLINGERS ISLAND SCHOOL,42.55,True,False,,4.0,many_result_units_to_one_vtd,True,104;105,35,2.0,1.0,0.9,1.0,104;105,35,0.6735749065609316,0.9999999999999992,True,True,compatible,True,False,False,,,,,,,01097000079,Callahan Boys & Girls,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000079,Callahan Boys & Girls,district_validated,,,multi_machine,1.0
957,MOBILE,CALLAHAN BOYS & GIRLS #2,CALLAHAN BOYS AND GIRLS 2,CALLAHAN BOYS AND GIRLS,2014-General-Mobile.xlsx,contest_rows,False,0109787,87,Callahan Boys and Girls Club,CALLAHAN BOYS AND GIRLS CLUB,fuzzy_high,95.0,23.11,1,BOYS AND GIRLS CLUB OF MOBILE,71.89,HOLLINGERS ISLAND SCHOOL,42.55,True,False,,4.0,many_result_units_to_one_vtd,True,104;105,35,2.0,1.0,0.8875,1.0,104;105,35,0.6735749065609316,0.9999999999999992,True,True,compatible,True,False,False,,,,,,,01097000079,Callahan Boys & Girls,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000079,Callahan Boys & Girls,district_validated,,,multi_machine,1.0
958,MOBILE,CARVER CAMPUS BISHOP ST #1,CARVER CAMPUS BISHOP SAINT 1,CARVER CAMPUS BISHOP SAINT,2014-General-Mobile.xlsx,contest_rows,False,0109740,40,Carver Campus-Bishop State,CARVER CAMPUS BISHOP STATE,review,92.31,6.81,1,FIRST BAPTIST CHURCH WILMER OFF CAMPUS SITE,85.5,BISHOP SAINT COMMUNITY COLLEGE,60.0,False,True,low_or_ambiguous_score,,,True,99,33,1.0,1.0,1.0,1.0,99,33,0.9999999999999994,0.9999999999999994,True,True,compatible,False,False,False,0109740,Carver Campus-Bishop State,92.31,49.29,district_constrained_medium,15.0,01097000042,Carver Campus Bishop State,fuzzy_medium,92.31,40.85,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000042,Carver Campus Bishop State,district_validated,,,multi_machine,1.0
959,MOBILE,CARVER CAMPUS BISHOP ST #2,CARVER CAMPUS BISHOP SAINT 2,CARVER CAMPUS BISHOP SAINT,2014-General-Mobile.xlsx,contest_rows,False,0109740,40,Carver Campus-Bishop State,CARVER CAMPUS BISHOP STATE,review,92.31,6.81,1,FIRST BAPTIST CHURCH WILMER OFF CAMPUS SITE,85.5,BISHOP SAINT COMMUNITY COLLEGE,60.0,False,True,low_or_ambiguous_score,,,True,99,33,1.0,1.0,1.0,1.0,99,33,0.9999999999999994,0.9999999999999994,True,True,compatible,False,False,False,0109740,Carver Campus-Bishop State,92.31,49.29,district_constrained_medium,15.0,01097000042,Carver Campus Bishop State,fuzzy_medium,92.31,40.85,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000042,Carver Campus Bishop State,district_validated,,,multi_machine,1.0
960,MOBILE,CHRIST ANGLICAN CHURCH #1,CHRIST ANGLICAN CHURCH 1,CHRIST ANGLICAN CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109768,68,St Joan Of Arc Catholic Church,SAINT JOAN OF ARC CATHOLIC CHURCH,review,85.5,0.0,3,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,SAINT JOHN UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,103;104,33;35,2.0,2.0,0.988814317673378,0.8154362416107382,97,33,0.9999999999999996,0.9999999999999996,False,True,conflict,False,False,False,0109767,Corinthian Missionary Baptist Church,85.5,14.93,district_constrained_review,26.0,01097000070,Christ Anglican Church,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000070,Christ Anglican Church,district_validated,,,multi_machine,1.0
961,MOBILE,CHRIST ANGLICAN CHURCH #2,CHRIST ANGLICAN CHURCH 2,CHRIST ANGLICAN CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109768,68,St Joan Of Arc Catholic Church,SAINT JOAN OF ARC CATHOLIC CHURCH,review,85.5,0.0,3,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,SAINT JOHN UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,,,,,,,97,33,0.9999999999999996,0.9999999999999996,,,no_election_evidence,False,False,False,0109768,St Joan Of Arc Catholic Church,85.5,0.0,district_constrained_review,99.0,01097000070,Christ Anglican Church,exact_normalized,100.0,100.0,True,False,False,no_election_evidence,many_result_units_to_one_vtd,vest16,01097000070,Christ Anglican Church,name_accepted_unvalidated,,,multi_machine,1.0
962,MOBILE,CHUNCHULA BAPTIST CHURCH #1,CHUNCHULA BAPTIST CHURCH 1,CHUNCHULA BAPTIST CHURCH,2014-General-Mobile.xlsx,contest_rows,False,010975,5,Chunchula Baptist Church,CHUNCHULA BAPTIST CHURCH,exact_normalized,100.0,100.0,1,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,SAINT JOHN UNITED METHODIST CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,98;102,22;34,2.0,2.0,0.7249190938511327,0.9935275080906149,102,34,0.9999989887863974,0.9996406016641034,True,True,compatible,True,False,False,,,,,,,01097000005,Chunchula Baptist,fuzzy_high,95.0,9.5,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000005,Chunchula Baptist,district_validated,,,multi_machine,1.0
963,MOBILE,CHUNCHULA BAPTIST CHURCH #2,CHUNCHULA BAPTIST CHURCH 2,CHUNCHULA BAPTIST CHURCH,2014-General-Mobile.xlsx,contest_rows,False,010975,5,Chunchula Baptist Church,CHUNCHULA BAPTIST CHURCH,exact_normalized,100.0,100.0,1,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,SAINT JOHN UNITED METHODIST CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,98;102,34,2.0,1.0,0.7272727272727273,1.0,102,34,0.9999989887863974,0.9996406016641034,True,True,compatible,True,False,False,,,,,,,01097000005,Chunchula Baptist,fuzzy_high,95.0,9.5,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000005,Chunchula Baptist,district_validated,,,multi_machine,1.0
964,MOBILE,CITRONELLE REC CENTER #1,CITRONELLE RECREATION CENTER 1,CITRONELLE RECREATION CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,85.5,6.25,1,FIGURES RECREATION CENTER,79.25,OLD CITRONELLE SENIOR CENTER,75.0,False,True,low_or_ambiguous_score,,,True,102,22;34,1.0,2.0,1.0,0.960352422907489,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,010973,Old Citronelle Senior Center,75.0,17.64,district_constrained_review,14.0,01097000002,Citronelle Rec Ctr,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000002,Citronelle Rec Ctr,district_validated,,,multi_machine,1.0
965,MOBILE,CITRONELLE REC CENTER #2,CITRONELLE RECREATION CENTER 2,CITRONELLE RECREATION CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,85.5,6.25,1,FIGURES RECREATION CENTER,79.25,OLD CITRONELLE SENIOR CENTER,75.0,False,True,low_or_ambiguous_score,,,True,102,22;34,1.0,2.0,1.0,0.9675174013921114,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,010973,Old Citronelle Senior Center,75.0,17.64,district_constrained_review,14.0,01097000002,Citronelle Rec Ctr,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000002,Citronelle Rec Ctr,district_validated,,,multi_machine,1.0
966,MOBILE,CITY CHURCH OF MOBILE #1,CITY CHURCH OF MOBILE 1,CITY CHURCH OF MOBILE,2014-General-Mobile.xlsx,contest_rows,False,0109768,68,St Joan Of Arc Catholic Church,SAINT JOAN OF ARC CATHOLIC CHURCH,review,85.5,0.0,3,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,RIVERSIDE CHURCH OF THE NAZARENE,85.5,False,True,low_or_ambiguous_score,,,True,101;103,35,2.0,1.0,0.6573426573426573,1.0,97,33,0.9999999999999996,0.9999999999999996,False,False,conflict,False,False,False,0109777,Riverside Church of the Nazarene,85.5,20.82,district_constrained_review,13.0,01097000054,City Church Mobile,fuzzy_high,95.0,19.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000054,City Church Mobile,district_validated,,,multi_machine,1.0
967,MOBILE,CITY CHURCH OF MOBILE #2,CITY CHURCH OF MOBILE 2,CITY CHURCH OF MOBILE,2014-General-Mobile.xlsx,contest_rows,False,0109768,68,St Joan Of Arc Catholic Church,SAINT JOAN OF ARC CATHOLIC CHURCH,review,85.5,0.0,3,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,RIVERSIDE CHURCH OF THE NAZARENE,85.5,False,True,low_or_ambiguous_score,,,True,101;103,35,2.0,1.0,0.5011709601873536,1.0,97,33,0.9999999999999996,0.9999999999999996,False,False,conflict,False,False,False,0109777,Riverside Church of the Nazarene,85.5,20.82,district_constrained_review,13.0,01097000054,City Church Mobile,fuzzy_high,95.0,19.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000054,City Church Mobile,district_validated,,,multi_machine,1.0
968,MOBILE,COLLINS RHODES ELEMENTARY #1,COLLINS RHODES ELEMENTARY 1,COLLINS RHODES ELEMENTARY,2014-General-Mobile.xlsx,contest_rows,False,0109748,48,E.R. Dickson Elementary School,E R DICKSON ELEMENTARY SCHOOL,review,63.33,0.0,2,MORNINGSIDE ELEMENTARY SCHOOL,63.33,MEADOWLAKE ELEMENTARY,61.29,False,True,low_or_ambiguous_score,,,True,98;99,33;34,2.0,2.0,0.9575113808801214,0.9575113808801214,101,34,1.000000000000001,0.9997957664358492,False,True,conflict,False,False,False,0109720,Indian Springs Elementary School,56.67,10.51,district_constrained_review,35.0,01097000016,Collins Rhodes Elementary,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000016,Collins Rhodes Elementary,district_validated,,,multi_machine,1.0
969,MOBILE,COLLINS RHODES ELEMENTARY #2,COLLINS RHODES ELEMENTARY 2,COLLINS RHODES ELEMENTARY,2014-General-Mobile.xlsx,contest_rows,False,0109748,48,E.R. Dickson Elementary School,E R DICKSON ELEMENTARY SCHOOL,review,63.33,0.0,2,MORNINGSIDE ELEMENTARY SCHOOL,63.33,MEADOWLAKE ELEMENTARY,61.29,False,True,low_or_ambiguous_score,,,True,98;99,33;34,2.0,2.0,0.9477726574500768,0.9477726574500768,101,34,1.000000000000001,0.9997957664358492,False,True,conflict,False,False,False,0109720,Indian Springs Elementary School,56.67,10.51,district_constrained_review,35.0,01097000016,Collins Rhodes Elementary,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000016,Collins Rhodes Elementary,district_validated,,,multi_machine,1.0
970,MOBILE,COVENANT CHURCH OF MOBILE #1,COVENANT CHURCH OF MOBILE 1,COVENANT CHURCH OF MOBILE,2014-General-Mobile.xlsx,contest_rows,False,0109756,56,Covenant Church,COVENANT CHURCH,review,90.0,4.5,1,FIRST BAPTIST CHURCH WILMER OFF CAMPUS SITE,85.5,PROVIDENCE CHURCH OF GOD,65.31,False,True,low_or_ambiguous_score,,,True,100,34,1.0,1.0,1.0,1.0,100,34,0.993942891479366,0.9999999975430652,True,True,compatible,False,False,False,0109756,Covenant Church,90.0,37.45,district_constrained_medium,6.0,01097000054,City Church Mobile,review,79.68,15.68,False,False,False,conflict,,vtd10,0109756,Covenant Church,district_constrained_accepted,,,multi_machine,1.0
971,MOBILE,COVENANT CHURCH OF MOBILE #2,COVENANT CHURCH OF MOBILE 2,COVENANT CHURCH OF MOBILE,2014-General-Mobile.xlsx,contest_rows,False,0109756,56,Covenant Church,COVENANT CHURCH,review,90.0,4.5,1,FIRST BAPTIST CHURCH WILMER OFF CAMPUS SITE,85.5,PROVIDENCE CHURCH OF GOD,65.31,False,True,low_or_ambiguous_score,,,True,100,34,1.0,1.0,1.0,1.0,100,34,0.993942891479366,0.9999999975430652,True,True,compatible,False,False,False,0109756,Covenant Church,90.0,37.45,district_constrained_medium,6.0,01097000054,City Church Mobile,review,79.68,15.68,False,False,False,conflict,,vtd10,0109756,Covenant Church,district_constrained_accepted,,,multi_machine,1.0
972,MOBILE,COVENANT CHURCH OF MOBILE #3,COVENANT CHURCH OF MOBILE 3,COVENANT CHURCH OF MOBILE,2014-General-Mobile.xlsx,contest_rows,False,0109756,56,Covenant Church,COVENANT CHURCH,review,90.0,4.5,1,FIRST BAPTIST CHURCH WILMER OFF CAMPUS SITE,85.5,PROVIDENCE CHURCH OF GOD,65.31,False,True,low_or_ambiguous_score,,,True,100,34,1.0,1.0,1.0,1.0,100,34,0.993942891479366,0.9999999975430652,True,True,compatible,False,False,False,0109756,Covenant Church,90.0,37.45,district_constrained_medium,6.0,01097000054,City Church Mobile,review,79.68,15.68,False,False,False,conflict,,vtd10,0109756,Covenant Church,district_constrained_accepted,,,multi_machine,1.0
973,MOBILE,CREEKWORD CH OF CHRIST #1,CREEKWORD CHURCH OF CHRIST 1,CREEKWORD CHURCH OF CHRIST,2014-General-Mobile.xlsx,contest_rows,False,0109761,61,Creekwood Church of Christ,CREEKWOOD CHURCH OF CHRIST,fuzzy_high,96.15,10.65,1,COVENANT CHURCH,85.5,FIRST BAPTIST CHURCH WILMER OFF CAMPUS SITE,85.5,True,False,,3.0,many_result_units_to_one_vtd,True,100,35,1.0,1.0,1.0,1.0,100;104,35,0.8173088183386529,0.9999998912384912,True,True,compatible,True,False,False,,,,,,,01097000066,Creekwood Church of Christ,fuzzy_high,96.15,23.77,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000066,Creekwood Church of Christ,district_validated,,,multi_machine,1.0
974,MOBILE,CREEKWORD CH OF CHRIST #2,CREEKWORD CHURCH OF CHRIST 2,CREEKWORD CHURCH OF CHRIST,2014-General-Mobile.xlsx,contest_rows,False,0109761,61,Creekwood Church of Christ,CREEKWOOD CHURCH OF CHRIST,fuzzy_high,96.15,10.65,1,COVENANT CHURCH,85.5,FIRST BAPTIST CHURCH WILMER OFF CAMPUS SITE,85.5,True,False,,3.0,many_result_units_to_one_vtd,True,100,35,1.0,1.0,1.0,1.0,100;104,35,0.8173088183386529,0.9999998912384912,True,True,compatible,True,False,False,,,,,,,01097000066,Creekwood Church of Christ,fuzzy_high,96.15,23.77,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000066,Creekwood Church of Christ,district_validated,,,multi_machine,1.0
975,MOBILE,CREEKWORD CH OF CHRIST #3,CREEKWORD CHURCH OF CHRIST 3,CREEKWORD CHURCH OF CHRIST,2014-General-Mobile.xlsx,contest_rows,False,0109761,61,Creekwood Church of Christ,CREEKWOOD CHURCH OF CHRIST,fuzzy_high,96.15,10.65,1,COVENANT CHURCH,85.5,FIRST BAPTIST CHURCH WILMER OFF CAMPUS SITE,85.5,True,False,,3.0,many_result_units_to_one_vtd,True,100,35,1.0,1.0,1.0,1.0,100;104,35,0.8173088183386529,0.9999998912384912,True,True,compatible,True,False,False,,,,,,,01097000066,Creekwood Church of Christ,fuzzy_high,96.15,23.77,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000066,Creekwood Church of Christ,district_validated,,,multi_machine,1.0
976,MOBILE,CREOLA SENIOR CITIZENS #1,CREOLA SENIOR CITIZENS 1,CREOLA SENIOR CITIZENS,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,61.54,0.74,2,OLD CITRONELLE SENIOR CENTER,60.8,FIGURES RECREATION CENTER,48.51,False,True,low_or_ambiguous_score,,,True,96;98;102,34,3.0,1.0,0.6476190476190476,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,010973,Old Citronelle Senior Center,60.8,12.97,district_constrained_review,21.0,01097000009,Creola Sr Citizens Ctr,review,77.03,15.49,False,False,False,compatible,,,,,unresolved,,,unresolved,
977,MOBILE,CREOLA SENIOR CITIZENS #2,CREOLA SENIOR CITIZENS 2,CREOLA SENIOR CITIZENS,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,61.54,0.74,2,OLD CITRONELLE SENIOR CENTER,60.8,FIGURES RECREATION CENTER,48.51,False,True,low_or_ambiguous_score,,,True,96;98;102,34,3.0,1.0,0.6642066420664207,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,010973,Old Citronelle Senior Center,60.8,12.97,district_constrained_review,21.0,01097000009,Creola Sr Citizens Ctr,review,77.03,15.49,False,False,False,compatible,,,,,unresolved,,,unresolved,
978,MOBILE,CYPRESS SHORES BAPTIST #1,CYPRESS SHORES BAPTIST 1,CYPRESS SHORES BAPTIST,2014-General-Mobile.xlsx,contest_rows,False,0109788,88,Cypress Shores Baptist Church,CYPRESS SHORES BAPTIST CHURCH,fuzzy_high,95.0,9.5,1,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,MOUNT SINAI MISSIONARY BAPTIST CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,104,35,1.0,1.0,1.0,1.0,104,35,1.0000000000000016,1.0000000000000016,True,True,compatible,True,False,False,,,,,,,01097000077,Cypress Shores Baptist,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000077,Cypress Shores Baptist,district_validated,,,multi_machine,1.0
979,MOBILE,CYPRESS SHORES BAPTIST #2,CYPRESS SHORES BAPTIST 2,CYPRESS SHORES BAPTIST,2014-General-Mobile.xlsx,contest_rows,False,0109788,88,Cypress Shores Baptist Church,CYPRESS SHORES BAPTIST CHURCH,fuzzy_high,95.0,9.5,1,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,MOUNT SINAI MISSIONARY BAPTIST CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,,,,,,,104,35,1.0000000000000016,1.0000000000000016,,,no_election_evidence,False,True,False,,,,,,,01097000077,Cypress Shores Baptist,exact_normalized,100.0,100.0,True,False,False,no_election_evidence,many_result_units_to_one_vtd,vest16,01097000077,Cypress Shores Baptist,name_accepted_unvalidated,,,multi_machine,1.0
980,MOBILE,DAUPHIN ISLAND METHODIST #1,DAUPHIN ISLAND METHODIST 1,DAUPHIN ISLAND METHODIST,2014-General-Mobile.xlsx,contest_rows,False,0109799,99,Dauphin Isl. Baptist Resort,DAUPHIN ISL BAPTIST RESORT,review,64.0,5.03,1,SAINT JOHN UNITED METHODIST CHURCH,58.97,FIRST INDEPENDENT METHODIST,58.82,False,True,low_or_ambiguous_score,,,True,105,35,1.0,1.0,1.0,1.0,105,35,1.0000000000000004,0.999999999363437,True,True,compatible,False,False,False,0109799,Dauphin Isl. Baptist Resort,64.0,9.83,district_constrained_review,14.0,01097000088,Dauphin Island UMC,review,83.12,29.28,False,False,False,compatible,,,,,unresolved,,,unresolved,
981,MOBILE,DAUPHIN ISLAND METHODIST #2,DAUPHIN ISLAND METHODIST 2,DAUPHIN ISLAND METHODIST,2014-General-Mobile.xlsx,contest_rows,False,0109799,99,Dauphin Isl. Baptist Resort,DAUPHIN ISL BAPTIST RESORT,review,64.0,5.03,1,SAINT JOHN UNITED METHODIST CHURCH,58.97,FIRST INDEPENDENT METHODIST,58.82,False,True,low_or_ambiguous_score,,,True,105,35,1.0,1.0,1.0,1.0,105,35,1.0000000000000004,0.999999999363437,True,True,compatible,False,False,False,0109799,Dauphin Isl. Baptist Resort,64.0,9.83,district_constrained_review,14.0,01097000088,Dauphin Island UMC,review,83.12,29.28,False,False,False,compatible,,,,,unresolved,,,unresolved,
982,MOBILE,DODGE ELEMENTARY #1,DODGE ELEMENTARY 1,DODGE ELEMENTARY,2014-General-Mobile.xlsx,contest_rows,False,0109748,48,E.R. Dickson Elementary School,E R DICKSON ELEMENTARY SCHOOL,review,85.5,0.0,3,INDIAN SPRINGS ELEMENTARY SCHOOL,85.5,EICHOLD MERTZ ELEMENTARY SCHOOL,85.5,False,True,low_or_ambiguous_score,,,True,104,35,1.0,1.0,1.0,1.0,101,34,1.000000000000001,0.9997957664358492,False,False,conflict,False,False,False,0109783,Meadowlake Elementary,75.68,19.79,district_constrained_review,12.0,01097000068,Dodge Elementary,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000068,Dodge Elementary,district_validated,,,multi_machine,1.0
983,MOBILE,DODGE ELEMENTARY #2,DODGE ELEMENTARY 2,DODGE ELEMENTARY,2014-General-Mobile.xlsx,contest_rows,False,0109748,48,E.R. Dickson Elementary School,E R DICKSON ELEMENTARY SCHOOL,review,85.5,0.0,3,INDIAN SPRINGS ELEMENTARY SCHOOL,85.5,EICHOLD MERTZ ELEMENTARY SCHOOL,85.5,False,True,low_or_ambiguous_score,,,True,104,35,1.0,1.0,1.0,1.0,101,34,1.000000000000001,0.9997957664358492,False,False,conflict,False,False,False,0109783,Meadowlake Elementary,75.68,19.79,district_constrained_review,12.0,01097000068,Dodge Elementary,exact_normalized,100.0,100.0,True,True,False,compatible,many_result_units_to_one_vtd,vest16,01097000068,Dodge Elementary,district_validated,,,multi_machine,1.0
