result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,openelections_unit_found,house_inferred_districts,senate_inferred_districts,house_inferred_district_count,senate_inferred_district_count,house_largest_activity_share,senate_largest_activity_share,house_spatial_districts,senate_spatial_districts,house_largest_spatial_share,senate_largest_spatial_share,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_unvalidated,accepted_conflict,recommended_vtd_geoid,recommended_vtd_name,recommended_score,recommended_margin,recommendation_method,constrained_candidate_count
1018,MOBILE,JAMES SEALS JR PARK REC #2,JAMES SEALS JR PARK RECREATION 2,JAMES SEALS JR PARK RECREATION,2014-General-Mobile.xlsx,contest_rows,False,0109738,38,Figures Recreation Center,FIGURES RECREATION CENTER,review,58.73,7.68,1,SPRINGHILL AVENUE RECREATIONAL CENTER,51.04,SEVEN HILLS CENTRAL FIRE STATION,48.39,False,True,low_or_ambiguous_score,,,True,97,33,1.0,1.0,1.0,1.0,97;99,33,0.6198406690225555,0.9999999999999992,True,True,compatible,False,False,False,0109738,Figures Recreation Center,58.73,7.68,district_constrained_review,18
1019,MOBILE,JOSEPH DOTCH COMM CENTER #1,JOSEPH DOTCH COMMUNITY CENTER 1,JOSEPH DOTCH COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109730,30,Joseph Dotch Comm. Center,JOSEPH DOTCH COMMUNITY CENTER,exact_normalized,100.0,100.0,1,SPRINGHILL AVENUE RECREATIONAL CENTER,51.04,SEVEN HILLS CENTRAL FIRE STATION,48.39,True,False,,2.0,many_result_units_to_one_vtd,True,98;99,33,2.0,1.0,0.8947368421052632,1.0,98;99,33,0.51152648446868,0.999999999999999,True,True,compatible,True,False,False,,,,,,
1020,MOBILE,JOSEPH DOTCH COMM CENTER #2,JOSEPH DOTCH COMMUNITY CENTER 2,JOSEPH DOTCH COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109730,30,Joseph Dotch Comm. Center,JOSEPH DOTCH COMMUNITY CENTER,exact_normalized,100.0,100.0,1,SPRINGHILL AVENUE RECREATIONAL CENTER,51.04,SEVEN HILLS CENTRAL FIRE STATION,48.39,True,False,,2.0,many_result_units_to_one_vtd,True,98;99,33,2.0,1.0,0.8945945945945946,1.0,98;99,33,0.51152648446868,0.999999999999999,True,True,compatible,True,False,False,,,,,,
1021,MOBILE,KATE SHEPARD SCHOOL #1,KATE SHEPARD SCHOOL 1,KATE SHEPARD SCHOOL,2014-General-Mobile.xlsx,contest_rows,False,0109776,76,Kate Shepard School,KATE SHEPARD SCHOOL,exact_normalized,100.0,100.0,1,SPRINGHILL AVENUE RECREATIONAL CENTER,51.04,SEVEN HILLS CENTRAL FIRE STATION,48.39,True,False,,2.0,many_result_units_to_one_vtd,True,104,35,1.0,1.0,1.0,1.0,103;104,35,0.7255446706027424,0.9999999596269463,True,True,compatible,True,False,False,,,,,,
1022,MOBILE,KATE SHEPARD SCHOOL #2,KATE SHEPARD SCHOOL 2,KATE SHEPARD SCHOOL,2014-General-Mobile.xlsx,contest_rows,False,0109776,76,Kate Shepard School,KATE SHEPARD SCHOOL,exact_normalized,100.0,100.0,1,SPRINGHILL AVENUE RECREATIONAL CENTER,51.04,SEVEN HILLS CENTRAL FIRE STATION,48.39,True,False,,2.0,many_result_units_to_one_vtd,True,104,35,1.0,1.0,1.0,1.0,103;104,35,0.7255446706027424,0.9999999596269463,True,True,compatible,True,False,False,,,,,,
1023,MOBILE,LAFITTE BAPTIST CHURCH #1,LAFITTE BAPTIST CHURCH 1,LAFITTE BAPTIST CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109768,68,St Joan Of Arc Catholic Church,SAINT JOAN OF ARC CATHOLIC CHURCH,review,85.5,0.0,3,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,SAINT JOHN UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,98;99,34,2.0,1.0,0.981640146878825,1.0,97,33,0.9999999999999996,0.9999999999999996,False,False,conflict,False,False,False,0109715,Shelton Beach Rd. Baptist Church,73.89,0.0,district_constrained_review,13
1024,MOBILE,LAFITTE BAPTIST CHURCH #2,LAFITTE BAPTIST CHURCH 2,LAFITTE BAPTIST CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109768,68,St Joan Of Arc Catholic Church,SAINT JOAN OF ARC CATHOLIC CHURCH,review,85.5,0.0,3,FIRST BAPTIST CHURCH OF IRVINGTON,85.5,SAINT JOHN UNITED METHODIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,98;99,34,2.0,1.0,0.9899135446685879,1.0,97,33,0.9999999999999996,0.9999999999999996,False,False,conflict,False,False,False,0109715,Shelton Beach Rd. Baptist Church,73.89,0.0,district_constrained_review,13
1025,MOBILE,LIVING WORD CHURCH #1,LIVING WORD CHURCH 1,LIVING WORD CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109771,71,Rock of Faith Baptist Church,ROCK OF FAITH BAPTIST CHURCH,review,85.5,0.0,3,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,100,34;35,1.0,2.0,1.0,0.7563775510204082,97;103,33,0.8831361829865391,1.0000000000000027,False,False,conflict,False,False,False,0109762,Our Savior Catholic Church,56.14,1.59,district_constrained_review,9
1026,MOBILE,LIVING WORD CHURCH #2,LIVING WORD CHURCH 2,LIVING WORD CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109771,71,Rock of Faith Baptist Church,ROCK OF FAITH BAPTIST CHURCH,review,85.5,0.0,3,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,100,34;35,1.0,2.0,1.0,0.716183574879227,97;103,33,0.8831361829865391,1.0000000000000027,False,False,conflict,False,False,False,0109762,Our Savior Catholic Church,56.14,1.59,district_constrained_review,9
1027,MOBILE,LIVING WORD CHURCH #3,LIVING WORD CHURCH 3,LIVING WORD CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109771,71,Rock of Faith Baptist Church,ROCK OF FAITH BAPTIST CHURCH,review,85.5,0.0,3,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,100,34;35,1.0,2.0,1.0,0.7920353982300885,97;103,33,0.8831361829865391,1.0000000000000027,False,False,conflict,False,False,False,0109762,Our Savior Catholic Church,56.14,1.59,district_constrained_review,9
1028,MOBILE,MAE EANES SCHOOL #1,MAE EANES SCHOOL 1,MAE EANES SCHOOL,2014-General-Mobile.xlsx,contest_rows,False,0109772,72,Mae Eanes School,MAE EANES SCHOOL,exact_normalized,100.0,100.0,1,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,103,33,1.0,1.0,1.0,1.0,103,33,0.9999999999999996,0.9999999999999996,True,True,compatible,True,False,False,,,,,,
1029,MOBILE,MAE EANES SCHOOL #2,MAE EANES SCHOOL 2,MAE EANES SCHOOL,2014-General-Mobile.xlsx,contest_rows,False,0109772,72,Mae Eanes School,MAE EANES SCHOOL,exact_normalized,100.0,100.0,1,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,103,33,1.0,1.0,1.0,1.0,103,33,0.9999999999999996,0.9999999999999996,True,True,compatible,True,False,False,,,,,,
1030,MOBILE,MEADOWLAKE ELEMENTARY #1,MEADOWLAKE ELEMENTARY 1,MEADOWLAKE ELEMENTARY,2014-General-Mobile.xlsx,contest_rows,False,0109783,83,Meadowlake Elementary,MEADOWLAKE ELEMENTARY,exact_normalized,100.0,100.0,1,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,104,35,1.0,1.0,1.0,1.0,104;105,35,0.8431614750842646,0.9999999999999976,True,True,compatible,True,False,False,,,,,,
1031,MOBILE,MEADOWLAKE ELEMENTARY #2,MEADOWLAKE ELEMENTARY 2,MEADOWLAKE ELEMENTARY,2014-General-Mobile.xlsx,contest_rows,False,0109783,83,Meadowlake Elementary,MEADOWLAKE ELEMENTARY,exact_normalized,100.0,100.0,1,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,104,35,1.0,1.0,1.0,1.0,104;105,35,0.8431614750842646,0.9999999999999976,True,True,compatible,True,False,False,,,,,,
1032,MOBILE,MOBILE MUSEUM OF ART #1,MOBILE MUSEUM OF ART 1,MOBILE MUSEUM OF ART,2014-General-Mobile.xlsx,contest_rows,False,0109750,50,Mobile Museum of Art,MOBILE MUSEUM OF ART,exact_normalized,100.0,100.0,1,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,99;101,33;34,2.0,2.0,0.8989441930618401,0.8733031674208145,101,34,1.0000000000000009,0.9999999585961764,True,True,compatible,True,False,False,,,,,,
1033,MOBILE,MOBILE MUSEUM OF ART #2,MOBILE MUSEUM OF ART 2,MOBILE MUSEUM OF ART,2014-General-Mobile.xlsx,contest_rows,False,0109750,50,Mobile Museum of Art,MOBILE MUSEUM OF ART,exact_normalized,100.0,100.0,1,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,True,False,,2.0,many_result_units_to_one_vtd,True,99;101,33;34,2.0,2.0,0.8888888888888888,0.8611111111111112,101,34,1.0000000000000009,0.9999999585961764,True,True,compatible,True,False,False,,,,,,
1034,MOBILE,MOBILE REGIONAL SENIOR CTR #1,MOBILE REGIONAL SENIOR CENTER 1,MOBILE REGIONAL SENIOR CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,85.5,0.0,2,MOBILE CIVIC CENTER,85.5,OLD CITRONELLE SENIOR CENTER,73.68,False,True,low_or_ambiguous_score,,,True,100;104,35,2.0,1.0,0.9764492753623188,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,0109781,Tillman's Corner Community Center,48.39,0.39,district_constrained_review,12
1035,MOBILE,MOBILE REGIONAL SENIOR CTR #2,MOBILE REGIONAL SENIOR CENTER 2,MOBILE REGIONAL SENIOR CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,85.5,0.0,2,MOBILE CIVIC CENTER,85.5,OLD CITRONELLE SENIOR CENTER,73.68,False,True,low_or_ambiguous_score,,,True,100;104,35,2.0,1.0,0.9602649006622517,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,0109781,Tillman's Corner Community Center,48.39,0.39,district_constrained_review,12
1036,MOBILE,MOBILE REGIONAL SENIOR CTR #3,MOBILE REGIONAL SENIOR CENTER 3,MOBILE REGIONAL SENIOR CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109742,42,VIA Senior Center,VIA SENIOR CENTER,review,85.5,0.0,2,MOBILE CIVIC CENTER,85.5,OLD CITRONELLE SENIOR CENTER,73.68,False,True,low_or_ambiguous_score,,,True,100;104,35,2.0,1.0,0.9734265734265735,1.0,97,33,1.0000000000000002,1.0000000000000002,False,False,conflict,False,False,False,0109781,Tillman's Corner Community Center,48.39,0.39,district_constrained_review,12
1037,MOBILE,MOFFETT RD ASSMBLY OF GOD #1,MOFFETT RD ASSMBLY OF GOD 1,MOFFETT RD ASSMBLY OF GOD,2014-General-Mobile.xlsx,contest_rows,False,0109728,28,Moffett Road Assembly of God,MOFFETT ROAD ASSEMBLY OF GOD,fuzzy_high,94.34,49.44,1,PROVIDENCE CHURCH OF GOD,44.9,MOBILE MUSEUM OF ART,44.44,True,False,,2.0,many_result_units_to_one_vtd,True,99;102,33,2.0,1.0,0.8946745562130177,1.0,99;102,33,0.8138509372470493,0.9999999741406016,True,True,compatible,True,False,False,,,,,,
1038,MOBILE,MOFFETT RD ASSMBLY OF GOD #2,MOFFETT RD ASSMBLY OF GOD 2,MOFFETT RD ASSMBLY OF GOD,2014-General-Mobile.xlsx,contest_rows,False,0109728,28,Moffett Road Assembly of God,MOFFETT ROAD ASSEMBLY OF GOD,fuzzy_high,94.34,49.44,1,PROVIDENCE CHURCH OF GOD,44.9,MOBILE MUSEUM OF ART,44.44,True,False,,2.0,many_result_units_to_one_vtd,True,99;102,33,2.0,1.0,0.8635204081632653,1.0,99;102,33,0.8138509372470493,0.9999999741406016,True,True,compatible,True,False,False,,,,,,
1039,MOBILE,MT ARARAT BAPTIST CHURCH #1,MOUNT ARARAT BAPTIST CHURCH 1,MOUNT ARARAT BAPTIST CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109792,92,Mt. Ararat Baptist Church,MOUNT ARARAT BAPTIST CHURCH,exact_normalized,100.0,100.0,1,PROVIDENCE CHURCH OF GOD,44.9,MOBILE MUSEUM OF ART,44.44,True,False,,2.0,many_result_units_to_one_vtd,True,103,35,1.0,1.0,1.0,1.0,103,35,0.9995392321555768,0.9999999999999998,True,True,compatible,True,False,False,,,,,,
1040,MOBILE,MT ARARAT BAPTIST CHURCH #2,MOUNT ARARAT BAPTIST CHURCH 2,MOUNT ARARAT BAPTIST CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109792,92,Mt. Ararat Baptist Church,MOUNT ARARAT BAPTIST CHURCH,exact_normalized,100.0,100.0,1,PROVIDENCE CHURCH OF GOD,44.9,MOBILE MUSEUM OF ART,44.44,True,False,,2.0,many_result_units_to_one_vtd,True,103,35,1.0,1.0,1.0,1.0,103,35,0.9995392321555768,0.9999999999999998,True,True,compatible,True,False,False,,,,,,
1041,MOBILE,MT VERNON CIVIC CENTER #1,MOUNT VERNON CIVIC CENTER 1,MOUNT VERNON CIVIC CENTER,2014-General-Mobile.xlsx,contest_rows,False,010972,2,Mt. Vernon Civic Center,MOUNT VERNON CIVIC CENTER,exact_normalized,100.0,100.0,1,PROVIDENCE CHURCH OF GOD,44.9,MOBILE MUSEUM OF ART,44.44,True,False,,2.0,many_result_units_to_one_vtd,True,98;102,22;34,2.0,2.0,0.8108108108108109,0.6756756756756757,98;102,22;34,0.6555955005910817,0.9281308389297619,True,True,compatible,True,False,False,,,,,,
1042,MOBILE,MT VERNON CIVIC CENTER #2,MOUNT VERNON CIVIC CENTER 2,MOUNT VERNON CIVIC CENTER,2014-General-Mobile.xlsx,contest_rows,False,010972,2,Mt. Vernon Civic Center,MOUNT VERNON CIVIC CENTER,exact_normalized,100.0,100.0,1,PROVIDENCE CHURCH OF GOD,44.9,MOBILE MUSEUM OF ART,44.44,True,False,,2.0,many_result_units_to_one_vtd,True,98;102,22;34,2.0,2.0,0.7553956834532374,0.7158273381294964,98;102,22;34,0.6555955005910817,0.9281308389297619,True,True,compatible,True,False,False,,,,,,
1043,MOBILE,MT VERNON COMM CENTER #1,MOUNT VERNON COMMUNITY CENTER 1,MOUNT VERNON COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,010971,1,Mt. Vernon Community Center,MOUNT VERNON COMMUNITY CENTER,exact_normalized,100.0,100.0,1,PROVIDENCE CHURCH OF GOD,44.9,MOBILE MUSEUM OF ART,44.44,True,False,,2.0,many_result_units_to_one_vtd,True,,,,,,,98,22,0.999999702953583,0.9999990217541564,,,no_election_evidence,False,True,False,,,,,,
1044,MOBILE,MT VERNON COMM CENTER #2,MOUNT VERNON COMMUNITY CENTER 2,MOUNT VERNON COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,010971,1,Mt. Vernon Community Center,MOUNT VERNON COMMUNITY CENTER,exact_normalized,100.0,100.0,1,PROVIDENCE CHURCH OF GOD,44.9,MOBILE MUSEUM OF ART,44.44,True,False,,2.0,many_result_units_to_one_vtd,True,98,22,1.0,1.0,1.0,1.0,98,22,0.999999702953583,0.9999990217541564,True,True,compatible,True,False,False,,,,,,
1045,MOBILE,NEW SHILOH MISSIONARY #1,NEW SHILOH MISSIONARY 1,NEW SHILOH MISSIONARY,2014-General-Mobile.xlsx,contest_rows,False,0109719,19,Mt. Sinai Missionary Baptist Church,MOUNT SINAI MISSIONARY BAPTIST CHURCH,review,85.5,0.0,3,FRIENDSHIP MISSIONARY BAPTIST CHURCH,85.5,CORINTHIAN MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,97;99;103,33,3.0,1.0,0.6938110749185668,1.0,98,33,1.0,1.0,False,True,conflict,False,False,False,0109753,Friendship Missionary Baptist Church,85.5,0.0,district_constrained_review,35
1046,MOBILE,NEW SHILOH MISSIONARY #2,NEW SHILOH MISSIONARY 2,NEW SHILOH MISSIONARY,2014-General-Mobile.xlsx,contest_rows,False,0109719,19,Mt. Sinai Missionary Baptist Church,MOUNT SINAI MISSIONARY BAPTIST CHURCH,review,85.5,0.0,3,FRIENDSHIP MISSIONARY BAPTIST CHURCH,85.5,CORINTHIAN MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,97;99;103,33,3.0,1.0,0.7531055900621118,1.0,98,33,1.0,1.0,False,True,conflict,False,False,False,0109753,Friendship Missionary Baptist Church,85.5,0.0,district_constrained_review,35
1047,MOBILE,OUR SAVIOR CATHOLIC CH #1,OUR SAVIOR CATHOLIC CHURCH 1,OUR SAVIOR CATHOLIC CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109762,62,Our Savior Catholic Church,OUR SAVIOR CATHOLIC CHURCH,exact_normalized,100.0,100.0,1,FRIENDSHIP MISSIONARY BAPTIST CHURCH,85.5,CORINTHIAN MISSIONARY BAPTIST CHURCH,85.5,True,False,,3.0,many_result_units_to_one_vtd,True,100;101,35,2.0,1.0,0.5394990366088632,1.0,100;101;104,35,0.43234081022726767,0.9999999714071983,True,True,compatible,True,False,False,,,,,,
1048,MOBILE,OUR SAVIOR CATHOLIC CH #2,OUR SAVIOR CATHOLIC CHURCH 2,OUR SAVIOR CATHOLIC CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109762,62,Our Savior Catholic Church,OUR SAVIOR CATHOLIC CHURCH,exact_normalized,100.0,100.0,1,FRIENDSHIP MISSIONARY BAPTIST CHURCH,85.5,CORINTHIAN MISSIONARY BAPTIST CHURCH,85.5,True,False,,3.0,many_result_units_to_one_vtd,True,100;101,35,2.0,1.0,0.5257548845470693,1.0,100;101;104,35,0.43234081022726767,0.9999999714071983,True,True,compatible,True,False,False,,,,,,
1049,MOBILE,OUR SAVIOR CATHOLIC CH #3,OUR SAVIOR CATHOLIC CHURCH 3,OUR SAVIOR CATHOLIC CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109762,62,Our Savior Catholic Church,OUR SAVIOR CATHOLIC CHURCH,exact_normalized,100.0,100.0,1,FRIENDSHIP MISSIONARY BAPTIST CHURCH,85.5,CORINTHIAN MISSIONARY BAPTIST CHURCH,85.5,True,False,,3.0,many_result_units_to_one_vtd,True,100;101,35,2.0,1.0,0.5,1.0,100;101;104,35,0.43234081022726767,0.9999999714071983,True,True,compatible,True,False,False,,,,,,
1050,MOBILE,PALMER PILLIANS MIDDLE SCH #1,PALMER PILLIANS MIDDLE SCHOOL 1,PALMER PILLIANS MIDDLE SCHOOL,2014-General-Mobile.xlsx,contest_rows,False,0109732,32,Vigor High School,VIGOR HIGH SCHOOL,review,85.5,0.0,3,WHITLEY SCHOOL,85.5,MAE EANES SCHOOL,85.5,False,True,low_or_ambiguous_score,,,True,97,33,1.0,1.0,1.0,1.0,97;98,33,0.6644621244270669,0.9999999999999992,True,True,compatible,False,False,False,0109732,Vigor High School,85.5,0.0,district_constrained_review,18
1051,MOBILE,PALMER PILLIANS MIDDLE SCH #2,PALMER PILLIANS MIDDLE SCHOOL 2,PALMER PILLIANS MIDDLE SCHOOL,2014-General-Mobile.xlsx,contest_rows,False,0109732,32,Vigor High School,VIGOR HIGH SCHOOL,review,85.5,0.0,3,WHITLEY SCHOOL,85.5,MAE EANES SCHOOL,85.5,False,True,low_or_ambiguous_score,,,True,97,33,1.0,1.0,1.0,1.0,97;98,33,0.6644621244270669,0.9999999999999992,True,True,compatible,False,False,False,0109732,Vigor High School,85.5,0.0,district_constrained_review,18
1052,MOBILE,PILGRIM REST A_M_E_ #1,PILGRIM REST A M E 1,PILGRIM REST A M E,2014-General-Mobile.xlsx,contest_rows,False,0109748,48,E.R. Dickson Elementary School,E R DICKSON ELEMENTARY SCHOOL,review,85.5,35.5,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,False,True,low_or_ambiguous_score,,,True,98,33,1.0,1.0,1.0,1.0,101,34,1.000000000000001,0.9997957664358493,False,False,conflict,False,False,False,0109718,Whistler United Methodist Church,40.0,0.0,district_constrained_review,11
1053,MOBILE,PILGRIM REST A_M_E_ #2,PILGRIM REST A M E 2,PILGRIM REST A M E,2014-General-Mobile.xlsx,contest_rows,False,0109748,48,E.R. Dickson Elementary School,E R DICKSON ELEMENTARY SCHOOL,review,85.5,35.5,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,False,True,low_or_ambiguous_score,,,True,98,33,1.0,1.0,1.0,1.0,101,34,1.000000000000001,0.9997957664358493,False,False,conflict,False,False,False,0109718,Whistler United Methodist Church,40.0,0.0,district_constrained_review,11
1054,MOBILE,PLATEAU COMMUNITY CENTER #1,PLATEAU COMMUNITY CENTER 1,PLATEAU COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109734,34,Plateau Community Center,PLATEAU COMMUNITY CENTER,exact_normalized,100.0,100.0,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,True,False,,2.0,many_result_units_to_one_vtd,True,97;98,33,2.0,1.0,0.5336658354114713,1.0,97,33,0.9999983321636964,1.0000000000000007,True,True,compatible,True,False,False,,,,,,
1055,MOBILE,PLATEAU COMMUNITY CENTER #2,PLATEAU COMMUNITY CENTER 2,PLATEAU COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109734,34,Plateau Community Center,PLATEAU COMMUNITY CENTER,exact_normalized,100.0,100.0,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,True,False,,2.0,many_result_units_to_one_vtd,True,97;98,33,2.0,1.0,0.5407407407407407,1.0,97,33,0.9999983321636964,1.0000000000000007,True,True,compatible,True,False,False,,,,,,
1056,MOBILE,PRICHARD COMMUNITY CENTER #1,PRICHARD COMMUNITY CENTER 1,PRICHARD COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109731,31,Prichard Community Center,PRICHARD COMMUNITY CENTER,exact_normalized,100.0,100.0,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,True,False,,2.0,many_result_units_to_one_vtd,True,98,33,1.0,1.0,1.0,1.0,98,33,0.9999999999999994,0.9999999999999994,True,True,compatible,True,False,False,,,,,,
1057,MOBILE,PRICHARD COMMUNITY CENTER #2,PRICHARD COMMUNITY CENTER 2,PRICHARD COMMUNITY CENTER,2014-General-Mobile.xlsx,contest_rows,False,0109731,31,Prichard Community Center,PRICHARD COMMUNITY CENTER,exact_normalized,100.0,100.0,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,True,False,,2.0,many_result_units_to_one_vtd,True,98,33,1.0,1.0,1.0,1.0,98,33,0.9999999999999994,0.9999999999999994,True,True,compatible,True,False,False,,,,,,
1058,MOBILE,PROVIDENCE CHURCH OF GOD #1,PROVIDENCE CHURCH OF GOD 1,PROVIDENCE CHURCH OF GOD,2014-General-Mobile.xlsx,contest_rows,False,0109754,54,Providence Church of God,PROVIDENCE CHURCH OF GOD,exact_normalized,100.0,100.0,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,True,False,,3.0,many_result_units_to_one_vtd,True,101,34,1.0,1.0,1.0,1.0,101,34,1.0,0.9999999344212551,True,True,compatible,True,False,False,,,,,,
1059,MOBILE,PROVIDENCE CHURCH OF GOD #2,PROVIDENCE CHURCH OF GOD 2,PROVIDENCE CHURCH OF GOD,2014-General-Mobile.xlsx,contest_rows,False,0109754,54,Providence Church of God,PROVIDENCE CHURCH OF GOD,exact_normalized,100.0,100.0,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,True,False,,3.0,many_result_units_to_one_vtd,True,101,34,1.0,1.0,1.0,1.0,101,34,1.0,0.9999999344212551,True,True,compatible,True,False,False,,,,,,
1060,MOBILE,PROVIDENCE CHURCH OF GOD #3,PROVIDENCE CHURCH OF GOD 3,PROVIDENCE CHURCH OF GOD,2014-General-Mobile.xlsx,contest_rows,False,0109754,54,Providence Church of God,PROVIDENCE CHURCH OF GOD,exact_normalized,100.0,100.0,1,PLEASANT VALLEY METHODIST CHURCH,50.0,THE MUG CAFE,47.5,True,False,,3.0,many_result_units_to_one_vtd,True,,,,,,,101,34,1.0,0.9999999344212551,,,no_election_evidence,False,True,False,,,,,,
1061,MOBILE,PROVISIONAL BS 1-39,PROVISIONAL BS 1 39,PROVISIONAL BS 1 39,2014-General-Mobile.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,96;97;98;99;101;102,22;33;34,6.0,3.0,0.2602739726027397,0.5616438356164384,,,,,False,False,conflict,False,False,False,,,,,,
1062,MOBILE,PROVISIONAL BS 40-61,PROVISIONAL BS 40 61,PROVISIONAL BS 40 61,2014-General-Mobile.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,97;99;100;101;103;104;105,33;34;35,7.0,3.0,0.2831858407079646,0.5988200589970502,,,,,False,False,conflict,False,False,False,,,,,,
1063,MOBILE,RIVER OF LIFE CHURCH #1,RIVER OF LIFE CHURCH 1,RIVER OF LIFE CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109736,36,100 Black Men of Greater Mobile,100 BLACK MEN OF GREATER MOBILE,review,85.5,0.0,3,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,102,34,1.0,1.0,1.0,1.0,97;98,33,0.7539581908638773,1.0000000000000004,False,False,conflict,False,False,False,010979,First Baptist Ch/Wilmer Off Campus Site,85.5,10.65,district_constrained_review,14
1064,MOBILE,RIVER OF LIFE CHURCH #2,RIVER OF LIFE CHURCH 2,RIVER OF LIFE CHURCH,2014-General-Mobile.xlsx,contest_rows,False,0109736,36,100 Black Men of Greater Mobile,100 BLACK MEN OF GREATER MOBILE,review,85.5,0.0,3,SAINT JOAN OF ARC CATHOLIC CHURCH,85.5,SAINT ANDREWS EPISCOPAL CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,102,34,1.0,1.0,1.0,1.0,97;98,33,0.7539581908638773,1.0000000000000004,False,False,conflict,False,False,False,010979,First Baptist Ch/Wilmer Off Campus Site,85.5,10.65,district_constrained_review,14
